result_id,study,trial_id,comparison_id,intervention,comparator,modality,comparator_class,family,outcome,window,population,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,unit,data_type,source_location,source_quote,source_pdf,source_sha256,source_qc,legacy_eligibility,decision,rationale,models,factor,comparator_class_v34,comparator_adjudication
V33-OD-0194,Jiang 2026,Jiang_2026,JIANG26_TEAS_vs_SHAM_FLATUS_MITT,Perioperative TEAS,Sham/no current,TEAS,Sham,GI recovery,Time to first flatus,Modified-ITT-type analysis among intervention recipients,Outcome-specific analyzed population,296.0,297.0,,,,,,,hours,Median/IQR,Primary outcome / reported ITT analysis,,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,"Authors call this ITT, but it includes 593 who received allocated intervention, not all 614 randomized; 6 post-treatment missing values were conservatively imputed",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0195,Jiang 2026,Jiang_2026,JIANG26_TEAS_vs_SHAM_PONV24,Perioperative TEAS,Sham/no current,TEAS,Sham,PONV,PONV incidence,Within 24 h,Outcome-specific analyzed population,294.0,293.0,,,,,44.0,67.0,participants,Events/total,24-h PONV result,,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,Use 44/294 vs 67/293; do not relabel 587 as randomized/ITT,INCLUDE,INCLUDE,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,;ponv24_TEAS_sham;ponv24_TEAS_sham_point_window_sensitivity;ponv24_TEAS_broad_sham_sensitivity,1,,
V33-OD-0196,Jiang 2026,Jiang_2026,JIANG26_TEAS_vs_SHAM_INTRAOP_REMI,Perioperative TEAS,Sham/no current,TEAS,Sham,Intraoperative opioid,Remifentanil consumption,Intraoperative,Outcome-specific analyzed population,294.0,293.0,,,,,,,µg remifentanil,Median/IQR,Perioperative characteristics table,,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,Direct source result; not a postoperative endpoint,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0197,Jiang 2026,Jiang_2026,JIANG26_TEAS_vs_SHAM_OPIOID24,Perioperative TEAS,Sham/no current,TEAS,Sham,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Outcome-specific analyzed population,294.0,293.0,,,,,,,mg/µg,Not reported,Postoperative analgesia section,,TEAS EA Verification/Source PDFs/study_4_Jiang_2026.pdf,a980f1476ff869174b7b605dbceff078e5885e02049ca2ea0b95cc19e2a5ac66,PCIA use is reported but exact group-specific postoperative dose is not,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0198,Huang 2025,Huang_2025,HUANG25_EA_vs_UC_FLATUS,Postoperative EA + ERAS,ERAS/standard care,EA,Usual care,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,43.0,45.0,36.4,8.0,42.2,8.5,,,hours,Mean/SD,Co-primary outcome / first flatus,,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,13/101 randomized participants excluded after randomization; no sham procedure and patient blinding is not credible for penetrating postoperative EA,INCLUDE,INCLUDE,Same construct and membership as hours MD; no selection by I² or P.,;flatus_EA_usual;flatus_EA_usual_SMD_sensitivity,1,,
V33-OD-0199,Huang 2025,Huang_2025,HUANG25_EA_vs_UC_DEFEC,Postoperative EA + ERAS,ERAS/standard care,EA,Usual care,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,43.0,45.0,46.0,8.0,51.3,9.4,,,hours,Mean/SD,Co-primary outcome / first defecation,,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,Same post-randomization exclusion and no-sham concerns apply,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;defecation_EA_usual,1,,
V33-OD-0200,Huang 2025,Huang_2025,HUANG25_EA_vs_UC_OPIOID24,Postoperative EA + ERAS,ERAS/standard care,EA,Usual care,Opioid consumption,Exact cumulative postoperative opioid consumption,0-24 h,Outcome-specific analyzed population,43.0,45.0,,,,,,,mg/µg,Not reported,Postoperative analgesia section,,TEAS EA Verification/Source PDFs/covidence_131_verified.pdf,9868368dc35509a1f6a7618e93e28e16831aeb38eb1f3418ce56f55ecc8dd9fa,"PCA drug/composition and consumption are not reported; rescue analgesia was ketorolac, a non-opioid NSAID",NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0201,Huang 2024,Huang_2024,HUANG24_CONTRA_vs_SHAM_VASD1,Contralateral EA,Bilateral sham EA,EA,Sham,Pain,VAS during walking/knee movement,POD1,Outcome-specific analyzed population,38.0,38.0,53.16,9.99,56.71,9.84,,,VAS 0-100,Mean/SD,Primary serial VAS / Day 1,,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,Three-arm trial; 6 did not complete allocated intervention but authors state ITT and follow-up was obtained for all 114,INCLUDE,INCLUDE,He2026 reported SDs conflict with threshold counts; retain literal SD only as diagnostic.,;pain24_movement_EA_sham;pain24_movement_EA_sham_with_He,1,,
V33-OD-0202,Huang 2024,Huang_2024,HUANG24_IPSI_vs_SHAM_VASD1,Ipsilateral EA,Bilateral sham EA,EA,Sham,Pain,VAS during walking/knee movement,POD1,Outcome-specific analyzed population,38.0,38.0,53.5,10.79,56.71,9.84,,,VAS 0-100,Mean/SD,Primary serial VAS / Day 1,,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,Three-arm trial; 6 did not complete allocated intervention but authors state ITT and follow-up was obtained for all 114,INCLUDE,INCLUDE,He2026 reported SDs conflict with threshold counts; retain literal SD only as diagnostic.,;pain24_movement_EA_sham;pain24_movement_EA_sham_with_He,1,,
V33-OD-0203,Huang 2024,Huang_2024,HUANG24_CONTRA_vs_SHAM_PCA_D2,Contralateral EA,Bilateral sham EA,EA,Sham,Opioid demand,Additional PCA dose/release,"POD2; 24 h after first EA session, not necessarily 24 h after surgery",Outcome-specific analyzed population,38.0,38.0,,,,,,,source unit not reported,Median/IQR,Primary PCA outcome / POD2,,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,"PCA drug, dose per release and outcome unit are not reported; timing is 24 h after first EA rather than explicitly 24 h after surgery",NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0204,Huang 2024,Huang_2024,HUANG24_OPIOID24,True-EA arms,Bilateral sham EA,EA,Sham,Opioid consumption,Exact cumulative postoperative opioid dose,0-24 h,Outcome-specific analyzed population,38.0,38.0,,,,,,,MME,Not calculable,PCA regimen incomplete,,TEAS EA Verification/Source PDFs/covidence_245_full_article.pdf,728873a206e9cc158128f082bbe4a4cd75de6f417e9cd52738e8d1b23d883644,"PCA drug identity/composition, bolus dose and exact 24-h-after-surgery exposure are unavailable",HOLD,HOLD,Source ambiguity or unavailable required statistic: Nonstandard or incomplete statistic; no inferred quantities.,,1,,
V33-OD-0205,Hou 2023,Hou_2023,HOU23_TEAS_vs_SHAM_PONV,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,PONV,PONV incidence,Postoperative / reported review window,Outcome-specific analyzed population,36.0,36.0,,,,,4.0,12.0,participants,Events/total,PONV result,,retrieved_pdfs/007_hou_2023.pdf,e942cff2967fe015df636ad7e2c2070c665cdc8ac23b7dafab141d6d16cddbe6,Two withdrawals (one/group) for personal reasons; no blinding-success test despite active 6-15 mA vibration vs no current,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0206,Hou 2023,Hou_2023,HOU23_TEAS_vs_SHAM_PAIN_D2,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Pain,VAS-P pain,"D2 = one day after surgery, not exact clock-time 24 h",Outcome-specific analyzed population,36.0,36.0,,,,,,,VAS 0-100 mm,Median/IQR,Postoperative pain / D2,,retrieved_pdfs/007_hou_2023.pdf,e942cff2967fe015df636ad7e2c2070c665cdc8ac23b7dafab141d6d16cddbe6,D2 is author-defined as one day after surgery; do not silently label it exact 24 h,NARRATIVE ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0207,Hou 2023,Hou_2023,HOU23_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Rescue analgesia,Any rescue flurbiprofen use,Postoperative,Outcome-specific analyzed population,36.0,36.0,,,,,15.0,28.0,participants,Events/total,Rescue analgesia,,retrieved_pdfs/007_hou_2023.pdf,e942cff2967fe015df636ad7e2c2070c665cdc8ac23b7dafab141d6d16cddbe6,"Flurbiprofen is an NSAID, not an opioid",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0208,Hou 2023,Hou_2023,HOU23_TEAS_vs_SHAM_OPIOID24,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Opioid consumption,Actual total postoperative sufentanil consumption,0-24 h,Outcome-specific analyzed population,36.0,36.0,,,,,,,µg sufentanil,Not reported,PCIA regimen / consumption absent,,retrieved_pdfs/007_hou_2023.pdf,e942cff2967fe015df636ad7e2c2070c665cdc8ac23b7dafab141d6d16cddbe6,"PCIA concentration and basal/bolus settings are known, but actual bolus use/total delivered sufentanil are not reported; fixed basal exposure is not total consumption",NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0209,Huang 2017,Huang_2017,HUANG17_2100_vs_CTRL_REMI,2/100-Hz TEAS,Placebo TEAS/no current,TEAS,Sham,Intraoperative opioid,Total opioid as remifentanil-equivalent rate,Intraoperative,Outcome-specific analyzed population,20.0,20.0,0.1128,0.034,0.1617,0.037,,,µg/kg/min remifentanil-equivalent,Mean/SD,Table 2 / intraoperative anesthetic consumption,,TEAS EA Verification/Source PDFs/covidence_666_full_article.pdf,aebf2cb5816d3f198cd3a6b5c0ed9d22ad96abac984d877a70077e9c95f4c317,Four-arm frequency trial; preserve each active frequency separately,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0210,Huang 2017,Huang_2017,HUANG17_2HZ_vs_CTRL_REMI,2-Hz TEAS,Placebo TEAS/no current,TEAS,Sham,Intraoperative opioid,Total opioid as remifentanil-equivalent rate,Intraoperative,Outcome-specific analyzed population,20.0,20.0,0.1718,0.066,0.1617,0.037,,,µg/kg/min remifentanil-equivalent,Mean/SD,Table 2 / intraoperative anesthetic consumption,,TEAS EA Verification/Source PDFs/covidence_666_full_article.pdf,aebf2cb5816d3f198cd3a6b5c0ed9d22ad96abac984d877a70077e9c95f4c317,Four-arm frequency trial; preserve each active frequency separately,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0211,Huang 2017,Huang_2017,HUANG17_100HZ_vs_CTRL_REMI,100-Hz TEAS,Placebo TEAS/no current,TEAS,Sham,Intraoperative opioid,Total opioid as remifentanil-equivalent rate,Intraoperative,Outcome-specific analyzed population,20.0,20.0,0.1451,0.036,0.1617,0.037,,,µg/kg/min remifentanil-equivalent,Mean/SD,Table 2 / intraoperative anesthetic consumption,,TEAS EA Verification/Source PDFs/covidence_666_full_article.pdf,aebf2cb5816d3f198cd3a6b5c0ed9d22ad96abac984d877a70077e9c95f4c317,Four-arm frequency trial; preserve each active frequency separately,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0212,Huang 2017,Huang_2017,HUANG17_POSTOP_SUF_AGG,2/100-Hz TEAS,Placebo TEAS/no current,TEAS,Sham,Opioid consumption,Published postoperative sufentanil aggregate,Observation window unclear,Outcome-specific analyzed population,20.0,20.0,1.67,0.59,1.32,0.48,,,µg/kg sufentanil,Mean/SD,Table 5 / postoperative analgesic consumption,,TEAS EA Verification/Source PDFs/covidence_666_full_article.pdf,aebf2cb5816d3f198cd3a6b5c0ed9d22ad96abac984d877a70077e9c95f4c317,Methods mention 6/12/24/48-h assessments but Table 5 gives only one aggregate dose per group,HOLD,HOLD,"Source ambiguity or unavailable required statistic: Unresolved source statistic, denominator or timepoint.",,1,,
V33-OD-0213,Huang 2017,Huang_2017,HUANG17_OPIOID24,Active TEAS frequency arms,Placebo TEAS/no current,TEAS,Sham,Opioid consumption,Exact cumulative postoperative sufentanil consumption,0-24 h,Outcome-specific analyzed population,20.0,20.0,,,,,,,µg/kg sufentanil,Not reported,Exact 24-h postoperative endpoint absent,,TEAS EA Verification/Source PDFs/covidence_666_full_article.pdf,aebf2cb5816d3f198cd3a6b5c0ed9d22ad96abac984d877a70077e9c95f4c317,Exact 24-h group values and PCA demand/delivery counts are not published,NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0214,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_MME24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,Sham,Opioid consumption,Total postoperative opioid consumption in morphine equivalents,0-24 h,Outcome-specific analyzed population,80.0,79.0,20.0,2.5,20.6,4.5,,,mg MME,Mean/SD,"Supplemental Material 2, eTable 1",,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Supplemental eTable 1 directly reports MME; mITT excludes one canceled surgery and one consent withdrawal after randomization,INCLUDE,SENSITIVITY,Expanded device/rescue/unit-uncertain body. Published source values unchanged. Not the registered systemic estimand.,;opioid24_TEAS_sham_expanded_suf0.25;opioid24_TEAS_sham_expanded_suf0.25_without_Chen2020;opioid24_TEAS_sham_expanded_suf0.5;opioid24_TEAS_sham_expanded_suf0.5_without_Chen2020;opioid24_TEAS_sham_expanded_suf1;opioid24_TEAS_sham_expanded_suf1_without_Chen2020,1,,
V33-OD-0215,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_PONV24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,Sham,PONV,PONV incidence,0-24 h,Outcome-specific analyzed population,80.0,79.0,,,,,19.0,21.0,participants,Events/total,Primary PONV outcome / mITT,,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Primary trial outcome; no meaningful between-group difference,INCLUDE,INCLUDE,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,;ponv24_TEAS_sham;ponv24_TEAS_sham_point_window_sensitivity;ponv24_TEAS_broad_sham_sensitivity,1,,
V33-OD-0216,He 2026 (hepatectomy/JIS),He_2026_hepatectomy_JIS,HEJIS26_TEAS_vs_CTRL_PCAATT24,Intraoperative PC6 TEAS,No-current PC6 control,TEAS,Sham,Opioid demand,PCA attempts,24 h,Outcome-specific analyzed population,80.0,79.0,2.7,3.3,3.5,6.1,,,attempts,Mean/SD,Supplemental/secondary outcome,,TEAS EA Verification/Source PDFs/covidence_25_verified.pdf,4fc22447f980bacde9572ec5b1998318f5c4c38aedd82b7809644644e00d7e96,Fewer attempts despite no difference in total MME,INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0217,He 2026 (breast/WJCO),He_2026_breast_WJCO,HEBREAST26_EA_vs_SHAM_MODMOV24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,EA,Sham,Pain,Moderate-to-severe movement-evoked pain (VAS >4),24 h,Outcome-specific analyzed population,65.0,65.0,,,,,32.0,42.0,participants,Events/total,Primary outcome / 24-h movement pain,,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,"All 130 analyzed; participant masking intended with shallow sham puncture, but sensory differences were possible",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0218,He 2026 (breast/WJCO),He_2026_breast_WJCO,HEBREAST26_EA_vs_SHAM_VASMOV24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,EA,Sham,Pain,Movement VAS,24 h,Outcome-specific analyzed population,65.0,65.0,2.862,0.233,3.954,0.233,,,VAS,Mean/SD,Postoperative VAS table,,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,"Article labels values mean±SD, but identical very small dispersions across arms/timepoints warrant source-verification caution",INCLUDE,SENSITIVITY,He2026 reported SDs conflict with threshold counts; retain literal SD only as diagnostic.,;pain24_movement_EA_sham_with_He,1,,
V33-OD-0219,He 2026 (breast/WJCO),He_2026_breast_WJCO,HEBREAST26_EA_vs_SHAM_VASREST24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,EA,Sham,Pain,Resting VAS,24 h,Outcome-specific analyzed population,65.0,65.0,1.789,0.174,2.692,0.174,,,VAS,Mean/SD,Postoperative VAS table,,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,Same dispersion-format caution as movement VAS,INCLUDE,SENSITIVITY,He2026 extremely small repeated SDs cannot be reconciled with threshold counts; no fabricated replacement.,;pain24_rest_EA_sham_He_reported_SD,1,,
V33-OD-0220,He 2026 (breast/WJCO),He_2026_breast_WJCO,HEBREAST26_OPIOID24,Perioperative EA + flurbiprofen,Sham acupuncture + flurbiprofen,EA,Sham,Opioid consumption,Cumulative rescue morphine consumption,0-24 h,Outcome-specific analyzed population,65.0,65.0,,,,,,,mg IV morphine,Not reported,Postoperative analgesia limitation,,TEAS EA Verification/Source PDFs/covidence_41_verified.pdf,c72b10318ea20c6c8d9c26a001fcbccbb77e7330991aa41644433139108a8cb4,"Rescue morphine 1-3 mg IV was allowed, but authors explicitly state rescue opioid consumption was not recorded or compared",NOT REPORTED,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0221,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_VAS24,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,Pain,VAS pain intensity,24 h,Outcome-specific analyzed population,58.0,59.0,1.98,0.39,2.72,0.73,,,VAS 0-10,Mean/SD,Figure 3 / 24-h VAS,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,Three randomized patients excluded; active 5-30 mA stimulation vs sham no current with no blinding-success assessment,INCLUDE,SENSITIVITY,Rest/movement not established. Never use this mixed-setting body to assert registered pain co-outcome criterion.,;pain24_unclassified_TEAS_sham,1,,
V33-OD-0222,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_BOWEL,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Time to first bowel sounds,Postoperative,Outcome-specific analyzed population,58.0,59.0,19.69,7.61,26.58,7.43,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,INCLUDE,Leave-out diagnostic: Zheng2025 printed SD/P internal inconsistency unresolved; not a replacement body.,;bowelsounds_TEAS_sham;bowelsounds_TEAS_sham_without_Zheng2025,1,,
V33-OD-0223,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_FLATUS,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Time to first flatus,Postoperative,Outcome-specific analyzed population,58.0,59.0,36.58,10.75,43.56,9.57,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,INCLUDE,Leave-out diagnostic: Zheng2025 printed SD/P internal inconsistency unresolved; not a replacement body.,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025,1,,
V33-OD-0224,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_DEFEC,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,GI recovery,Time to first defecation,Postoperative,Outcome-specific analyzed population,58.0,59.0,71.48,20.62,77.27,22.67,,,hours,Mean/SD,GI recovery table,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,First flatus/defecation were patient self-recorded; bowel sounds were nurse-assessed,INCLUDE,INCLUDE,Source construct/window/contrast reviewed; direct data admitted.,;defecation_TEAS_sham,1,,
V33-OD-0225,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_PCIA4,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,PCIA solution volume,Cumulative multimodal PCIA solution consumed,4 h,Outcome-specific analyzed population,58.0,59.0,10.02,2.26,13.38,2.98,,,mL multimodal PCIA solution,Mean/SD,Figure 4 / 4 h cumulative PCIA,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only | V34: Solution contains sufentanil, dexmedetomidine, flurbiprofen and palonosetron. No v34 conversion to opioid mass.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0226,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_PCIA8,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,PCIA solution volume,Cumulative multimodal PCIA solution consumed,8 h,Outcome-specific analyzed population,58.0,59.0,20.55,4.59,24.63,3.94,,,mL multimodal PCIA solution,Mean/SD,Figure 4 / 8 h cumulative PCIA,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only | V34: Solution contains sufentanil, dexmedetomidine, flurbiprofen and palonosetron. No v34 conversion to opioid mass.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0227,Gu 2019,Gu_2019,GU19_LTEAS_vs_CTEAS_PCIA36,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,PCIA solution volume,Cumulative multimodal PCIA solution consumed,36 h,Outcome-specific analyzed population,58.0,59.0,72.64,9.74,76.01,10.43,,,mL multimodal PCIA solution,Mean/SD,Figure 4 / 36 h cumulative PCIA,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,"Pump also contains dexmedetomidine, flurbiprofen and palonosetron; exact 24-h value is graph-only | V34: Solution contains sufentanil, dexmedetomidine, flurbiprofen and palonosetron. No v34 conversion to opioid mass.",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0228,Gu 2019,Gu_2019,GU19_OPIOID24,Long-duration TEAS,Sham/no-current TEAS,TEAS,Sham,PCIA solution volume,Cumulative multimodal PCIA solution volume,0-24 h,Outcome-specific analyzed population,58.0,59.0,,,,,,,mL multimodal PCIA solution,Graph-only continuous data,Figure 4 / 24-h point,,TEAS EA Verification/Source PDFs/covidence_1471_full_article.pdf,b6fb0c0901f5f6716bd6cc6facc06f0844dca5c5e9d357527f55936d5de0aa33,"24-h PCIA point is visible graphically but not numerically reported | V34: Solution contains sufentanil, dexmedetomidine, flurbiprofen and palonosetron. No v34 conversion to opioid mass.",GRAPH ONLY,HOLD,"No directly tabulated mean/SD or event/denominator for current quantitative body; preserve original statistic, no automatic median or graph conversion.",,1,,
V33-OD-0229,Guo 2023,Guo_2023,GUO23_TEAS_vs_SHAM_POCD1,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Neurocognitive,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD1,Outcome-specific analyzed population,55.0,55.0,,,,,11.0,36.0,participants,Events/total,Primary POCD result,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,"18/128 randomized participants excluded from analysis, including conversions, repeat surgery, refusal and deaths",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0230,Guo 2023,Guo_2023,GUO23_TEAS_vs_SHAM_POCD7,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Neurocognitive,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD7,Outcome-specific analyzed population,55.0,55.0,,,,,4.0,24.0,participants,Events/total,Primary POCD result,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,"18/128 randomized participants excluded from analysis, including conversions, repeat surgery, refusal and deaths",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0231,Guo 2023,Guo_2023,GUO23_TEAS_vs_SHAM_POCD30,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Neurocognitive,Postoperative cognitive dysfunction (MoCA decline ≥1 SD),POD30,Outcome-specific analyzed population,55.0,55.0,,,,,2.0,22.0,participants,Events/total,Primary POCD result,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,"18/128 randomized participants excluded from analysis, including conversions, repeat surgery, refusal and deaths",INCLUDE,EXCLUDE,Outside defined quantitative estimands; retained in full descriptive extraction.,,1,,
V33-OD-0232,Guo 2023,Guo_2023,GUO23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,TEAS,Sham,Intraoperative opioid,Remifentanil consumption,Intraoperative,Outcome-specific analyzed population,55.0,55.0,0.87,0.3,1.01,0.39,,,mg remifentanil,Mean/SD,Perioperative anesthetic table,,retrieved_pdfs/006_guo_2023.pdf,939a5c0639ee8f9d570b5f1de578831009fb452fc1caabbb1c7879faf8849434,Complete-case n=55/group,INCLUDE,INCLUDE,Leave-out diagnostic: Zheng2025 printed SD/P internal inconsistency unresolved; not a replacement body.,;intraop_remifentanil_TEAS_sham;intraop_remifentanil_TEAS_sham_without_Zheng2025,1,,
