"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1046","11","46","2407","Clinical observation of TAP combined withTEAS for postoperative analgesia after abdominal surgeries","ChiCTR-INR-17011598","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:03.916Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1047","11","47","2408","Pretreatment of laparoscopic colon surgery patients with TEAS to improve postoperative ileus: a randomized, parallel, controlled clinical trial","ChiCTR-ROC-17013184","2017","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:05.107Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1048","11","48","2409","Preoperative fasting for the infusion of “yerba mate”: a randomized clinical trial with ultrasound evaluation of gastric contents","Alcarraz","2022","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The randomized volunteer study evaluates preoperative yerba-mate infusion and contains no electrical acupoint intervention.","The randomized volunteer study evaluates preoperative yerba-mate infusion and contains no electrical acupoint intervention.","high","primary_results","yes","0","0","","no","yes","none","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:06.071Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1049","11","49","2411","Clinical randomized controlled study of electroacupuncture treatment of subacromial impingement syndrome based on tendon theory","ChiCTR2200063201","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:07.004Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1050","11","50","2412","Results of a randomized controlled phase III trial: efficacy of polyphenol-containing cystus® tea mouthwash solution for the reduction of mucositis in head and neck cancer patients undergoing external beam radiotherapy","Ebert","2021","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The oncology trial evaluates Cystus tea mouthwash during radiotherapy and contains no electrical acupoint intervention.","The oncology trial evaluates Cystus tea mouthwash during radiotherapy and contains no electrical acupoint intervention.","high","primary_results","yes","0","0","","no","yes","none","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:07.973Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1051","11","51","2413","Effectiveness and safety of electroacupuncture analgesia in controlling intraoperative pain and hemodynamics during total thyroidectomy: a randomized controlled trial","Tran","2024","English","yes","NO","EXCLUDE_INELIGIBLE_ACTIVE_COMPARATOR","EA-assisted thyroidectomy is compared only with bilateral superficial cervical plexus block, so the independent EA effect against an eligible control is not estimable.","EA-assisted thyroidectomy is compared only with bilateral superficial cervical plexus block, so the independent EA effect against an eligible control is not estimable.","high","primary_results","yes","0","0","","unclear","yes","EA analgesia","superficial cervical plexus block","not_applicable","no","yes","not_applicable","yes","no","no","yes","2026-07-28T17:08:08.991Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1052","11","52","2416","The application of laparoscopy on adhesive intestinal obstruction combined with electroacupuncture","Liao","2006","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free report does not establish randomization, comparator, general anesthesia, or a separable EA effect.","Abstract-free report does not establish randomization, comparator, general anesthesia, or a separable EA effect.","high","primary_results","unclear","2","4","randomization|comparator|general_anaesthesia|intervention_effect_separable","unclear","unclear","EA combined with laparoscopy","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:08:09.917Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1053","11","53","2417","Effects of Electroacupuncture at the Zusanli Acupuncture Point on Inflammatory Response and Organ Injury in Postoperative Cardiac Surgery Patients: a Prospective Randomized Parallel-Controlled Single-Center Study","ITMCTR2024000693","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:10.848Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1054","11","54","2418","The Effect of Acupoint Electrical Stimulation on Cerebral Oxygen Metabolism and Postoperative Cognitive Function in Elderly Patients Undergoing Gastrointestinal Surgery","ITMCTR2026000716","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:11.747Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1055","11","55","2419","The Value of Early Percutaneous Acupoint Electrical Stimulation (TEAS) at Specific Acupoints for Improving Nutrition and Immunity of Patients after Severe Cerebrovascular Accident Surgery in the ICU","ChiCTR2000041379","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:12.680Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1056","11","56","2421","Effect of electroacupuncture stimulation on postoperative cognitive dysfunction in patients undergoing knee and hip arthroplasty: a randomized double-blind trial","ChiCTR2300072273","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:13.597Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1057","11","57","2422","Effect of acupuncture on laparoscopic hepatectomy under controlled low central venous pressure","ChiCTR2400092682","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:14.496Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1058","11","58","2424","Effects of dexmedetomidine combined with transcutanclus electrical acupoint stimulation on postoperative sleep quality in gynecological laparoscopic surgery patients","ChiCTR2300071169","2023","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:15.465Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1059","11","59","2425","Electroacupuncture Combined With Fast-track Perioperative Program for Laparoscopic Colorectal Surgery","NCT04090073","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:08:16.396Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1060","11","60","2426","ELECTROACUPUNCTURE COMBINED WITH FAST-TRACK PERIOPERATIVE PROGRAM FOR REDUCING DURATION OF POSTOPERATIVE ILEUS AND HOSPITAL STAY AFTER LAPAROSCOPIC COLORECTAL SURGERY: a RANDOMIZED CONTROLLED TRIAL","Ng","2021","English","yes","YES","INCLUDE_ALL_CRITERIA_MET","Randomized laparoscopic colorectal-surgery trial reports clinical results for EA plus a balanced fast-track program versus the same fast-track program alone.","Randomized laparoscopic colorectal-surgery trial reports clinical results for EA plus a balanced fast-track program versus the same fast-track program alone.","high","conference_abstract","yes","8","0","","yes","yes","EA","fast-track program alone","yes","yes","yes","Perioperative EA added to fast-track care.","yes","no","no","yes","2026-07-28T17:09:41.031Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1061","11","61","2427","A randomized noninferiority trial of electroacupuncture versus fast-track perioperative program for reducing duration of postoperative ileus and hospital stay after laparoscopic colorectal surgery","Ng","2017","English","yes","NO","EXCLUDE_INELIGIBLE_ACTIVE_COMPARATOR","EA is compared only with a materially different fast-track perioperative program, so the independent EA effect against a balanced eligible comparator is not estimable.","EA is compared only with a materially different fast-track perioperative program, so the independent EA effect against a balanced eligible comparator is not estimable.","high","conference_abstract","unclear","0","0","","yes","yes","EA","fast-track program","no","no","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:42.158Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1062","11","62","2428","A randomized noninferiority trial of electroacupuncture versus fast-track perioperative program for reducing duration of postoperative ileus and hospital stay after laparoscopic colorectal surgery","Ng","2016","English","yes","NO","EXCLUDE_INELIGIBLE_ACTIVE_COMPARATOR","EA is compared only with a materially different fast-track perioperative program, so the independent EA effect against a balanced eligible comparator is not estimable.","EA is compared only with a materially different fast-track perioperative program, so the independent EA effect against a balanced eligible comparator is not estimable.","high","conference_abstract","yes","0","0","","yes","yes","EA","fast-track program","no","no","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:43.051Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1063","11","63","2429","Effect of Electroacupuncture on the Incidence of Postoperative Delirium in Elderly Patients Undergoing the Major Surgery","NCT03606941","2018","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:43.975Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1064","11","64","2430","A randomised noninferiority trial of electroacupuncture versus fast-track perioperative programme for reducing duration of postoperative ileus and hospital stay after laparoscopic colorectal surgery","Ng","2016","English","yes","NO","EXCLUDE_INELIGIBLE_ACTIVE_COMPARATOR","EA is compared only with a materially different fast-track perioperative program, so the independent EA effect against a balanced eligible comparator is not estimable.","EA is compared only with a materially different fast-track perioperative program, so the independent EA effect against a balanced eligible comparator is not estimable.","high","conference_abstract","yes","0","0","","yes","yes","EA","fast-track program","no","no","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:44.858Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1065","11","65","2431","Electroacupuncture Versus Fast-track Perioperative Program for Laparoscopic Colorectal Surgery","NCT02059603","2014","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:45.761Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1066","11","66","2432","Shoulder joint Rotator cuff injury: a study on the efficacy and safety of electroacupuncture in perioperative rehabilitation of rotator cuff repair","ChiCTR2500103323","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:46.921Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1067","11","67","2433","Electroacupuncture combined with fast-track perioperative program for reducing duration of postoperative ileus and hospital stay after laparoscopic colorectal surgery: a randomized controlled trial","Ng","2018","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Conference abstract describes a planned randomized EA-plus-fast-track trial and sample-size calculation without participant results.","Conference abstract describes a planned randomized EA-plus-fast-track trial and sample-size calculation without participant results.","high","conference_protocol","no","0","0","","yes","yes","EA","fast-track care","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:47.837Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1068","11","68","2434","The effect of Electroacupuncture on postoperative gastrointestinal function after thoracoscopic surgery: clinical study for randomized controlled trail","ChiCTR1800014461","2018","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:48.720Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1069","11","69","2435","The effect of electroacupuncture on postoperative gastrointestinal function after thoracoscopic surgery: a large sample clinical study for randomized controlled trial","ChiCTR1900024840","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:49.595Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1070","11","70","2436","Effect of crossing acupoints of the same name of hands and feet on pain after total knee arthroplasty","Ma","2021","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","EA begins on postoperative day 1 and the anesthesia type is unreported, leaving both the 24-hour timing rule and general anesthesia uncertain.","EA begins on postoperative day 1 and the anesthesia type is unreported, leaving both the 24-hour timing rule and general anesthesia uncertain.","high","primary_results","yes","6","2","timing|general_anaesthesia","unclear","yes","EA","routine analgesia","yes","yes","unclear","From postoperative day 1 through day 5.","yes","no","no","yes","2026-07-28T17:09:50.433Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1071","11","71","2437","ELECTROACUPUNCTURE VERSUS SHAM ACUPUNCTURE IN THE MANAGEMENT OF ADHESIVE SMALL BOWEL OBSTRUCTION: a RANDOMISED CONTROLLED TRIAL","Ng","2021","English","yes","NO","EXCLUDE_NON_SURGICAL","EA versus sham treats uncomplicated adhesive small-bowel obstruction under non-operative management, outside operative perioperative care.","EA versus sham treats uncomplicated adhesive small-bowel obstruction under non-operative management, outside operative perioperative care.","high","conference_abstract","unclear","0","0","","no","yes","EA","sham EA","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:51.332Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1072","11","72","2438","Study on functional recovery of acupuncture after knee arthroplasty","Yueyan","2020","English","yes","NO","EXCLUDE_INSEPARABLE_COMBINATION","The postoperative intervention is an inseparable acupuncture-and-moxibustion package rather than independently estimable EA or TEAS.","The postoperative intervention is an inseparable acupuncture-and-moxibustion package rather than independently estimable EA or TEAS.","high","conference_abstract","yes","0","0","","unclear","yes","acupuncture plus moxibustion","routine nursing","not_applicable","no","unclear","not_applicable","yes","no","no","yes","2026-07-28T17:09:52.228Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1073","11","73","2439","Efficacy of Yiqi Jianpi anti-cancer prescription combined with chemotherapy in patients with colorectal cancer after operation","Li","2021","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The study evaluates a herbal prescription plus chemotherapy and contains no electrical acupoint intervention.","The study evaluates a herbal prescription plus chemotherapy and contains no electrical acupoint intervention.","high","primary_results","yes","0","0","","no","unclear","herbal prescription","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:53.308Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1074","11","74","2440","To investigate the protective effect of dexmedetomidine combined with electroacupuncture on postoperative intestinal function in patients undergoing colorectal surgery","ITMCTR2024000599","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:54.322Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1075","11","75","2441","Effect of Electroacupuncture in Patients Submitted Orthognathic Surgery and Mentoplasty","NCT05310019","2022","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:55.363Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1076","11","76","2442","Efficacy of acupuncture in the treatment of residual pain after osteoporotic vertebral compression fractures vertebral body enhancement among older adults: a study protocol for a randomized controlled clinical trial","ITMCTR2024000853","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:56.236Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1077","11","77","2443","A Comparative Study on the Efficacy of Different Acupuncture Therapies under the ERAS Concept in Treating Gastrointestinal Dysfunction after Acute Peptic Ulcer Perforation Surgery","ITMCTR2025001509","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:57.071Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1078","11","78","2445","Evidence-based efficacy evaluation and mechanism study of acupuncture on gastrointestinal function repair after laparoscopic pancreaticoduodenectomy","ITMCTR2025002034","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:58.025Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1079","11","79","2446","To investigate the meridian through electroacupuncture for postoperative pain relief in patients with arthroscopic repair for triangular fibrocartilage complex (TFCC) tears","Chang","2020","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","The report describes an expected randomized postoperative EA study and provides methods without participant results.","The report describes an expected randomized postoperative EA study and provides methods without participant results.","high","protocol","no","0","0","","unclear","yes","EA","non-acupoint EA","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:58.846Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1080","11","80","2447","Electroacupuncture Improves Wrist Functionality and Pain","NCT04189237","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:09:59.670Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1081","11","81","2448","Effect of Electroacupuncture on Postoperative Urinary Retention After Radical Surgery for Cervical Cancer: a Randomized Controlled Trial","ITMCTR2025002152","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:00.695Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1082","11","82","2449","A Study Evaluates the Effects of Electroacupuncture for Postoperative Pain Relief in Patients With Repair for TFCC Tears","NCT04157543","2019","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:01.610Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1083","11","83","2450","Electroacupuncture accelerates the recovery of gastrointestinal motility in patients undergoing laparotomy operation","ChiCTR2000040147","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:02.463Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1084","11","84","2451","Evaluaing the Effects of Electroacupuncture for Postoperative Pain Relief in Patients With Distal Radius Fracture","NCT04250974","2020","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:03.472Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1085","11","85","2452","The effect of electroacupuncture combined with routine rehabilitation training on pain and joint function in patients after arthroscopic rotator cuff injury repair","ITMCTR2025002241","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:51.522Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1086","11","86","2453","Electroacupuncture for the Prevention of Prolonged Postoperative Ileus After Cytoreductive Surgery for Colorectal Cancer with Peritoneal Metastasis: a Randomized Controlled Trial","ChiCTR2600124904","2026","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:52.545Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1087","11","87","2454","Perioperative acupuncture and postoperative acupressure can prevent postoperative vomiting following pediatric tonsillectomy or adenoidectomy: a pragmatic randomised controlled trial","Unknown","unclear","English","no","NO","EXCLUDE_PEDIATRIC_POPULATION","Perioperative manual acupuncture and acupressure were studied only in pediatric tonsillectomy/adenoidectomy, outside the adult electrical-acupoint scope.","Perioperative manual acupuncture and acupressure were studied only in pediatric tonsillectomy/adenoidectomy, outside the adult electrical-acupoint scope.","high","conference_abstract","unclear","0","0","","yes","yes","manual acupuncture and acupressure","not_applicable","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:53.481Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1088","11","88","2456","Electroacupuncture for Preventing Postoperative Delirium in Older Adults Undergoing Total Knee Arthroplasty","NCT06564506","2024","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:54.311Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1089","11","89","2457","Study on the Effects of Perioperative Contralateral Electroacupuncture on Acute Pain after TKA and Its EEG Mechanisms","ITMCTR2025002554","2025","English","yes","NO","EXCLUDE_TRIAL_REGISTRATION","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","Registry-style record describes planned interventions or outcomes but provides no primary participant results.","high","trial_registration","no","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:10:55.127Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
