study,outcome,timepoint,outcome_family,intervention,comparator,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,d1_randomisation,d2_deviations,d3_missing,d4_measurement,d5_reporting,overall,rationale,flags,source_pdf,status,adopted_by,adopted_date,provenance_note
Wang 2023,Time to first flatus,Postoperative,GI recovery,Nighttime TEAS,Sham/no current,40,43,43,45,Low,Low,Some concerns,Low,Some concerns,Some concerns,"D1: 'Patients were assigned to either the TEAS group or the Sham group by a table of computer-generated random numbers'; 'Group assignments were sealed in sequentially numbered opaque envelopes'; two-step screening with randomisation at final enrolment. D2: 'Patients, attending surgeons, operating room nurses, data collectors and individuals who performed the final statistical analysis were blinded to group assignment'; multicentre double-blind with a no-current sham. D3 SOME CONCERNS: 5 of 88 randomised were excluded post-randomisation 'because of a protocol breach' and only the 83 completers were analysed; for this outcome 40/43 of the randomised 43/45 contribute, with no ITT or sensitivity analysis. D4: first flatus is self-reported, but participants were blinded by a credible no-current sham and the data collectors were blinded. D5 SOME CONCERNS: registered ChiCTR2100054971 with postoperative sleep quality as the primary outcome; the listed secondary outcomes are VAS scores, rescue analgesia, abdominal distension, dizziness and PONV — time to first flatus is reported among the postoperative recovery data without being individually named in the pre-specified outcome list.",pre-specification of this outcome not clearly established,s40122-023-00493-2.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Wang 2024,Total sufentanil,Intraoperative,Intraoperative opioid,SNVP: ondansetron+dexamethasone+TEAS,SNVP: ondansetron+dexamethasone,33,35,35,35,Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,"D1: 'A random allocation sequence was generated by using computer-generated random numbers'; '140 sequentially numbered envelopes containing the allocations were prepared' by 'A physician independent of the study'; the OD vs ODT contrast is randomised within the SNVP stratum. D2 SOME CONCERNS: 'This was a double-blinded study' and 'Patients and other clinical staff, including anesthesiologists, surgeons, and ward staff, were unaware of this allocation', but 'The investigator who administered the interventions was not blinded' and the report does not describe a sham device for the OD arm. D3 SOME CONCERNS: 33 of the 35 randomised to SNVP-ODT contribute to this result; the report gives no reason for the two missing participants. D4: intraoperative sufentanil was administered and recorded by anaesthesiologists who were explicitly 'unaware of this allocation'. D5 SOME CONCERNS: prospectively registered on 28 November 2021 (ChiCTR2100053752) with 'The primary outcome was the incidence of PONV within 36 h' and 'The secondary outcome was the serum GDF-15 level'; total intraoperative sufentanil is not among them and appears in Table 1 as an anaesthetic characteristic.",result not among pre-specified outcomes,covidence_212_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Wu 2022,Cumulative remifentanil,Intraoperative,Intraoperative opioid,Perioperative pTEAS,No-current control,44,40,45,45,Some concerns,Low,Some concerns,Low,Low,Some concerns,"D1 SOME CONCERNS: 'All patients (n = 90) were randomized using a computer-generated number', with no allocation-concealment mechanism described; baseline characteristics were similar. D2: 'All researchers involved in this study were blinded to these groupings' and 'The acupoint of the pTEAS device was given on patients' legs or hands that were fully covered by the materials to ensure the pTEAS device was out of sight of blinded researchers'. D3 SOME CONCERNS: 6 of 90 (6.7%) excluded, and the loss is differential — 5 from the Control arm versus 1 from pTEAS (2 massive haemorrhage, one in each arm; 1 serious postoperative complication in Control; 3 with incomplete data collection). Excluding a patient for a POSTOPERATIVE complication discards an intraoperative value that had already been measured, and no ITT or sensitivity analysis is reported. D4: remifentanil was recorded from intraoperative records by a blinded team. D5: registered ChiCTR1800014634 (25/01/2018) and 'The consumption of remifentanil' is named as a primary outcome; note the report cites the registry inconsistently as 'clinicaltrials.gov (chiCTR1800014634)' and declares three co-primary outcomes without multiplicity adjustment.",differential attrition; three declared co-primaries without adjustment,s12871-022-01875-3.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Xing 2022,Time to first flatus,Postoperative,GI recovery,TEAS + active TAPB,Sham TEAS + active TAPB,29,29,30,30,Low,Low,Low,Low,Some concerns,Some concerns,"D1: 'We randomized patients ... using computer-generated random numbers'; 'Randomization codes were kept in a sealed envelope and relayed to an independent nurse'. D2: 'The allocation was blinded for all patients, surgeons, the leading anesthesiologist, physician in the post-anesthesia care unit, and follow-up observers until the end of the study', and 'The TEAS stimulator was obscured by an opaque cloth throughout the experiment'; the comparator is sham TEAS with the same TAP block. D3: 1 participant lost to follow-up in each of the two relevant arms (29/29 of 30/30, 3.3%). D5 SOME CONCERNS: registered ChiCTR2100042119 with QoR-15 as the primary outcome; both results here are reported under 'Other secondary outcomes ... shown in Table 3' without being individually named in a pre-specified list. The report also states an allocation ratio of '1:1:1' when describing the three arms (general anesthesia, TAPB, TEAS combined with TAPB) but '1:1:1:1' in the Randomization section; a second independent reviewer confirmed on 2026-09-09 that this is an apparent typo rather than an unreported fourth arm — the abstract, the sample-size calculation (30x3=90), the intervention matrix, the analysed n (29+29+29=87), and every results table are all consistent with a genuine three-arm design. D5 remains Some concerns for the separate, unaffected reason that these outcomes are not individually pre-specified. D4 LOW for THIS result: first flatus is self-reported but participants were blinded by an active sham, and 'The researchers who conducted data collection and performed the outcome assessment were blinded to group allocation'.","1:1:1 vs 1:1:1:1 allocation ratio wording; resolved 2026-09-09 as an apparent typo, not an unreported fourth arm",s40122-022-00429-2.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-09,"Adopted by the review lead's direction on 2026-09-08 and re-confirmed on 2026-09-09 after a second, independent reviewer re-read the mapped source PDF against this study's pre-existing source-QC flag and reported back findings, which this pipeline verified against its own extracted data before updating the rationale above. Domain judgements remain the source-evidence extraction; standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement, and this second reading is recorded as that reconciliation step."
Xing 2022,Total remifentanil consumption,Intraoperative,Intraoperative opioid,TEAS + active TAPB,Sham TEAS + active TAPB,29,29,30,30,Low,Low,Low,Low,Some concerns,Some concerns,"D1: 'We randomized patients ... using computer-generated random numbers'; 'Randomization codes were kept in a sealed envelope and relayed to an independent nurse'. D2: 'The allocation was blinded for all patients, surgeons, the leading anesthesiologist, physician in the post-anesthesia care unit, and follow-up observers until the end of the study', and 'The TEAS stimulator was obscured by an opaque cloth throughout the experiment'; the comparator is sham TEAS with the same TAP block. D3: 1 participant lost to follow-up in each of the two relevant arms (29/29 of 30/30, 3.3%). D5 SOME CONCERNS: registered ChiCTR2100042119 with QoR-15 as the primary outcome; both results here are reported under 'Other secondary outcomes ... shown in Table 3' without being individually named in a pre-specified list. The report also states an allocation ratio of '1:1:1' when describing the three arms (general anesthesia, TAPB, TEAS combined with TAPB) but '1:1:1:1' in the Randomization section; a second independent reviewer confirmed on 2026-09-09 that this is an apparent typo rather than an unreported fourth arm — the abstract, the sample-size calculation (30x3=90), the intervention matrix, the analysed n (29+29+29=87), and every results table are all consistent with a genuine three-arm design. D5 remains Some concerns for the separate, unaffected reason that these outcomes are not individually pre-specified. D4 LOW for THIS result: 'Remifentanil and propofol consumption ... were recorded' by an anaesthesia team blinded by the opaque-cloth arrangement.","1:1:1 vs 1:1:1:1 allocation ratio wording; resolved 2026-09-09 as an apparent typo, not an unreported fourth arm",s40122-022-00429-2.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-09,"Adopted by the review lead's direction on 2026-09-08 and re-confirmed on 2026-09-09 after a second, independent reviewer re-read the mapped source PDF against this study's pre-existing source-QC flag and reported back findings, which this pipeline verified against its own extracted data before updating the rationale above. Domain judgements remain the source-evidence extraction; standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement, and this second reading is recorded as that reconciliation step."
Yang 2020,Time to first defecation,Postoperative,GI recovery,EA + usual care,Usual care,29,28,30,29,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,"D1: 'Group allocation was concealed using a sealed envelope containing the allocation sequence generated by SPSS in a 1:1 ratio'. D2 SOME CONCERNS: 'This study was a single-center, randomized and open-label trial' and 'Participants and the acupuncture provider were not blind to the groups because of the specificity of EA treatment'; the comparator is usual care with no sham. D3: 2 of 59 randomised lost (1 excluded for absence of PVB, 1 withdrew before surgery), 3.4%, with documented reasons. D4 SOME CONCERNS for THIS result: 'The assessors, anesthetists, and statisticians were unaware of study-group assignments' and times to defecation 'were checked regularly', which limits detection bias; but participants were unblinded and the event timing still depends in part on participant report. D5 SOME CONCERNS: registered ChiCTR1800014461 with time to first defecation among the stated primary outcomes; however this is explicitly a feasibility study in which 'The sample size of 60 was not determined by calculation but was the total number of patients we could recruit', and the between-group efficacy comparisons are nonetheless presented as findings.",under-powered feasibility design reporting efficacy comparisons,covidence_464_verified.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Yang 2024,Time to first defecation,Postoperative,GI recovery,Perioperative EA + usual care,Usual care,90,90,90,90,Low,Some concerns,Low,High,Low,High,"D1: 'Patients were randomly assigned to either usual care (UC) or EA group by computer-generated codes and sequentially numbered, opaque envelopes'. D2 SOME CONCERNS: open-label against usual care — 'Given the characteristic of EA, the acupuncturist and patients were aware of the treatment allocation' — though 'anesthetists, assessors, the data collector as well as statisticians were blinded' and 'We conducted our analyses using the intention-to-treat principles'. D3 LOW: ITT with 90 per group; 3 documented withdrawals (declined further EA, no PVB, conversion to open surgery). D5 LOW: registered ChiCTR1900024840; 'Primary outcomes of this study were time to first flatus and first defecation' — both are the pre-specified co-primary outcomes. D4 HIGH for THIS result: 'Times to first flatus and defecation measured in hours were recorded by the patients and then reported to our research assistant' — the timing is self-reported by participants who knew their allocation, and the authors concede that 'Because sham EA was not used in this study, the inadvertent interaction between assessors and patient in the UC group may affect the results'. Blinding the downstream assessor does not remedy an unblinded self-report. Specific to defecation: the authors further note that 'time to first defecation might simply reflect rectal emptying and provide no reliable information on the recovery of whole gut', and participants without flatus by 72 h were instructed to use laxatives, a co-intervention that acts directly on the timing of this endpoint.",,covidence_1930_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Yang 2024,Time to first flatus,Postoperative,GI recovery,Perioperative EA + usual care,Usual care,90,90,90,90,Low,Some concerns,Low,High,Low,High,"D1: 'Patients were randomly assigned to either usual care (UC) or EA group by computer-generated codes and sequentially numbered, opaque envelopes'. D2 SOME CONCERNS: open-label against usual care — 'Given the characteristic of EA, the acupuncturist and patients were aware of the treatment allocation' — though 'anesthetists, assessors, the data collector as well as statisticians were blinded' and 'We conducted our analyses using the intention-to-treat principles'. D3 LOW: ITT with 90 per group; 3 documented withdrawals (declined further EA, no PVB, conversion to open surgery). D5 LOW: registered ChiCTR1900024840; 'Primary outcomes of this study were time to first flatus and first defecation' — both are the pre-specified co-primary outcomes. D4 HIGH for THIS result: 'Times to first flatus and defecation measured in hours were recorded by the patients and then reported to our research assistant' — the timing is self-reported by participants who knew their allocation, and the authors concede that 'Because sham EA was not used in this study, the inadvertent interaction between assessors and patient in the UC group may affect the results'. Blinding the downstream assessor does not remedy an unblinded self-report. Specific to flatus: this endpoint has no external corroboration at all — unlike defecation it leaves no observable trace for a nurse to confirm — and the authors acknowledge that 'time to first flatus is difficult to assess accurately'. The reported between-group difference is 1.6 h on a self-reported timing.",,covidence_1930_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Zheng 2025,Time to first flatus,Postoperative,GI recovery,Perioperative TEAS,Sham/no current,42.0,43.0,44.0,44.0,Some concerns,Some concerns,Low,Some concerns,Low,Some concerns,"D1 SOME CONCERNS: allocation was by thresholding a seeded uniform random number — 'A fixed seed number (eg, 12345) was preset to generate random numbers ranging between 0 and 1. Participants with a random number <=0.5 were assigned to the experimental group' — a method that cannot guarantee the stated 1:1 ratio, yet exactly 44 and 44 were allocated; the described method and the reported allocation are inconsistent. Concealment itself is adequate: 'concealed in sequentially numbered, opaque, sealed envelopes, which were opened only at the time of anesthesia induction'. D2 SOME CONCERNS: single-blind by design — 'the anesthesiologists were unblinded due to the nature of the intervention', which the authors list as a limitation ('the single-blind design may introduce performance bias'); participants and outcome assessors were blinded and a mITT analysis was used. D3 LOW: 3 of 88 excluded under pre-specified withdrawal criteria (2 procedure change, 1 procedure exceeding 3 hours). D4 SOME CONCERNS for THIS result: participants and outcome assessors were blinded, which protects the measurement; but the report defines the endpoint incorrectly — 'The time to first flatus was the time between the end of surgery and the first stools passed by the participants' — while separately tabulating time to first borborygmus, so what was actually measured under this label is uncertain. A second, independent reviewer confirmed on 2026-09-09 that this endpoint-identity problem cannot be resolved from the published report alone and recommended the review team decide, from the registry or by contacting the authors, whether this result should be held out of flatus-specific pooling pending clarification; that pooling decision is a team call, not one this pipeline makes unilaterally. D5 LOW: registered with the Chinese Clinical Trial Registry; 'time to first flatus' is explicitly named among the secondary outcomes.",endpoint defined as 'first stools passed' under a flatus label; independently confirmed 2026-09-09 as unresolved from the source alone,109499.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-09,"Adopted by the review lead's direction on 2026-09-08 and re-confirmed on 2026-09-09 after a second, independent reviewer re-read the mapped source PDF against this study's pre-existing source-QC flag and reported back findings, which this pipeline verified against its own extracted data before updating the rationale above. Domain judgements remain the source-evidence extraction; standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement, and this second reading is recorded as that reconciliation step."
Zheng 2025,Total intraoperative remifentanil consumption,Intraoperative,Intraoperative opioid,Perioperative TEAS,Sham/no current,42,43,44,44,Some concerns,Some concerns,Low,High,Some concerns,High,"D1 SOME CONCERNS: allocation was by thresholding a seeded uniform random number — 'A fixed seed number (eg, 12345) was preset to generate random numbers ranging between 0 and 1. Participants with a random number <=0.5 were assigned to the experimental group' — a method that cannot guarantee the stated 1:1 ratio, yet exactly 44 and 44 were allocated; the described method and the reported allocation are inconsistent. Concealment itself is adequate: 'concealed in sequentially numbered, opaque, sealed envelopes, which were opened only at the time of anesthesia induction'. D2 SOME CONCERNS: single-blind by design — 'the anesthesiologists were unblinded due to the nature of the intervention', which the authors list as a limitation ('the single-blind design may introduce performance bias'); participants and outcome assessors were blinded and a mITT analysis was used. D3 LOW: 3 of 88 excluded under pre-specified withdrawal criteria (2 procedure change, 1 procedure exceeding 3 hours). D4 HIGH for THIS result: intraoperative remifentanil is titrated and recorded by the anaesthesiologist, and the anaesthesiologists are precisely the personnel the report states were NOT blinded — the outcome is set by an unblinded clinician's own dosing decisions. The blinding of 'outcome assessors and data analysts' does not reach an intraoperative dose determined by the unblinded treating clinician. D5 SOME CONCERNS: the pre-specified primary outcome is PONV within 24 h and the named secondary outcomes are QoR-40, PSQI, NRS, PCIA usage, gastrointestinal function recovery, adverse events, time to first flatus and length of stay; intraoperative remifentanil consumption is not among them.",result not among pre-specified outcomes; unblinded dose-setter is the outcome recorder,109499.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-09,"Adopted by the review lead's direction on 2026-09-08 and re-confirmed on 2026-09-09 after a second, independent reviewer re-read the mapped source PDF against this study's pre-existing source-QC flag and reported back findings, which this pipeline verified against its own extracted data before updating the rationale above. Domain judgements remain the source-evidence extraction; standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement, and this second reading is recorded as that reconciliation step."
Zhou 2025,Time to first flatus,Postoperative,GI recovery,PACU TEAS,Sham/no current,48,49,50,50,Low,Low,Low,Low,Low,Low,"D1: 'randomization into either the TEAS or Sham group at a 1:1 ratio, utilizing a computer-generated randomization sequence'; 'Allocation was concealed using sequentially numbered, sealed, opaque envelopes'. D2: 'single-center, randomized, double-blinded, sham-controlled trial'; 'Patients, anesthesiologists, surgeons, and data collectors remained blinded to group allocation'; the acupuncturist could not be blinded but 'adhered to a standardized interaction protocol for both groups', with 'scripted explanations, identical application of electrodes and device operation, and neutral responses to inquiries'. D3: 97 of 100 randomised completed (3%), 48/49 analysed. D4: participants were blinded by a credible sham and 'time to first flatus' was collected by blinded data collectors as one of the pre-defined recovery times. D5: registered ChiCTR2200055338 on 7 January 2022; QoR-15 is the primary outcome and time to first flatus is explicitly listed under the secondary 'Recovery times'.",,105119.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Zhu 2022,Intraoperative remifentanil,Intraoperative,Intraoperative opioid,EA day before surgery,Usual care alone,101,101,103,104,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"D1 SOME CONCERNS: the sequence was sound — 'randomly assigned to one of the following four groups using a computer-generated randomization sequence and secure code', 'printed and stored in sequentially numbered, opaque, sealed envelopes' — but the allocation step defeats it: 'Eligible participants chose one envelope, which was opened by the acupuncturist'. Letting the participant select an envelope from a set abandons the sequential order the concealment depends on. D2 SOME CONCERNS: assessor-blinded only, with a usual-care comparator and no sham, so participants and the acupuncturist were aware of allocation; 'All clinical outcome measures were conducted by a research nurse who was blinded to group allocation' and an ITT analysis is reported alongside the per-protocol one. D3 LOW: 13 of 413 (3.1%) excluded with documented reasons (3 lost to follow-up, 2 did not complete the intervention, 8 converted to open surgery); missing data handled by an expectation-maximization procedure. D4 LOW for THIS result: 'Neither the anesthetists/surgeons nor the assessors were aware of the group allocation', so the intraoperative opioid dose was set and recorded by blinded clinicians. D5 SOME CONCERNS: registered ChiCTR-INR-16010035 with a published protocol; 'The primary outcome measures were the incidence of PON and POV at 6-24 h after surgery, and pain on movement at 24 h', and the secondary outcomes are itemised — intraoperative remifentanil and sufentanil are not among either list and appear in Table 1 as anaesthetic characteristics. Specific to remifentanil: it is the infused intraoperative opioid, titrated continuously by the blinded anaesthetist against depth of anaesthesia, so the recorded total reflects that clinician's titration over the whole case rather than a single discrete dosing decision.",result not among pre-specified outcomes,covidence_381_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
Zhu 2022,Intraoperative sufentanil,Intraoperative,Intraoperative opioid,EA day before surgery,Usual care alone,101,101,103,104,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"D1 SOME CONCERNS: the sequence was sound — 'randomly assigned to one of the following four groups using a computer-generated randomization sequence and secure code', 'printed and stored in sequentially numbered, opaque, sealed envelopes' — but the allocation step defeats it: 'Eligible participants chose one envelope, which was opened by the acupuncturist'. Letting the participant select an envelope from a set abandons the sequential order the concealment depends on. D2 SOME CONCERNS: assessor-blinded only, with a usual-care comparator and no sham, so participants and the acupuncturist were aware of allocation; 'All clinical outcome measures were conducted by a research nurse who was blinded to group allocation' and an ITT analysis is reported alongside the per-protocol one. D3 LOW: 13 of 413 (3.1%) excluded with documented reasons (3 lost to follow-up, 2 did not complete the intervention, 8 converted to open surgery); missing data handled by an expectation-maximization procedure. D4 LOW for THIS result: 'Neither the anesthetists/surgeons nor the assessors were aware of the group allocation', so the intraoperative opioid dose was set and recorded by blinded clinicians. D5 SOME CONCERNS: registered ChiCTR-INR-16010035 with a published protocol; 'The primary outcome measures were the incidence of PON and POV at 6-24 h after surgery, and pain on movement at 24 h', and the secondary outcomes are itemised — intraoperative remifentanil and sufentanil are not among either list and appear in Table 1 as anaesthetic characteristics. Specific to sufentanil: it is given as bolus doses at induction and during maintenance, so the recorded total is a small number of discrete decisions by the blinded anaesthetist and is correspondingly more sensitive to case-mix than to the intervention. As with remifentanil, it is tabulated in Table 1 as an anaesthetic characteristic.",result not among pre-specified outcomes,covidence_381_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction on 2026-09-08. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption."
