study,outcome,timepoint,outcome_family,intervention,comparator,analysed_n_i,analysed_n_c,randomised_n_i,randomised_n_c,d1_randomisation,d2_deviations,d3_missing,d4_measurement,d5_reporting,overall,rationale,flags,source_pdf,status,adopted_by,adopted_date,provenance_note
Liang 2021,MMSE score,24 h (T11),Cognitive recovery,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,MMSE score,48 h (T12),Cognitive recovery,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,PONV occurrence,End of surgery (T5),PONV,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,PONV occurrence,PACU discharge (T9),PONV,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,PONV occurrence,24 h (T11),PONV,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,PONV occurrence,48 h (T12),PONV,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,Pain event as reported (threshold/definition not stated),End of surgery (T5),Pain,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,Pain event as reported (threshold/definition not stated),PACU discharge (T9),Pain,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,Pain event as reported (threshold/definition not stated),24 h (T11),Pain,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,Pain event as reported (threshold/definition not stated),48 h (T12),Pain,Preoperative TEAS,Control/no stimulation,35.0,35.0,37.0,38.0,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liang 2021,Postoperative analgesia requirement (metric undefined),Early postoperative period - exact window not stated,Rescue analgesia,Preoperative TEAS,Control/no stimulation,35,35,37,38,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: 'the independent statistician created identical sealed envelopes before surgery'. D2 Low: 'An anesthesiologist (LDD), who was not aware of the allocation, performed general anesthesia and all intraoperative data recording, and another investigator (WL), in charge of all postoperative assessments, was also blinded to the group identity'. D3 Low: 5 of 75 (6.7%) lost, mostly to blood-sample loss unrelated to this result. D5 Some concerns: the trial's declared Outcomes section names only catheter-related bladder discomfort (primary) and intraoperative vital signs (secondary); this result is reported in the results tables without being part of that formal declaration. D4 Low for THIS result: recorded by investigator WL, who was 'in charge of all postoperative assessments' and 'blinded to the group identity'.",,014_liang_2021.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Exact cumulative postoperative sufentanil PCIA consumption,0-24 h,Opioid consumption,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Some concerns,Some concerns,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Some concerns: PCIA sufentanil consumption is not itself named among either the primary (intraoperative anaesthetic consumption) or the listed secondary end points; it is reported as supporting context for the postoperative pain/side-effect results. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",result not among pre-specified outcomes,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Extubation time,Immediate postoperative recovery,Recovery,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Eye-opening time,Immediate postoperative recovery,Recovery,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative VAS pain score,Postoperative day 1,Pain,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative VAS pain score,Postoperative day 2,Pain,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative VAS pain score,Postoperative day 3,Pain,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative nausea incidence,Postoperative day 1,PONV,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative nausea incidence,Postoperative day 2,PONV,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative nausea incidence,Postoperative day 3,PONV,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
Liu 2015,Postoperative vomiting incidence,Postoperative day 1,PONV,Multipoint intraoperative TEAS (2/100 Hz; 30 min pre-induction through end of surgery),No-current sham TEAS with identical electrode placement/device setup,44,44,46,46,Low,Low,Low,Low,Low,Low,"D1 Low: allocation by 'a random number table generated by a computer'; 'Only the acupuncturist was informed of the randomisation allocation using opaque, sealed envelopes, just before the onset of TEAS'. D2 Low: 'the anaesthesiologists, surgeons, recovery staff, assessors and participants, were blinded to the group allocation'; the sham arm used real gel electrodes 'in the same therapeutic setting to ensure blinding of the patients, which has previously proved to be successful'; 'Postoperative data were collected by researchers who were also blinded to the study design'. D3 Low: 4 of 92 (4.3%) withdrawn under pre-specified criteria (operation time >8h or operative blood loss >2500 mL). D5 Low: explicitly named among the secondary end points -- 'the time to spontaneous respiration, extubation time, eye-opening time, time to spontaneous movement, time to reorientation, and time to discharge from the operating room. ... postoperative side effects, including incidence of respiratory depression, nausea, vomiting and pain, were also recorded at postoperative days 1, 2 and 3'. D4 Low for THIS result: this trial's blinding is comprehensive -- anaesthesiologists, surgeons, recovery staff, assessors and participants were all blinded, and postoperative data were collected by blinded researchers, so neither the self-reported nor the clinician-assessed component of this outcome is exposed to differential awareness of allocation.",,covidence_681_full_article.pdf,ROB2_RESULT_SPECIFIC_ADOPTED,John Ryan N. Mendoza (review lead),2026-09-08,"Adopted by the review lead's direction. Domain judgements and rationale are the source-evidence extraction, unchanged by adoption. Standard Cochrane RoB 2 practice calls for two independent assessors reconciling disagreement; no separately documented dual-assessor record was provided to this pipeline."
