covidence_id,covidence_study_id,covidence_decision,exclusion_reason,excluded_on,doi,title,registry_report,match_rule,rejected_matches
1879896147,Jin 2025,EXCLUDED,Wrong comparator,01/09/26,10.1186/s12906-025-04847-5,Effect of single or multi-period use of transcutaneous acupoint electrical stimulation on postoperative nausea and vomiting in patients undergoing gynecological laparoscopic surgery: a prospective randomized double-blind trial.,,NO REGISTRY MATCH,
1879897133,Jin 2013,EXCLUDED,Wrong outcomes,20/08/26,,[Efficacy of preventing postoperative nausea and vomiting after thyroid tumor surgery by TAES at neiguan (P1): a clinical observation].,,NO REGISTRY MATCH,
1879896316,Ju 2023,EXCLUDED,Wrong outcomes,20/08/26,10.1186/s12906-023-04304-1,Transcutaneous electrical acupoint stimulation improves pulmonary function by regulating oxidative stress during one-lung ventilation in patients with lung cancer undergoing thoracoscopic surgery: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896410,Kang 2023,EXCLUDED,Wrong setting,20/08/26,10.1002/brb3.2913,Electroacupuncture alleviates pain after total knee arthroplasty through regulating neuroplasticity: A resting-state functional magnetic resonance imaging study.,,NO REGISTRY MATCH,
1882880803,Kang 2023,EXCLUDED,Wrong outcomes,01/09/26,10.1016/s0016-5085(23)01142-3,EFFECTS AND MECHANISMS OF TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ON POSTOPERATIVE RECOVERY AFTER THORACOLUMBER VERTEBRAL FRACTURE,,NO REGISTRY MATCH,
1879897219,Lan 2012,EXCLUDED,Wrong patient population,01/09/26,,Transcutaneous electrical nerve stimulation on acupoints reduces fentanyl requirement for postoperative pain relief after total hip arthroplasty in elderly patients.,,NO REGISTRY MATCH,
1881840917,Lan 2011,EXCLUDED,Wrong study design,20/08/26, 10.1093/bja/aer234, Transcutaneous electrical acupoint stimulation for pain relief and decreasing opioid-related side-effects after total hip arthroplasty in elderly patients,,NO REGISTRY MATCH,
1882881976,Larson 2010,EXCLUDED,Wrong outcomes,01/09/26,,"The effect of electroacustimulation on postoperative nausea, vomiting, and pain in outpatient plastic surgery patients: a prospective, randomized, blinded, clinical trial.",,NO REGISTRY MATCH,
1879897168,Lee 2013,EXCLUDED,Wrong outcomes,20/08/26,10.1007/s11655-013-1425-7,Electroacupuncture on PC6 prevents opioid-induced nausea and vomiting after laparoscopic surgery.,,NO REGISTRY MATCH,
1879896838,Liang 2017,EXCLUDED,Publication language,20/08/26,10.13702/j.1000-0607.2017.06.011,[Effect of Transcutaneous Acupoint Electrical Stimulation on Hemodynamic Fluctuation Caused by Loosing Tourniquet in Elderly Patients Undergoing Knee Joint Replacement].,,NO REGISTRY MATCH,
1879896651,Li 2020,EXCLUDED,Wrong outcomes,20/08/26,10.1097/jnn.0000000000000531,Impact of Electroacupuncture Stimulation on Postoperative Constipation for Patients Undergoing Brain Tumor Surgery.,,NO REGISTRY MATCH,
1879896846,Lin 2017,EXCLUDED,Publication language,20/08/26,10.13703/j.0255-2930.2017.07.017,[Mechanism of acupoint transcutaneous electric stimulation on analgesic anesthesia in the patients undergoing general anesthesia anorectal operation].,,NO REGISTRY MATCH,
1879896126,Li 2025,EXCLUDED,Wrong outcomes,20/08/26,10.1177/09645284251343914,Effectiveness of an immediate postoperative electroacupuncture session for the recovery of gastrointestinal function after laparoscopic cholecystectomy: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896900,Li 2017,EXCLUDED,Wrong outcomes,20/08/26,10.1016/j.explore.2017.06.002,Effects of Electroacupuncture Administered 24hours Prior to Surgery on Postoperative Nausea and Vomiting and Pain in Patients Undergoing Gynecologic Laparoscopic Surgery: A Feasibility Study.,,NO REGISTRY MATCH,
1879896245,Liu 2024,EXCLUDED,Wrong outcomes,20/08/26,10.1155/2024/5365456,Perioperative Transcutaneous Electrical Acupoint Stimulation Reduces Postoperative Pain in Patients Undergoing Thoracoscopic Surgery: A Randomized Controlled Trial.,,NO REGISTRY MATCH,
1879896940,Liu 2017,EXCLUDED,Wrong outcomes,20/08/26,10.1186/s13020-016-0122-9,Electroacupuncture for the prevention of postoperative gastrointestinal dysfunction in participants undergoing vascular laparotomy under general anesthesia: a randomized controlled trial.,,NO REGISTRY MATCH,
1879897042,Liu 2015,EXCLUDED,Wrong outcomes,20/08/26,10.1136/acupmed-2014-010749,Intraoperative and postoperative anaesthetic and analgesic effect of multipoint transcutaneous electrical acupuncture stimulation combined with sufentanil anaesthesia in patients undergoing supratentorial craniotomy.,Liu 2015,TITLE FOUND IN SOURCE TEXT,
1879897366,Liu 2008,EXCLUDED,Wrong outcomes,20/08/26,10.1007/s11655-008-0094-4,Evaluation of transcutaneous electroacupoint stimulation with the train-of-four mode for preventing nausea and vomiting after laparoscopic cholecystectomy.,,NO REGISTRY MATCH,
1879896164,Li 2025,EXCLUDED,Wrong outcomes,20/08/26,10.2174/0113862073255619231102112544,Transcutaneous Electrical Acupoint Stimulation Improves Postoperative Nutrition and Promotes Early Recovery of Gastrointestinal Function in Patients with Colorectal Cancer.,,NO REGISTRY MATCH,
1881840820,Li 2016,EXCLUDED,Wrong outcomes,20/08/26,, Effect of transcutaneous electrical acupoint stimulation on postoperative cognitive function in patients undergoing radical thoracoscopic lung cancer operation,,NO REGISTRY MATCH,Guo 2023: Title appears in Guo 2023 reference list; different trial.
1881842163,Lu 2005,EXCLUDED,Wrong outcomes,20/08/26,, The Influence of Electroacupuncture-associated General Anesthesia on Use of Venous Analgetic Pump in Abdominal Postoperative Patients,,NO REGISTRY MATCH,
1879896232,Luo 2024,EXCLUDED,Wrong outcomes,20/08/26,10.1016/j.jss.2024.08.016,Transcutaneous Pericardium 6 Acupoint Electrical Stimulation Provides Comparable Antiemetic Effect to Granisetron When Combined With Dexamethasone in Patients Undergoing Breast Cancer Surgery.,,NO REGISTRY MATCH,
1879895925,Luo 2025,EXCLUDED,Wrong intervention,20/08/26,10.1016/j.jatmed.2025.02.001,Impact of transcutaneous electrical acupoint stimulation combined with aromatherapy on postoperative nausea and vomiting in patients undergoing microvascular decompression surgery: A prospective randomized study.,,NO REGISTRY MATCH,
1879896809,Lv 2018,EXCLUDED,Wrong outcomes,20/08/26,10.1097/md.0000000000010969,Effects of transcutaneous acupoint electrical stimulation combined with low-dose sufentanil pretreatment on the incidence and severity of etomidate-induced myoclonus: A randomized controlled trial.,,NO REGISTRY MATCH,
1879897007,Ma 2015,EXCLUDED,Wrong outcomes,20/08/26,,[Impacts on oxidative stress in the patients with cardiac valve replacement treated with electroacupuncture at Neiguan (PC 6)].,,NO REGISTRY MATCH,
1879896844,Mai 2017,EXCLUDED,Wrong outcomes,20/08/26,10.13703/j.0255-2930.2017.05.008,[Influence of electroacupuncture pretreatment on intestinal function in the patients of colorectal cancer surgery].,,NO REGISTRY MATCH,
1881841842,Ma 2025,EXCLUDED,Wrong intervention,20/08/26, 10.1186/s12984-025-01693-x, Effect of electroacupuncture stimulation combined with the enhanced recovery after surgery regimen on motor function recovery following total knee arthroplasty,,NO REGISTRY MATCH,
1881841335,McMillan 1994,EXCLUDED,Wrong outcomes,20/08/26, 10.1016/s0031-9406(10)61238-2, Transcutaneous electrical stimulation of Neiguan anti-emetic acupuncture point in controlling sickness following opioid analgesia in major orthopaedic surgery,,NO REGISTRY MATCH,
1879896814,Mi 2018,EXCLUDED,Wrong outcomes,20/08/26,10.13703/j.0255-2930.2018.03.007,[Effects of transcutaneous electrical acupoint stimulation on quality of recovery during early period after laparoscopic cholecystectomy].,,NO REGISTRY MATCH,
1881842348,Ng 2021,EXCLUDED,Wrong outcomes,20/08/26, 10.1016/s0016-5085(21)02865-1, ELECTROACUPUNCTURE COMBINED WITH FAST-TRACK PERIOPERATIVE PROGRAM FOR REDUCING DURATION OF POSTOPERATIVE ILEUS AND HOSPITAL STAY AFTER LAPAROSCOPIC COLORECTAL SURGERY: a RANDOMIZED CONTROLLED TRIAL,,NO REGISTRY MATCH,
1882881968,Ng 2010,EXCLUDED,Wrong outcomes,20/08/26,,Electroacupuncture for postoperative ileus after laparoscopic colorectal surgery: An interim analysis of a randomized sham-controlled study,,NO REGISTRY MATCH,
1879897339,Ni 2009,EXCLUDED,Wrong outcomes,20/08/26,,[Effect of transcutaneous acupoint electrical stimulation on lipid peroxidation and cognitive function in patients experiencing craniotomy].,,NO REGISTRY MATCH,
1879896727,Oztas 2019,EXCLUDED,Wrong outcomes,01/09/26,10.1080/10376178.2019.1628650,The effects of two different electrical stimulation methods on the pain intensity of the patients who had undergone abdominal surgery with a midline incision: Randomized controlled clinical trial.,Oztas 2019,TITLE FOUND IN SOURCE TEXT,
1879896469,Pang 2022,EXCLUDED,Wrong outcomes,20/08/26,10.13702/j.1000-0607.20210711,[Effect of electroacupuncture on gastrointestinal function of patients after laparoscopic cholecystectomy under general anesthesia].,,NO REGISTRY MATCH,
1879896880,Pan 2016,EXCLUDED,Publication language,20/08/26,,[A Randomized Controlled Clinical Trial for Electroacupuncture Treatment of Post-surgical Gastrointestinal Dysfunction in Patients Undergoing Laparotomy].,,NO REGISTRY MATCH,
1879896752,Pan 2019,EXCLUDED,Publication language,20/08/26,10.13703/j.0255-2930.2019.01.004,[Effects of perioperative transcutaneous electrical acupoint stimulation on postoperative analgesia in patients undergoing shoulder arthroscopic surgery].,,NO REGISTRY MATCH,
1881841296,Parkhomenko 2017,EXCLUDED,Study not retrieved,20/08/26, 10.1089/end.2017.29029.abstracts, Post-operative pain management after percutaneous nephrolithotomy: a randomized double-blind controlled study assessing electro-acupuncture,,NO REGISTRY MATCH,
1879896160,Pei 2025,EXCLUDED,Wrong outcomes,20/08/26,10.1053/j.gastro.2025.02.006,Electroacupuncture Reduces Duration of Postoperative Ileus After Laparoscopic Gastrectomy for Gastric Cancer: A Multicenter Randomized Trial.,,NO REGISTRY MATCH,Ng 2013: Shared title prefix; Pei 2025 postdates Ng 2013 and concerns gastrectomy.
1881841314,Poulain 1997,EXCLUDED,Wrong outcomes,20/08/26, 10.1136/aim.15.1.10, Electroacupuncture analgesia in major abdominal and pelvic surgery: a randomised study,,NO REGISTRY MATCH,
1879896407,Qin 2023,EXCLUDED,Wrong outcomes,20/08/26,10.3390/jcm12031192,The Effect of Transcutaneous Electrical Acupoint Stimulation on High-Risk Patients with PONV Undergoing Laparoscopic Gynecologic Surgery: A Randomized Controlled Trial.,,NO REGISTRY MATCH,
1879896600,Qiu 2021,EXCLUDED,Wrong outcomes,20/08/26,10.1155/2021/5594263,Perioperative Electroacupuncture Can Accelerate the Recovery of Gastrointestinal Function in Cancer Patients Undergoing Pancreatectomy or Gastrectomy: A Randomized Controlled Trial.,,NO REGISTRY MATCH,
1879896568,Que 2021,EXCLUDED,Wrong outcomes,20/08/26,10.1155/2021/5909956,Effects of Transcutaneous Electrical Acupoint Stimulation on Systemic Inflammatory Response Syndrome of Patients after Percutaneous Nephrolithotomy: A Randomized Controlled Trial.,,NO REGISTRY MATCH,
1879896678,Qu 2020,EXCLUDED,Wrong outcomes,20/08/26,10.13702/j.1000-0607.1904016,[Electroacupuncture of both single- and multi-acupoints promotes recovery of gastrointestinal function in laparoscopic cholecystectomy patients].,,NO REGISTRY MATCH,
1881842189,Shi 2022,EXCLUDED,Wrong setting,20/08/26, 10.1016/j.wjam.2022.03.003, Electroacupuncture on adjuvant analgesia after total knee arthroplasty: a randomized controlled trail,,NO REGISTRY MATCH,
1879896637,Song 2020,EXCLUDED,Wrong outcomes,01/09/26,10.2147/nss.s270739,"Effects of Transcutaneous Electrical Acupoint Stimulation on the Postoperative Sleep Quality and Pain of Patients After Video-Assisted Thoracoscopic Surgery: A Prospective, Randomized Controlled Trial.",Song 2020,TITLE FOUND IN SOURCE TEXT,
1879896786,Sun 2018,EXCLUDED,Wrong outcomes,20/08/26,10.3389/fnins.2018.00724,Electroacupuncture Improves Cerebral Vasospasm and Functional Outcome of Patients With Aneurysmal Subarachnoid Hemorrhage.,,NO REGISTRY MATCH,
1879896040,Sun 2025,EXCLUDED,Wrong outcomes,20/08/26,10.3389/fneur.2025.1668610,Efficacy of preoperative transcutaneous electrical acupoint stimulation in reducing postoperative delirium in older adults undergoing orthopedic surgery: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896622,Sun 2020,EXCLUDED,Wrong outcomes,20/08/26,10.13703/j.0255-2930.20191204-k0007,[Effect of transcutaneous electrical acupoint stimulation on venous thrombosis after lung cancer surgery: a randomized controlled trial].,,NO REGISTRY MATCH,
1879896624,Szmit 2021,EXCLUDED,Wrong outcomes,01/09/26,10.3390/jcm10010146,"Transcutaneous Electrical Acupoint Stimulation Reduces Postoperative Analgesic Requirement in Patients Undergoing Inguinal Hernia Repair: A Randomized, Placebo-Controlled Study.",Szmit 2021,TITLE FOUND IN SOURCE TEXT,
1879897177,Taghavi 2013,EXCLUDED,Wrong outcomes,20/08/26,10.3344/kjp.2013.26.1.46,The effect of acupuncture on relieving pain after inguinal surgeries.,,NO REGISTRY MATCH,
1881841371,Taghavi 2014,EXCLUDED,Wrong outcomes,20/08/26, 10.1016/s0090-4295(14)01017-6, The effect of acupuncture on relieving pain after inguinal surgeries,,NO REGISTRY MATCH,
1879897164,Tang 2013,EXCLUDED,Wrong outcomes,20/08/26,,[Impacts of electroacupuncture at different frequencies on the postoperative nausea and vomiting of patients with laparoscopic surgery].,,NO REGISTRY MATCH,
1881840717,Tao 2023,EXCLUDED,Wrong outcomes,20/08/26, 10.3760/cma.j.cn131073.20230508.00916, Effect of transcutaneous electrical acupoint stimulation on postoperative gastrointestinal function in patients undergoing lumbar spinal surgery,,NO REGISTRY MATCH,
1882880452,Tian 2025,EXCLUDED,Wrong outcomes,20/08/26,10.13702/j.1000-0607.20250701,Transcutaneous electrical acupoint stimulation reduces perioperative arrhythmia risk and improves recovery quality in laparoscopic cholecystectomy: mechanisms involving suppression of repolarization abnormalities induced by CO2 pneumoperitoneum,,NO REGISTRY MATCH,
1879895943,Tian 2026,EXCLUDED,Wrong outcomes,20/08/26,10.13702/j.1000-0607.20250701,[Transcutaneous electrical acupoint stimulation reduces perioperative arrhythmia risk and improves recovery quality in laparoscopic cholecystectomy: mechanisms involving suppression of repolarization abnormalities induced by CO2 pneumoperitoneum].,,NO REGISTRY MATCH,
1879896548,Tian 2021,EXCLUDED,Publication language,20/08/26,10.13702/j.1000-0607.201152,[Transcutaneous electrical acupoint stimulation promotes general anesthesia recovery in patients undergoing gastrointestinal surgery].,,NO REGISTRY MATCH,
1881841828,Tong 2025,EXCLUDED,Wrong outcomes,20/08/26, 10.1016/j.jopan.2024.06.110," Effect of Electroacupuncture Added to ERAS on Perioperative Parameters and Postoperative Quality of Life in Breast Cancer: a Single-Center, Randomized Controlled Trial",,NO REGISTRY MATCH,
1879896229,Tong 2024,EXCLUDED,Wrong outcomes,20/08/26,10.1016/j.jopan.2024.06.110,"Effect of Electroacupuncture Added to ERAS on Perioperative Parameters and Postoperative Quality of Life in Breast Cancer: A Single-Center, Randomized Controlled Trial.",,NO REGISTRY MATCH,
1879896482,Tong 2022,EXCLUDED,Wrong outcomes,20/08/26,10.1016/j.clbc.2022.04.010,"Effect of Electroacupuncture Based on ERAS for Preoperative Anxiety in Breast Cancer Surgery: A Single-Center, Randomized, Controlled Trial.",,NO REGISTRY MATCH,
1881841221,Tu 2019,EXCLUDED,Wrong intervention,20/08/26, 10.1007/s00240-018-1056-8, Effect of transcutaneous electrical acupoint stimulation on postoperative analgesia after ureteroscopic lithotripsy: a randomized controlled trial,,NO REGISTRY MATCH,
1879896817,Tu 2018,EXCLUDED,Wrong outcomes,01/09/26,10.1007/s00240-018-1056-8,Effect of transcutaneous electrical acupoint stimulation on postoperative analgesia after ureteroscopic lithotripsy: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896781,Tu 2018,EXCLUDED,Wrong outcomes,20/08/26,10.1177/1533033818806477,Transcutaneous Electrical Acupoint Stimulation Improves Immunological Function During the Perioperative Period in Patients With Non-Small Cell Lung Cancer Undergoing Video-Assisted Thoracic Surgical Lobectomy.,,NO REGISTRY MATCH,
1879897043,Tzeng 2015,EXCLUDED,Wrong outcomes,01/09/26,10.1136/acupmed-2014-010722,"Single-blinded, randomised preliminary study evaluating the effects of 2 Hz electroacupuncture for postoperative pain in patients with total knee arthroplasty.",,NO REGISTRY MATCH,
1879897512,Wang 1997,EXCLUDED,Wrong outcomes,20/08/26,10.1097/00000539-199708000-00029,Effect of the intensity of transcutaneous acupoint electrical stimulation on the postoperative analgesic requirement.,,NO REGISTRY MATCH,
1879896849,Wang 2017,EXCLUDED,Wrong outcomes,20/08/26,10.13703/j.0255-2930.2017.07.005,[Effects of transcutaneous electrical acupoint stimulation on treatment and prevention of postoperative sore throat after tracheal intubation under general anesthesia].,,NO REGISTRY MATCH,
1879897113,Wang 2014,EXCLUDED,Wrong outcomes,20/08/26,10.1093/bja/aeu001,"Transcutaneous electric acupoint stimulation reduces intra-operative remifentanil consumption and alleviates postoperative side-effects in patients undergoing sinusotomy: a prospective, randomized, placebo-controlled trial.",,NO REGISTRY MATCH,
1879896431,Wang 2022,EXCLUDED,Wrong outcomes,20/08/26,10.3389/fnagi.2022.1034998,"Transcutaneous electrical acupoint stimulation for reducing cognitive dysfunction in lumbar spine surgery: A randomized, controlled trail.",,NO REGISTRY MATCH,
1879896417,Wang 2022,EXCLUDED,Wrong patient population,01/09/26,10.1089/acu.2021.0085,Electroacupuncture Before Gastrectomy Accelerates Recovery from Gastrointestinal Dysfunction: A Feasibility Study.,,NO REGISTRY MATCH,
1879896763,Wang 2018,EXCLUDED,Publication language,20/08/26,10.13702/j.1000-0607.170381,[Electroacupuncture Treatment Conduced Before and After Surgery Is Better in Promoting Reco-very of Gastrointestinal Function in Colorectal Cancer Patients Undergoing Radical Resection].,,NO REGISTRY MATCH,
1879897317,Wang 2010,EXCLUDED,Wrong outcomes,20/08/26,10.1097/ana.0b013e3181c9fbde,Electroacupoint stimulation for postoperative nausea and vomiting in patients undergoing supratentorial craniotomy.,,NO REGISTRY MATCH,
1879896297,Wang 2024,EXCLUDED,Wrong setting,20/08/26,10.1186/s13018-023-04348-6,Effects of conventional nursing in the operating room combined with transcutaneous electrical acupoint stimulation on postoperative cognitive dysfunction after total knee arthroplasty in elderly patients.,,NO REGISTRY MATCH,
1882975778,Wang 2024,EXCLUDED,Wrong setting,20/08/26,10.1186/s13018-023-04348-6,Effects of conventional nursing in the operating room combined with transcutaneous electrical acupoint stimulation on postoperative cognitive dysfunction after total knee arthroplasty in elderly patients.,,NO REGISTRY MATCH,
1879896498,Wei 2022,EXCLUDED,Wrong outcomes,20/08/26,10.1007/s11655-022-3516-1,Transcutaneous Electrical Acupoint Stimulation Improves Postoperative Cognitive Function in Senior Patients Undergoing Video-Assisted Thoracoscopic Surgery: A Randomized Controlled Trial.,,NO REGISTRY MATCH,
1882975732,Wei 2025,EXCLUDED,Wrong outcomes,20/08/26,10.1177/03601293251340752,Effect of intraoperative electroacupuncture on peripheral blood lymphocyte subsets in patients undergoing laparoscopic cholecystectomy: A randomized controlled trial.,,NO REGISTRY MATCH,
1879897443,White 2005,EXCLUDED,Wrong comparator,20/08/26,10.1213/01.ane.0000144425.16116.0a,Optimal timing of acustimulation for antiemetic prophylaxis as an adjunct to ondansetron in patients undergoing plastic surgery.,,NO REGISTRY MATCH,
1879897475,White 2002,EXCLUDED,Wrong outcomes,20/08/26,10.1097/00000542-200211000-00008,Comparative efficacy of acustimulation (ReliefBand) versus ondansetron (Zofran) in combination with droperidol for preventing nausea and vomiting.,,NO REGISTRY MATCH,
1879897093,Wu 2014,EXCLUDED,Wrong setting,20/08/26,,[Effects of electroacupuncture preemptive intervention on postoperative pain of mixed hemorrhoids].,,NO REGISTRY MATCH,
1879896053,Wu 2025,EXCLUDED,Wrong setting,20/08/26,10.3389/fneur.2025.1631005,Impact of transcutaneous electrical acupoint stimulation on postoperative recovery in older adults following pterygium excision: a prospective randomized controlled trial.,,NO REGISTRY MATCH,
1879896305,Xiang 2024,EXCLUDED,Wrong outcomes,20/08/26,10.13703/j.0255-2930.20230418-0003,Electroacupuncture combined with continuous adductor canal block for postoperative analgesia in patients undergoing total knee arthroplasty.,,NO REGISTRY MATCH,
1882881361,Xiao 2018,EXCLUDED,Wrong outcomes,20/08/26,10.1016/s0016-5085(18)32615-5,TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION ENHANCES POSTOPERATIVE RECOVERY AFTER OPEN APPENDECTOMY,,NO REGISTRY MATCH,
1879896565,Xi 2021,EXCLUDED,Wrong outcomes,20/08/26,10.1186/s13063-021-05534-9,Transcutaneous electrical acupoint stimulation for postoperative cognitive dysfunction in geriatric patients with gastrointestinal tumor: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896490,Xu 2022,EXCLUDED,Wrong outcomes,20/08/26,10.3389/fsurg.2022.901638,Effect Observation of Electro-Acupuncture Anesthesia Combined with General Anesthesia in Elderly Patients Undergoing Gastrointestinal Tumor Resection.,,NO REGISTRY MATCH,
1879897213,Xu 2012,EXCLUDED,Wrong outcomes,20/08/26,10.1097/ana.0b013e31825eb5ef,The effects of P6 electrical acustimulation on postoperative nausea and vomiting in patients after infratentorial craniotomy.,,NO REGISTRY MATCH,
1879897193,Yang 2012,EXCLUDED,Wrong outcomes,20/08/26,10.3727/036012912x13831831256249,Effects of combining electroacupuncture with general anesthesia induced by sevoflurane in patients undergoing supratentorial craniotomy and improvements in their clinical recovery profile & blood enkephalin.,,NO REGISTRY MATCH,
1881841275,Yang 2012,EXCLUDED,Wrong outcomes,20/08/26, 10.3727/036012912x13831831256249, Effects of combining electroacupuncture with general anesthesia induced by sevoflurane in patients undergoing supratentorial craniotomy and improvements in their clinical recovery profile &amp; blood enkephalin,,NO REGISTRY MATCH,
1879896480,Yang 2022,EXCLUDED,Wrong outcomes,20/08/26,10.1016/j.eclinm.2022.101472,"Effect of acupuncture on postoperative ileus after laparoscopic elective colorectal surgery: A prospective, randomised, controlled trial.",,NO REGISTRY MATCH,
1879896169,Yan 2025,EXCLUDED,Publication language,20/08/26,10.13703/j.0255-2930.20240206-k0002,[Effect of transcutaneous electrical acupoint stimulation on postoperative pain in patients undergoing modified radical mastectomy for breast cancer].,,NO REGISTRY MATCH,
1881840979,Yeh 2018,EXCLUDED,Wrong setting,20/08/26, 10.1177/1054773816685745," Effect of Transcutaneous Acupoint Electrical Stimulation on Post-Hemorrhoidectomy-Associated Pain, Anxiety, and Heart Rate Variability: a Randomized-Controlled Study",,NO REGISTRY MATCH,
1879896762,Yin 2018,EXCLUDED,Wrong outcomes,20/08/26,10.1097/md.0000000000013814,Effect of transcutaneous electrical acupoint stimulation on the EC50 of remifentanil suppressing responses to tracheal extubation in elderly patients.,,NO REGISTRY MATCH,
1879897112,Yin 2013,EXCLUDED,Wrong outcomes,20/08/26,,[Effect of transcutaneous electrical stimulation of Zusanli (ST 36) and Liangqiu (ST 34) combined with general anesthesia on pain and gastrointestinal symptoms in patients undergoing gynecological laparoscopic operation].,,NO REGISTRY MATCH,
1879896360,Yue 2023,EXCLUDED,Wrong outcomes,20/08/26,10.1016/j.jpain.2023.06.010,Electroacupuncture for Pain Relief After Endoscopic Sinus Surgery: A Randomized Controlled Trial.,,NO REGISTRY MATCH,
1879896554,Yu 2021,EXCLUDED,Wrong outcomes,20/08/26,10.1155/2021/1098915,"Effects of Transcutaneous Electrical Acupoint Stimulation on Stress Response during Intubation and Extubation in Patients Undergoing Video-Assisted Thoracoscopic Surgery: A Prospective, Randomized Controlled Trial.",,NO REGISTRY MATCH,
1879897495,Zárate 2001,EXCLUDED,Wrong outcomes,20/08/26,10.1097/00000539-200103000-00014,The use of transcutaneous acupoint electrical stimulation for preventing nausea and vomiting after laparoscopic surgery.,,NO REGISTRY MATCH,
1882881441,Zhang 2017,EXCLUDED,Wrong outcomes,20/08/26,,Needleless transcutaneous electrical acustimulation accelerates post-surgical recovery mediated via autonomic mechanisms in patients with gastrointestinal cancers,,NO REGISTRY MATCH,
1879896808,Zhang 2018,EXCLUDED,Wrong outcomes,20/08/26,10.1038/s41395-018-0156-y,Needleless Transcutaneous Electrical Acustimulation: A Pilot Study Evaluating Improvement in Post-Operative Recovery.,Zhang 2018,TITLE FOUND IN SOURCE TEXT,
1879896792,Zhang 2018,EXCLUDED,Wrong outcomes,20/08/26,10.1111/ner.12856,Needleless Transcutaneous Neuromodulation Accelerates Postoperative Recovery Mediated via Autonomic and Immuno-Cytokine Mechanisms in Patients With Cholecystolithiasis.,,NO REGISTRY MATCH,
1882881336,Zhang 2018,EXCLUDED,Abstract only,01/09/26,10.1111/1751-2980.12664,Needleless transcutaneous electrical acustimulation: A pilot study evaluating improvement in post-operative recovery,Zhang 2018,TITLE FOUND IN SOURCE TEXT,
1879896934,Zhang 2017,EXCLUDED,Wrong outcomes,20/08/26,10.1155/2017/6243630,Cardioprotection of Electroacupuncture for Enhanced Recovery after Surgery on Patients Undergoing Heart Valve Replacement with Cardiopulmonary Bypass: A Randomized Control Clinical Trial.,,NO REGISTRY MATCH,
1879897094,Zhang 2014,EXCLUDED,Wrong outcomes,20/08/26,,[Effects of electroacupuncture on postoperative functional recovery in patients with gynaecological laparoscopic surgery].,,NO REGISTRY MATCH,
1879896246,Zhang 2024,EXCLUDED,Wrong outcomes,20/08/26,10.1186/s13741-024-00427-2,The use of transcutaneous electrical acupoint stimulation to reduce opioid consumption in patients undergoing off-pump CABG: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896137,Zhang 2025,EXCLUDED,Wrong setting,20/08/26,10.3389/fmed.2025.1527993,Efficacy and safety of transcutaneous electrical acupoint stimulation for preoperative anxiety in thoracoscopic surgery: a randomized controlled trial.,,NO REGISTRY MATCH,
1879896356,Zhang 2023,EXCLUDED,Wrong outcomes,20/08/26,10.13703/j.0255-2930.20220919-k0002,[Effects of transcutaneous electrical acupoint stimulation on the postoperative sleep quality and inflammatory factors in frail elderly patients].,,NO REGISTRY MATCH,Song 2020: Shared title prefix (TEAS and postoperative sleep quality); different report.
1879896300,Zhang 2024,EXCLUDED,Wrong outcomes,20/08/26,10.1097/md.0000000000035730,Transcutaneous electric acupoint stimulation reduced consumption of profopol in patients undergoing laparoscopic surgery: A randomized clinical trial.,,NO REGISTRY MATCH,
1879896909,Zhang 2017,EXCLUDED,Wrong outcomes,20/08/26,10.1097/md.0000000000007375,"Effects of preconditioning of electro-acupuncture on postoperative cognitive dysfunction in elderly: A prospective, randomized, controlled trial.",,NO REGISTRY MATCH,
1879896437,Zhang 2022,EXCLUDED,Wrong outcomes,20/08/26,10.2147/cia.s382912,"Effect of Transcutaneous Acupoint Electrical Stimulation on Urinary Retention and Urinary ATP in Elderly Patients After Laparoscopic Cholecystectomy: A Prospective, Randomized, Controlled Clinical Trial.",,NO REGISTRY MATCH,
1879896047,Zhang 2025,EXCLUDED,Wrong outcomes,01/09/26,10.1186/s12871-025-03400-8,Effects of transcutaneous electrical acupoint stimulation on recovery after internal spinal fixation: a randomised controlled trial.,,NO REGISTRY MATCH,
1879896655,Zhao 2020,EXCLUDED,Wrong outcomes,20/08/26,10.1155/2020/9018701,Effect of Transcutaneous Electrical Acupoint Stimulation on One-Lung Ventilation-Induced Lung Injury in Patients Undergoing Esophageal Cancer Operation.,,NO REGISTRY MATCH,
1881842308,Zhao 2018,EXCLUDED,Wrong outcomes,20/08/26, 10.1016/j.wjam.2018.11.003, The effect of electroacupuncture preconditioning on cognitive impairments following knee replacement among elderly: a randomized controlled trial,,NO REGISTRY MATCH,
1879896225,Zhao 2024,EXCLUDED,Publication language,20/08/26,10.13703/j.0255-2930.20231123-0001,[Effect of transcutaneous electrical acupoint stimulation on postoperative recovery quality in patients undergoing endoscopic sinus surgery: a randomized controlled trial].,,NO REGISTRY MATCH,
