covidence_id,study_id,title,journal,exclusion_reason,excluded_on,evidence_basis,full_text_sha256,non_english_signal,term_intervention,term_randomized,term_general_anaesthesia,term_opioid,term_pain,term_ponv,term_recovery_quality,term_gi_recovery,term_rescue_analgesia,term_hospital_stay,term_adverse_events,registered_outcome_terms,triage,status
1882881976,Larson 2010,"The effect of electroacustimulation on postoperative nausea, vomiting, and pain in outpatient plastic surgery patients: a prospective, randomized, blinded, clinical trial.",Plastic and reconstructive surgery  2010;125(3):989-994,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),98487d86bc9d3fd1b3c93f6251d94bb4c67cbb578193551726a57ec95e53ecb6,False,False,True,True,True,False,True,False,False,False,True,True,opioid;ponv;hospital_stay;adverse_events,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897168,Lee 2013,Electroacupuncture on PC6 prevents opioid-induced nausea and vomiting after laparoscopic surgery.,Chinese journal of integrative medicine  2013;19(4):277-81,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),6521ae0521fe344f5d33cb35862f9b1e26804cfc1efec1c07de077553de27180,False,True,True,False,True,False,True,False,False,False,True,True,opioid;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896838,Liang 2017,[Effect of Transcutaneous Acupoint Electrical Stimulation on Hemodynamic Fluctuation Caused by Loosing Tourniquet in Elderly Patients Undergoing Knee Joint Replacement].,Zhen ci yan jiu = Acupuncture research  2017;42(6):522-6,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,True,False,False,False,False,False,False,False,opioid,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896651,Li 2020,Impact of Electroacupuncture Stimulation on Postoperative Constipation for Patients Undergoing Brain Tumor Surgery.,The Journal of neuroscience nursing : journal of the American Association of Neuroscience Nurses  2020;52(5):257-262,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896846,Lin 2017,[Mechanism of acupoint transcutaneous electric stimulation on analgesic anesthesia in the patients undergoing general anesthesia anorectal operation].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2017;37(7):747-752,Publication language,20/08/26,FULL TEXT (retrieved PDF),fe23c6d826cb76d65e48e4c680d38787dd186f711dcbe8721595eabdf6b9d723,True,False,True,True,True,False,False,False,False,False,False,False,opioid,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896126,Li 2025,Effectiveness of an immediate postoperative electroacupuncture session for the recovery of gastrointestinal function after laparoscopic cholecystectomy: a randomized controlled trial.,Acupuncture in medicine : journal of the British Medical Acupuncture Society  2025;43(3):127-136,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),a2d6f71bce4e223ccb9f954034c6f276f6249ee90730943e81322800c7b7c208,False,True,True,True,True,True,True,False,True,False,False,True,opioid;pain;ponv;gi_recovery;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896900,Li 2017,Effects of Electroacupuncture Administered 24hours Prior to Surgery on Postoperative Nausea and Vomiting and Pain in Patients Undergoing Gynecologic Laparoscopic Surgery: A Feasibility Study.,"Explore (New York, N.Y.)  2017;13(5):313-318",Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),df5ef6dc3ad198bb1c03dfc2a3587653e1654853e8639d7ee41b56829949df06,False,True,True,True,True,True,True,False,True,False,False,True,opioid;pain;ponv;gi_recovery;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896245,Liu 2024,Perioperative Transcutaneous Electrical Acupoint Stimulation Reduces Postoperative Pain in Patients Undergoing Thoracoscopic Surgery: A Randomized Controlled Trial.,Pain research & management  2024;2024():5365456,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),8bc9389f8ff46475ca7aedae8a673965631bb07ac2b720b74a50d67a022ed27a,False,True,True,True,True,True,True,False,False,True,True,True,opioid;pain;ponv;rescue_analgesia;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896940,Liu 2017,Electroacupuncture for the prevention of postoperative gastrointestinal dysfunction in participants undergoing vascular laparotomy under general anesthesia: a randomized controlled trial.,Chinese medicine  2017;12():5,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),c603b8ae3301d5ca9047f2364ead8204a8db1504f4cc193512052c79d9db185a,False,True,True,True,True,True,False,False,True,False,True,True,opioid;pain;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897042,Liu 2015,Intraoperative and postoperative anaesthetic and analgesic effect of multipoint transcutaneous electrical acupuncture stimulation combined with sufentanil anaesthesia in patients undergoing supratentorial craniotomy.,Acupuncture in medicine : journal of the British Medical Acupuncture Society  2015;33(4):270-6,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),9cf5bec1437acb80b316e677836c7069282325820a6c6c9ceab4600976ec253c,False,True,True,True,True,True,True,True,False,False,True,True,opioid;pain;ponv;recovery_quality;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897366,Liu 2008,Evaluation of transcutaneous electroacupoint stimulation with the train-of-four mode for preventing nausea and vomiting after laparoscopic cholecystectomy.,Chinese journal of integrative medicine  2008;14(2):94-7,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),487f99283d177ac95061d4b3ccfa316ec878022d7b56fb7288963f58e1746db3,False,True,True,False,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896164,Li 2025,Transcutaneous Electrical Acupoint Stimulation Improves Postoperative Nutrition and Promotes Early Recovery of Gastrointestinal Function in Patients with Colorectal Cancer.,Combinatorial chemistry & high throughput screening  2025;28(1):64-73,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,False,True,False,False,True,False,True,False,False,True,ponv;gi_recovery;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881840820,Li 2016, Effect of transcutaneous electrical acupoint stimulation on postoperative cognitive function in patients undergoing radical thoracoscopic lung cancer operation,  2016; 34( 7): 1752‐1755,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881842163,Lu 2005, The Influence of Electroacupuncture-associated General Anesthesia on Use of Venous Analgetic Pump in Abdominal Postoperative Patients,  2005; 24( 4): 6‐7,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,True,True,False,False,False,True,False,False,False,opioid;gi_recovery,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896232,Luo 2024,Transcutaneous Pericardium 6 Acupoint Electrical Stimulation Provides Comparable Antiemetic Effect to Granisetron When Combined With Dexamethasone in Patients Undergoing Breast Cancer Surgery.,The Journal of surgical research  2024;303():81-88,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),578d8ea7e32724f55275369dcc076162db74b6fd4b91da8a49c4728f15591fc4,False,True,True,True,True,True,True,False,False,True,True,True,opioid;pain;ponv;rescue_analgesia;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879895925,Luo 2025,Impact of transcutaneous electrical acupoint stimulation combined with aromatherapy on postoperative nausea and vomiting in patients undergoing microvascular decompression surgery: A prospective randomized study.,Journal of anesthesia and translational medicine  2025;4(1):11-17,Wrong intervention,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,False,True,False,False,False,False,False,ponv,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896809,Lv 2018,Effects of transcutaneous acupoint electrical stimulation combined with low-dose sufentanil pretreatment on the incidence and severity of etomidate-induced myoclonus: A randomized controlled trial.,Medicine  2018;97(23):e10969,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),bc7d5b2c744850b79ef888b07294331b01ce0c184a66bd95b32d867c5e348d48,False,True,True,True,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897007,Ma 2015,[Impacts on oxidative stress in the patients with cardiac valve replacement treated with electroacupuncture at Neiguan (PC 6)].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2015;35(7):707-10,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896844,Mai 2017,[Influence of electroacupuncture pretreatment on intestinal function in the patients of colorectal cancer surgery].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2017;37(5):483-487,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,False,False,False,True,False,False,False,gi_recovery,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841842,Ma 2025, Effect of electroacupuncture stimulation combined with the enhanced recovery after surgery regimen on motor function recovery following total knee arthroplasty,  2025; 22( 1): 165,Wrong intervention,20/08/26,FULL TEXT (retrieved PDF),c34dc40ffe9acd322f78ff98424b450bc2b7fb2fe8d3859895e0ce449c89de33,False,True,False,False,True,True,False,False,False,False,True,True,opioid;pain;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841335,McMillan 1994, Transcutaneous electrical stimulation of Neiguan anti-emetic acupuncture point in controlling sickness following opioid analgesia in major orthopaedic surgery,  1994; 80( 1): 5‐9,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),094bac351f0e7ede81117bec1969b02515ecec412129f9d8ed7528fc2a7bdcbc,False,False,True,False,True,False,True,False,False,False,False,True,opioid;ponv;adverse_events,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896814,Mi 2018,[Effects of transcutaneous electrical acupoint stimulation on quality of recovery during early period after laparoscopic cholecystectomy].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2018;38(3):256-60,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),b4b95b51a4c0c9844a797f52445faa9d3a78892c02fa6f5139801d5f956928c7,True,True,True,False,True,True,True,True,False,False,False,False,opioid;pain;ponv;recovery_quality,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881842348,Ng 2021, ELECTROACUPUNCTURE COMBINED WITH FAST-TRACK PERIOPERATIVE PROGRAM FOR REDUCING DURATION OF POSTOPERATIVE ILEUS AND HOSPITAL STAY AFTER LAPAROSCOPIC COLORECTAL SURGERY: a RANDOMIZED CONTROLLED TRIAL,  2021; 160( 6): S‐892‐S‐893,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),bcc0edef7e1f82b641bb109ca8156e3e54fa5c77738b8b2dddfe2741c016438b,False,True,True,True,True,True,False,False,True,False,True,True,opioid;pain;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882881968,Ng 2010,Electroacupuncture for postoperative ileus after laparoscopic colorectal surgery: An interim analysis of a randomized sham-controlled study,Gastroenterology  2010;138(5):S869,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,False,True,False,True,False,True,True,ponv;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897339,Ni 2009,[Effect of transcutaneous acupoint electrical stimulation on lipid peroxidation and cognitive function in patients experiencing craniotomy].,Zhen ci yan jiu = Acupuncture research  2009;34(1):52-6,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896727,Oztas 2019,The effects of two different electrical stimulation methods on the pain intensity of the patients who had undergone abdominal surgery with a midline incision: Randomized controlled clinical trial.,Contemporary nurse  2019;55(2-3):122-138,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,False,True,True,True,True,True,True,False,False,True,False,True,opioid;pain;ponv;rescue_analgesia;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896469,Pang 2022,[Effect of electroacupuncture on gastrointestinal function of patients after laparoscopic cholecystectomy under general anesthesia].,Zhen ci yan jiu = Acupuncture research  2022;47(7):640-3,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),4ad35d169c59821694b07a1b7f9fcfd9272105dd961de5e89bd62bcb1107ccf5,True,True,True,False,False,False,False,False,False,False,False,True,adverse_events,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896880,Pan 2016,[A Randomized Controlled Clinical Trial for Electroacupuncture Treatment of Post-surgical Gastrointestinal Dysfunction in Patients Undergoing Laparotomy].,Zhen ci yan jiu = Acupuncture research  2016;41(5):457-61,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,False,False,False,True,False,True,True,gi_recovery;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896752,Pan 2019,[Effects of perioperative transcutaneous electrical acupoint stimulation on postoperative analgesia in patients undergoing shoulder arthroscopic surgery].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2019;39(1):19-23,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841296,Parkhomenko 2017, Post-operative pain management after percutaneous nephrolithotomy: a randomized double-blind controlled study assessing electro-acupuncture,  2017; 31(): A94,Study not retrieved,20/08/26,FULL TEXT (retrieved PDF),53e52bbe51765c77bad816b226ca0a15ac5db7f22015372ce62fbb1368902521,False,True,True,True,True,True,True,False,True,True,True,True,opioid;pain;ponv;gi_recovery;rescue_analgesia;hospital_stay;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896160,Pei 2025,Electroacupuncture Reduces Duration of Postoperative Ileus After Laparoscopic Gastrectomy for Gastric Cancer: A Multicenter Randomized Trial.,Gastroenterology  2025;169(1):73-84,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),d580044d859941012ff93c9c9826e25a9b2f1a405159aff2b02fa13eeece4a28,False,True,True,False,True,True,True,False,True,False,True,True,opioid;pain;ponv;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841314,Poulain 1997, Electroacupuncture analgesia in major abdominal and pelvic surgery: a randomised study,  1997; 15( 1): 10‐13,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),e6edd3aaa4addea17b18889d5a833dd70aecae60e0240fd0a979b3d5d62f1b9c,False,True,True,False,True,False,False,False,True,False,True,True,opioid;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896407,Qin 2023,The Effect of Transcutaneous Electrical Acupoint Stimulation on High-Risk Patients with PONV Undergoing Laparoscopic Gynecologic Surgery: A Randomized Controlled Trial.,Journal of clinical medicine  2023;12(3):,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),2ad3d03ec80146c42d9fa47f6b21459f982a126be522020f01d79658dec44507,False,True,True,True,True,True,True,True,True,False,True,True,opioid;pain;ponv;recovery_quality;gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896600,Qiu 2021,Perioperative Electroacupuncture Can Accelerate the Recovery of Gastrointestinal Function in Cancer Patients Undergoing Pancreatectomy or Gastrectomy: A Randomized Controlled Trial.,Evidence-based complementary and alternative medicine : eCAM  2021;2021():5594263,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,False,False,False,True,False,True,True,gi_recovery;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896568,Que 2021,Effects of Transcutaneous Electrical Acupoint Stimulation on Systemic Inflammatory Response Syndrome of Patients after Percutaneous Nephrolithotomy: A Randomized Controlled Trial.,Evidence-based complementary and alternative medicine : eCAM  2021;2021():5909956,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),f33462ab3fa9cb82c7ffb92ba3f79337e65a8dbabcf645aef33c2c86a8995fe0,False,True,True,True,True,False,True,False,False,False,True,True,opioid;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896678,Qu 2020,[Electroacupuncture of both single- and multi-acupoints promotes recovery of gastrointestinal function in laparoscopic cholecystectomy patients].,Zhen ci yan jiu = Acupuncture research  2020;45(2):136-40,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,False,False,True,False,True,False,False,False,ponv;gi_recovery,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881842189,Shi 2022, Electroacupuncture on adjuvant analgesia after total knee arthroplasty: a randomized controlled trail,  2022; 32( 2): 131‐136,Wrong setting,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,False,True,False,False,False,False,False,False,pain,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896637,Song 2020,"Effects of Transcutaneous Electrical Acupoint Stimulation on the Postoperative Sleep Quality and Pain of Patients After Video-Assisted Thoracoscopic Surgery: A Prospective, Randomized Controlled Trial.",Nature and science of sleep  2020;12():809-819,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,False,True,True,True,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896786,Sun 2018,Electroacupuncture Improves Cerebral Vasospasm and Functional Outcome of Patients With Aneurysmal Subarachnoid Hemorrhage.,Frontiers in neuroscience  2018;12():724,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),bf2a2be858dff0c3d48352b31202858960208de26237ba0ce4371742e0777874,False,True,True,False,True,False,False,False,False,False,False,True,opioid;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896040,Sun 2025,Efficacy of preoperative transcutaneous electrical acupoint stimulation in reducing postoperative delirium in older adults undergoing orthopedic surgery: a randomized controlled trial.,Frontiers in neurology  2025;16():1668610,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),c2272648e248087901658b7b9853dc15da0fc9c4c64f1c79514ddae339bac20c,False,True,True,True,True,True,True,False,False,True,True,True,opioid;pain;ponv;rescue_analgesia;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896622,Sun 2020,[Effect of transcutaneous electrical acupoint stimulation on venous thrombosis after lung cancer surgery: a randomized controlled trial].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2020;40(12):1304-8,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,False,False,False,False,False,False,False,,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896624,Szmit 2021,"Transcutaneous Electrical Acupoint Stimulation Reduces Postoperative Analgesic Requirement in Patients Undergoing Inguinal Hernia Repair: A Randomized, Placebo-Controlled Study.",Journal of clinical medicine  2021;10(1):,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),2a45730009de55f8953ed7f8d3e052d8e3a72e2ee51620b4ed800fcc67542b89,False,True,True,True,True,True,True,False,False,False,True,True,opioid;pain;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897177,Taghavi 2013,The effect of acupuncture on relieving pain after inguinal surgeries.,The Korean journal of pain  2013;26(1):46-50,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,True,True,False,False,False,False,False,True,opioid;pain;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841371,Taghavi 2014, The effect of acupuncture on relieving pain after inguinal surgeries,  2014; 84( 4): S35,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),56ceac6676d15f659b0afb7c60ae32a25d13cdfd5f44f47d1ec37b29c95517dd,False,True,True,False,True,True,False,False,False,False,False,True,opioid;pain;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879897164,Tang 2013,[Impacts of electroacupuncture at different frequencies on the postoperative nausea and vomiting of patients with laparoscopic surgery].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion  2013;33(2):159-62,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,False,False,True,False,False,False,False,False,ponv,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881840717,Tao 2023, Effect of transcutaneous electrical acupoint stimulation on postoperative gastrointestinal function in patients undergoing lumbar spinal surgery,  2023; 43( 9): 1103‐1107,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,False,True,False,False,True,False,True,False,False,False,ponv;gi_recovery,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1882880452,Tian 2025,Transcutaneous electrical acupoint stimulation reduces perioperative arrhythmia risk and improves recovery quality in laparoscopic cholecystectomy: mechanisms involving suppression of repolarization abnormalities induced by CO2 pneumoperitoneum,Zhen ci yan jiu = Acupuncture research  2025;51(3):374-380,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),a72a0aad5c24e0ca7f4959a4d9dfa484df4eb642c6de0af9c9fbfca3aa90ec4e,True,True,True,False,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879895943,Tian 2026,[Transcutaneous electrical acupoint stimulation reduces perioperative arrhythmia risk and improves recovery quality in laparoscopic cholecystectomy: mechanisms involving suppression of repolarization abnormalities induced by CO2 pneumoperitoneum].,Zhen ci yan jiu = Acupuncture research  2026;51(3):374-380,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,False,False,True,False,False,False,False,False,False,pain,RE-SCREEN: outcome terms present; intervention or language needs confirmation,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896548,Tian 2021,[Transcutaneous electrical acupoint stimulation promotes general anesthesia recovery in patients undergoing gastrointestinal surgery].,Zhen ci yan jiu = Acupuncture research  2021;46(11):963-6,Publication language,20/08/26,TITLE/ABSTRACT ONLY,,True,True,True,True,True,True,False,False,False,False,False,True,opioid;pain;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841828,Tong 2025," Effect of Electroacupuncture Added to ERAS on Perioperative Parameters and Postoperative Quality of Life in Breast Cancer: a Single-Center, Randomized Controlled Trial",  2025; 40( 3): 535‐543,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),239f9941eeb2b50408b93d6f109ced91954db5d96631b5f589afbfe58a5ed65e,False,True,True,True,True,False,False,False,False,False,False,True,opioid;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896229,Tong 2024,"Effect of Electroacupuncture Added to ERAS on Perioperative Parameters and Postoperative Quality of Life in Breast Cancer: A Single-Center, Randomized Controlled Trial.",Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses  2024;40(3):535-543,Wrong outcomes,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,True,False,False,False,False,False,False,True,opioid;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896482,Tong 2022,"Effect of Electroacupuncture Based on ERAS for Preoperative Anxiety in Breast Cancer Surgery: A Single-Center, Randomized, Controlled Trial.",Clinical breast cancer  2022;22(7):724-736,Wrong outcomes,20/08/26,FULL TEXT (retrieved PDF),23dad48cbdf1ac832a15d89578559057180e969e0b2a5e89a684f603cc6124f6,False,True,True,True,True,True,True,True,False,False,False,True,opioid;pain;ponv;recovery_quality;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1881841221,Tu 2019, Effect of transcutaneous electrical acupoint stimulation on postoperative analgesia after ureteroscopic lithotripsy: a randomized controlled trial,  2019; 47( 3): 279‐287,Wrong intervention,20/08/26,TITLE/ABSTRACT ONLY,,False,True,True,False,True,True,True,False,False,False,False,True,opioid;pain;ponv;adverse_events,NO MECHANICAL FLAG (reason retained pending human confirmation),TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
1879896817,Tu 2018,Effect of transcutaneous electrical acupoint stimulation on postoperative analgesia after ureteroscopic lithotripsy: a randomized controlled trial.,Urolithiasis  2018;47(3):279-287,Wrong outcomes,01/09/26,FULL TEXT (retrieved PDF),6ddb94cd5d75214885639bb80719c17cbbb8728f7459cff870d35670194f0847,False,True,True,True,True,True,True,False,False,False,True,True,opioid;pain;ponv;hospital_stay;adverse_events,PRIORITY RE-SCREEN: registered outcome terms present,TRIAGE FLAG ONLY — NOT AN ELIGIBILITY DECISION
