record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0199,V34_B3_001,Tu 2024,Vomiting,Vomiting incidence,0–2 h after craniotomy,0-2h after craniotomy,Events/total,TEAS,Sham,Postoperative TEAS at bilateral P6,Sham TEAS / no current at bilateral P6,participants,57.0,58.0,,,,,4.0,10.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis (115 analyzed),https://drive.google.com/file/d/1xQ9SbXVZblphUrb0-T9xpnAXk-_z5nBX/view?usp=drivesdk,PDF p. 4; Table 3,,-0.898899,0.56144,logRR,Uncorrected log risk ratio,1,,
AUDIT-0233,V34_B3_035,Sun 2017,Vomiting,Vomiting,Within 48 h after surgery,within 48h after surgery,Published percentage (95% CI),TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),percent,91.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,
AUDIT-0234,V34_B3_036,Sun 2017,Vomiting,Vomiting,Within 48 h after surgery,within 48h after surgery,Published percentage (95% CI),TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),percent,91.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,
AUDIT-0235,V34_B3_037,Sun 2017,Vomiting,Vomiting,Within 48 h after surgery,within 48h after surgery,Published percentage (95% CI),TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),percent,89.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,
AUDIT-0294,V34_B3_096,Lu 2021,Vomiting,Vomiting incidence,0–24 h,0-24h,Events/total,TEAS,Sham,Single PC6 TEAS,Sham/no current,participants,198.0,188.0,,,,,21.0,22.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.098345,0.287583,logRR,Uncorrected log risk ratio,1,,
AUDIT-0295,V34_B3_097,Lu 2021,Vomiting,Vomiting incidence,0–24 h,0-24h,Events/total,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,participants,190.0,188.0,,,,,22.0,22.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.010582,0.28342,logRR,Uncorrected log risk ratio,1,,
AUDIT-0323,V34_B4_004,Wang 2024,Vomiting,Vomiting incidence,0–6 h combined,0-6h combined,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,SNVP: ondansetron+dexamethasone+TEAS (SNVP-ODT),SNVP: ondansetron+dexamethasone (SNVP-OD),participants,33.0,35.0,,,,,7.0,19.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis within SNVP risk stratum,https://drive.google.com/file/d/1U8tkq6mKFO0IkA2glfgLjN4Krwku3FZn/view?usp=drivesdk,"Breast Cancer 2024;31:926,931–932; Abstract + Results text",,-0.939688,0.369614,logRR,Uncorrected log risk ratio,1,,
AUDIT-0336,V34_B4_017,Zheng 2025,Vomiting,Vomiting incidence,0–2 h,0-2h,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,5.0,11.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6455; Table 2,,-0.764927,0.493805,logRR,Uncorrected log risk ratio,1,,
AUDIT-0337,V34_B4_018,Zheng 2025,Vomiting,Vomiting incidence,2–4 h,2-4h,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,3.0,5.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6455; Table 2,,-0.487295,0.697329,logRR,Uncorrected log risk ratio,1,,
AUDIT-0338,V34_B4_019,Zheng 2025,Vomiting,Vomiting incidence,4–6 h,4-6h,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,2.0,4.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6455; Table 2,,-0.669617,0.838412,logRR,Uncorrected log risk ratio,1,,
AUDIT-0339,V34_B4_020,Zheng 2025,Vomiting,Vomiting incidence,6–24 h,6-24h,Events/total,TEAS,Sham,Perioperative TEAS,Sham/no current,participants,42.0,43.0,,,,,0.0,1.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6455; Table 2,,-1.075623,1.618853,logRR,0.5 added to all four cells,1,,
