record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se
AUDIT-0157,V34_B2_007,Gu 2019,Patient satisfaction,Very satisfied,36 h postoperatively,36h postoperatively,Events/total,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),participants,58.0,59.0,,,,,32.0,9.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15; Table 4,,1.285606,0.328893,logRR,Uncorrected log risk ratio,1,,
AUDIT-0158,V34_B2_008,Gu 2019,Patient satisfaction,Satisfied,36 h postoperatively,36h postoperatively,Events/total,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),participants,58.0,59.0,,,,,19.0,32.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15; Table 4,,-0.504202,0.222915,logRR,Uncorrected log risk ratio,1,,
AUDIT-0159,V34_B2_009,Gu 2019,Patient satisfaction,Moderately satisfied,36 h postoperatively,36h postoperatively,Events/total,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),participants,58.0,59.0,,,,,7.0,16.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15; Table 4,,-0.809584,0.413723,logRR,Uncorrected log risk ratio,1,,
AUDIT-0160,V34_B2_010,Gu 2019,Patient satisfaction,Not satisfied,36 h postoperatively,36h postoperatively,Events/total,TEAS,Sham,Long-duration TEAS (L-TEAS),Placebo/no-current TEAS (C-TEAS),participants,58.0,59.0,,,,,0.0,2.0,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1NCXaZLL5HOq_1vsb7FT_TPpikBkG_BLo/view?usp=drivesdk,p. 15; Table 4,,-1.592631,1.538306,logRR,0.5 added to all four cells,1,,
AUDIT-0181,V34_B2_031,Jiang 2026,Healthcare utilization,Hospital cost,Hospitalization,hospitalization,Median/IQR,TEAS,Sham,Perioperative TEAS,Sham/no-current TEAS,Chinese yuan,294.0,293.0,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,Per-protocol for secondary outcomes,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,PDF p. 5; Table 4,,,,,,1,,
AUDIT-0188,V34_B2_038,Wang 2023,Sleep quality,PSQI and AIS postoperative sleep quality,POD3,pod3,Graph only,TEAS,Sham,Nighttime TEAS,Sham/no-current TEAS,PSQI and AIS scores,40.0,43.0,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis after protocol breaches,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,p. 714; Figure 3,,,,,,1,,
AUDIT-0239,V34_B3_041,Sun 2017,Patient satisfaction,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,postoperative assessment; exact clock time not separately stated,Published percentage (95% CI),TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),percent,91.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,
AUDIT-0240,V34_B3_042,Sun 2017,Patient satisfaction,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,postoperative assessment; exact clock time not separately stated,Published percentage (95% CI),TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),percent,91.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,
AUDIT-0241,V34_B3_043,Sun 2017,Patient satisfaction,Patient satisfaction — extremely satisfied,Postoperative assessment; exact clock time not separately stated,postoperative assessment; exact clock time not separately stated,Published percentage (95% CI),TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),percent,89.0,90.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,,,,,1,,
AUDIT-0245,V34_B3_047,Sun 2017,Functional recovery,Extubation time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),minutes,91.0,90.0,20.8,15.8,22.5,13.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.7,2.163168,MD,Native MD; no pooled interpretation without compatible model.,1,-0.116225,0.148787
AUDIT-0246,V34_B3_048,Sun 2017,Functional recovery,Extubation time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),minutes,91.0,90.0,18.4,10.1,22.5,13.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-4.1,1.748425,MD,Native MD; no pooled interpretation without compatible model.,1,-0.347647,0.14978
AUDIT-0247,V34_B3_049,Sun 2017,Functional recovery,Extubation time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),minutes,89.0,90.0,21.5,12.3,22.5,13.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.0,1.9068,MD,Native MD; no pooled interpretation without compatible model.,1,-0.078034,0.149546
AUDIT-0248,V34_B3_050,Sun 2017,Functional recovery — PACU,Length of stay in PACU,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative true TEAS only (TSS),All-period sham TEAS (SSS),minutes,91.0,90.0,62.2,19.4,66.0,16.0,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-3.8,2.64202,MD,Native MD; no pooled interpretation without compatible model.,1,-0.212696,0.149081
AUDIT-0249,V34_B3_051,Sun 2017,Functional recovery — PACU,Length of stay in PACU,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + intraoperative true TEAS (TTS),All-period sham TEAS (SSS),minutes,91.0,90.0,62.7,16.3,66.0,16.0,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-3.3,2.400857,MD,Native MD; no pooled interpretation without compatible model.,1,-0.203458,0.149045
AUDIT-0250,V34_B3_052,Sun 2017,Functional recovery — PACU,Length of stay in PACU,Postoperative,postoperative,Mean/SD,TEAS,Sham,Preoperative + postoperative true TEAS (TST),All-period sham TEAS (SSS),minutes,89.0,90.0,64.8,15.5,66.0,16.0,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case/completer analysis,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,Clin J Pain 2017;33:344; Table 2,,-1.2,2.354545,MD,Native MD; no pooled interpretation without compatible model.,1,-0.075851,0.149543
AUDIT-0282,V34_B3_084,Lu 2021,Functional recovery,Time to first verbal response,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,minutes,198.0,188.0,9.1,4.4,9.2,5.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.485931,MD,Native MD; no pooled interpretation without compatible model.,1,-0.020995,0.101834
AUDIT-0283,V34_B3_085,Lu 2021,Functional recovery,Time to first verbal response,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,minutes,190.0,188.0,9.1,4.9,9.2,5.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.514509,MD,Native MD; no pooled interpretation without compatible model.,1,-0.019958,0.102873
AUDIT-0284,V34_B3_086,Lu 2021,Functional recovery,Time to extubation,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,minutes,198.0,188.0,10.4,4.8,10.7,5.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.3,0.549111,MD,Native MD; no pooled interpretation without compatible model.,1,-0.05582,0.101851
AUDIT-0285,V34_B3_087,Lu 2021,Functional recovery,Time to extubation,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,minutes,190.0,188.0,10.6,5.2,10.7,5.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,-0.1,0.572255,MD,Native MD; no pooled interpretation without compatible model.,1,-0.017952,0.102872
AUDIT-0298,V34_B3_100,Lu 2021,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,by 24h after surgery,Mean/SD,TEAS,Sham,Single PC6 TEAS,Sham/no current,satisfaction score; scale range not stated in retrieved table text,198.0,188.0,8.2,1.1,8.2,0.9,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,,,,,1,,
AUDIT-0299,V34_B3_101,Lu 2021,Patient satisfaction,Analgesia satisfaction score,By 24 h after surgery,by 24h after surgery,Mean/SD,TEAS,Sham,Combined PC6+CV17 TEAS,Sham/no current,satisfaction score; scale range not stated in retrieved table text,190.0,188.0,8.4,0.9,8.2,0.9,,,HOLD,"Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC.",ROB2_RESULT_SPECIFIC_PENDING,Intention-to-treat,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,"Journal of Clinical Anesthesia 74 (2021), Table 3; Table 3",,,,,,1,,
AUDIT-0308,V34_B3_110,Long 2025,Functional recovery,Extubation time,Immediate postoperative recovery,immediate postoperative recovery,Mean/SD,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),minutes,27.0,26.0,7.44,6.03,10.85,8.44,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 5 / Results; Table 5",,-3.41,2.021498,MD,Native MD; no pooled interpretation without compatible model.,1,-0.459508,0.278371
AUDIT-0309,V34_B3_111,Long 2025,Functional recovery — PACU,Recovery-room stay >30 min,Immediate postoperative recovery,immediate postoperative recovery,Published percentage,EA,Sham,Perioperative electrical acupoint stimulation (Group A),Electrodes/no current control (Group C),percent,27.0,26.0,,,,,,,NARRATIVE ONLY,Printed percentage/CI retained; event counts not reverse-engineered.,ROB2_RESULT_SPECIFIC_PENDING,Available-case analysis; source denominator inconsistencies noted,https://drive.google.com/file/d/1LDqtQLq9-kZLP0Vv_G3iiK8QKjy4pRXP/view?usp=drivesdk,"Injury 56 (2025), Table 5 / Results; Table 5",,,,,,1,,
AUDIT-0344,V34_B4_025,Zheng 2025,Sleep quality,PSQI score,24 h,24 h point,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,PSQI points,42.0,43.0,11.5,6.9,15.7,8.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 4,,-4.2,1.630762,MD,Native MD; no pooled interpretation without compatible model.,1,-0.552628,0.221047
AUDIT-0345,V34_B4_026,Zheng 2025,Sleep quality,PSQI score,48 h,48h,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,PSQI points,42.0,43.0,7.4,5.2,10.6,5.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6458; Table 4,,-3.2,1.14976,MD,Native MD; no pooled interpretation without compatible model.,1,-0.598059,0.221742
AUDIT-0348,V34_B4_029,Zheng 2025,Functional recovery,Wake-up time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,minutes,42.0,43.0,12.9,2.5,13.0,2.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6457–6458; Table 3,,-0.1,0.531755,MD,Native MD; no pooled interpretation without compatible model.,1,-0.040448,0.216968
AUDIT-0349,V34_B4_030,Zheng 2025,Functional recovery — PACU,PACU stay time,Postoperative,postoperative,Mean/SD,TEAS,Sham,Perioperative TEAS,Sham/no current,minutes,42.0,43.0,26.8,4.4,28.0,8.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,Modified intention-to-treat / completer analysis reported in Table 1,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,Journal of Pain Research 2025;18:6457–6458; Table 3,,-1.2,1.409527,MD,Native MD; no pooled interpretation without compatible model.,1,-0.18184,0.217393
