"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"1245","13","45","3037","Can peri-surgical electroacupuncture relieve immunity suppression? A pilot study in dogs","Rabbogliatti","2024","English","yes","NO","EXCLUDE_ANIMAL","The peri-surgical EA pilot study was conducted in dogs.","The peri-surgical EA pilot study was conducted in dogs.","high","animal_study","yes","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:31.848Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1246","13","46","3041","EP126 ANALGESIC EFFECT OF TRANSCUTANEOUS ELECTRICAL ACUSTIMULATION AND CHOLINERGIC ANTIINFLAMMATORY MECHANISMS ON POST-OPERATIVE RECOVERY OF ENDOSCOPIC RETROGRAGE CHOLANGIOPANCREATOGRAPHY","Wu","2024","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:32.798Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1247","13","47","3043","Efficacy of Transcutaneous Electrical Acupoint Stimulation on Chronic Pain and Survival in Patients Undergoing Hepatectomy: a Prospective, Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","high","other","unclear","0","2","results|timing_or_design","likely","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:17:33.554Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1248","13","48","3046","Evaluation of an intervention to increase nonopioid pain management utilization in the emergency department","Lindros","2024","English","yes","NO","EXCLUDE_NON_SURGICAL","Emergency-department pain-management program evaluation is not operative perioperative care.","Emergency-department pain-management program evaluation is not operative perioperative care.","high","primary_results","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:34.342Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1249","13","49","3047","The Efficacy of Acupuncture-type Transcutaneous Electrical Nerve Stimulation as an Adjunct Analgesic in Reducing Pain During Ultrasound-guided Manual Vacuum Aspiration: A Prospective, Single- Blinded Two-arm Randomized Controlled Trial.","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:35.087Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1250","13","50","3051","Effect of Percutaneous Acupoint Electrical Stimulation on Delirium After Thoracoscopic Pneumonectomy","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","high","other","unclear","0","2","results|timing_or_design","likely","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:17:36.123Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1251","13","51","3052","The efficacy of electroacupuncture in among early diabetic patients with lower limb arteriosclerotic wounds","Sang","2024","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:37.120Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1252","13","52","3056","Preliminary study of the consciousness-promotion mechanism of electroacupuncture in comatose patients with diffuse axonal injuries","Dai","2024","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:37.882Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1253","13","53","3058","Efficacy of Transcutaneous Electrical Acupoint Stimulation on Postoperative Pain and Recovery in Patients Undergoing Hepatectomy：a Prospective, Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","high","other","unclear","0","2","results|timing_or_design","likely","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:17:38.633Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1254","13","54","3060","Specific Model Electroacupuncture Stimulation Promotes Paclitaxel Delivery Across the BBB for Postoperative Glioma Patients: A Randomized Controlled Study","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","Abstract-free citation does not establish primary results and leaves at least one additional essential criterion such as timing, randomization, comparator, or clinical outcome unsupported.","high","other","unclear","0","2","results|timing_or_design","likely","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","unclear","no","no","yes","2026-07-28T17:17:39.524Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1255","13","55","3065","Modulation of Host Inflammatory Response With Electro Acupuncture as an Adjunct to Non-Surgical Periodontal Therapy: A Randomized Clinical Trial","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:40.547Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1256","13","56","3067","Comparison of the Effectiveness of Telerehabilitation With Transcutaneous Electrical Nerve Stimulation on Pain and Functionality in Individuals With Chronic Neck Pain: Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_NON_SURGICAL","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","The study concerns a non-operative endoscopic, dental, emergency, wound-care, neurologic, or chronic-pain setting outside eligible surgery under general anesthesia.","high","primary_results","yes","0","0","","no","yes","TEAS/EA or other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:41.309Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1257","13","57","3069","Effect and mechanism of needleless transcutaneous neuromodulation on gastrointestinal function after pancreaticoduodenectomy","Wu","2024","English","yes","MAYBE","UNCERTAIN_TIMING","Randomized sham-controlled transcutaneous stimulation at ST36 and PC6 after pancreaticoduodenectomy reports clinical gastrointestinal recovery, but treatment beginning on postoperative day 1 does not prove initiation within 24 hours.","Randomized sham-controlled transcutaneous stimulation at ST36 and PC6 after pancreaticoduodenectomy reports clinical gastrointestinal recovery, but treatment beginning on postoperative day 1 does not prove initiation within 24 hours.","high","primary_results","yes","7","1","timing","yes","yes","TEAS","sham at non-acupoints","yes","yes","unclear","Twice daily from postoperative day 1 through day 7.","yes","no","no","yes","2026-07-28T17:17:42.062Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1258","13","58","3073","Comparing Stump Closure Techniques: Polymeric Clips vs. Extracorporeal Knots in Laparoscopic Appendectomy","Kanojiya","2024","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The appendectomy study compares surgical stump-closure techniques and contains no electrical acupoint intervention.","The appendectomy study compares surgical stump-closure techniques and contains no electrical acupoint intervention.","high","primary_results","unclear","0","0","","unclear","unclear","none","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:42.984Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1259","13","59","3079","Non-Surgical Management of Urinary Incontinence","Al-Dossari","2024","English","yes","NO","EXCLUDE_SECONDARY_RESEARCH","This is a review of non-surgical urinary-incontinence management rather than an original perioperative trial.","This is a review of non-surgical urinary-incontinence management rather than an original perioperative trial.","high","narrative_review","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:17:43.786Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1260","13","60","3092","Effect of Transcutaneous Electrical Acupoint Stimulation on Postoperative Delirium and EEG Characteristic Parameters in Elderly Patients Undergoing Abdominal Surgery Under General Anesthesia","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free perioperative electrical-acupuncture title leaves participant results plus timing, comparator, or randomization insufficiently supported.","Abstract-free perioperative electrical-acupuncture title leaves participant results plus timing, comparator, or randomization insufficiently supported.","high","other","unclear","0","2","results|timing_or_design","yes","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","yes","no","no","yes","2026-07-28T17:18:25.865Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1261","13","61","3093","Increase of Arterial Stiffness in Patients with Polycythemia Vera","Mulas","2023","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:26.694Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1262","13","62","3095","Electroacupuncture regulates microglial polarization via inhibiting NF-κB/COX2 pathway following traumatic brain injury","Zhang","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","EA treats traumatic-brain-injury sequelae outside an acute operative perioperative context.","EA treats traumatic-brain-injury sequelae outside an acute operative perioperative context.","high","primary_results","yes","0","0","","no","unclear","EA","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:27.449Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1263","13","63","3098","Effect of application of Transcutaneous Electrical Nerve Stimulation on acupoints (Acu-TENS) on cigarette smoke-induced COPD-like animal model","Fung","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:28.345Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1264","13","64","3100","Investigation of the Hemodynamic, Cardioprotective and Anti-inflammatory Effectiveness of Electroacupuncture in Patients Undergoing Coronary Artery Bypass Surgery: Randomized, Controlled Study.","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free perioperative electrical-acupuncture title leaves participant results plus timing, comparator, or randomization insufficiently supported.","Abstract-free perioperative electrical-acupuncture title leaves participant results plus timing, comparator, or randomization insufficiently supported.","high","other","unclear","0","2","results|timing_or_design","yes","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","yes","no","no","yes","2026-07-28T17:18:29.333Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1265","13","65","3103","Acupuncture Treatment for Breast Cancer-Related Lymphedema: A Randomized Pilot Study","Friedman","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","Acupuncture treats chronic breast-cancer-related lymphedema, not acute operative recovery.","Acupuncture treats chronic breast-cancer-related lymphedema, not acute operative recovery.","high","primary_results","yes","0","0","","no","unclear","manual acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:30.252Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1266","13","66","3106","Effects of electroacupuncture at ST36 and BL20 on the diabetic rat testis","Kizilay","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:31.183Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1267","13","67","3108","The Effect of a Fast-mimicking Diet on Periodontal Clinical and Systemic Response to Non-surgical Treatment of Stage III-IV Periodontitis: a Multi-centre Randomised Controlled Trial With Internal Pilot","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:31.982Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1268","13","68","3110","Effects of Governor Vessel electroacupuncture on chloridion homeostasis in the cortex of rats with limb spasm after cerebral ischemia-reperfusion","Wang","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:32.882Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1269","13","69","3111","Electroacupuncture combined with bone marrow mesenchymal stem cell transplantation promotes repair of thin endometrium by regulating SDF-1/CXCR4 signaling","Hao","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:33.538Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1270","13","70","3119","Efficacy of P6 Acupressure Band For Prevention of Postoperative Nausea and Vomiting In Children: A Randomized Controlled Trial","Unknown","unclear","English","yes","NO","EXCLUDE_PEDIATRIC_POPULATION","P6 acupressure band is non-electrical and the trial is pediatric-only.","P6 acupressure band is non-electrical and the trial is pediatric-only.","high","primary_results","unclear","0","0","","unclear","unclear","acupressure","not_applicable","not_applicable","not_applicable","yes","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:34.495Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1271","13","71","3120","Effect of Proprioceptive Training Using Head Mounted Laser in Chronic Mechanical Neck Pain","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:36.022Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1272","13","72","3121","Electroacupuncture Promotes Gastrointestinal Functional Recovery After Radical Colorectal Cancer Surgery: a Multicenter Randomized Controlled Study","Unknown","unclear","English","yes","NO","EXCLUDE_MULTIPLE_UNCERTAINTIES","Abstract-free perioperative electrical-acupuncture title leaves participant results plus timing, comparator, or randomization insufficiently supported.","Abstract-free perioperative electrical-acupuncture title leaves participant results plus timing, comparator, or randomization insufficiently supported.","high","other","unclear","0","2","results|timing_or_design","yes","unclear","TEAS/EA","not_applicable","not_applicable","not_applicable","unclear","not_applicable","yes","no","no","yes","2026-07-28T17:18:36.833Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1273","13","73","3125","Preliminary Study on Microvasculature Normalization Induced by Peritumoral Electroacupuncture in Mice With Breast Cancer Xenografts","Chang","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:37.474Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1274","13","74","3126","DIABETIC PERIPHERAL NEUROPATHY AND INTERVENTIONAL PROCEDURES","Moon","2023","English","yes","NO","EXCLUDE_SECONDARY_RESEARCH","This is a review of diabetic peripheral neuropathy procedures, not an original perioperative trial.","This is a review of diabetic peripheral neuropathy procedures, not an original perioperative trial.","high","narrative_review","no","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:38.425Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1275","13","75","3129","Effect of Whole-process Transcutaneous Electrical Acupoint Stimulation on Opioid Consumption After Gastrointestinal Laparoscopic Surgery: a Prospective, Randomised, Blinded, Placebo-controlled Study","Unknown","unclear","English","yes","MAYBE","UNCERTAIN_RESULTS_REPORTED","Title strongly supports whole-process TEAS, placebo control, randomization, general-anesthesia laparoscopic surgery, and opioid outcome, but the abstract-free citation does not confirm participant results.","Title strongly supports whole-process TEAS, placebo control, randomization, general-anesthesia laparoscopic surgery, and opioid outcome, but the abstract-free citation does not confirm participant results.","high","other","unclear","7","1","results_reported","yes","yes","TEAS","placebo TEAS","yes","yes","yes","Whole-process perioperative stimulation.","yes","no","no","yes","2026-07-28T17:18:39.271Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1276","13","76","3130","Optimizing Impact of Manual Therapy and Exercise on Lumbar Spinal Stenosis With Neurogenic Claudication: A Multi-Site Feasibility Study","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:40.115Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1277","13","77","3131","The Effect of TENS Applied in the Early Postpartum Period on Incision Healing, Pain and Comfort","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:40.723Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1278","13","78","3132","Clinical and Radiographic Outcomes of Total Elbow Arthroplasty Using a Semi-constrained Prosthesis with a Triceps-preserving Approach over a Minimum Follow-up Period of 4 Years","Zhang","2023","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:41.363Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1279","13","79","3134","Randomized single-blinded prospective comparison between ozone therapy and electroacupuncture for canine thoracolumbar disk disease","Sumida","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:42.139Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1280","13","80","3135","Electroacupuncture alleviates cognitive dysfunction and neuronal pyroptosis in septic mice","Li","2023","English","yes","NO","EXCLUDE_ANIMAL","The study was conducted in rats, mice, or dogs rather than human surgical patients.","The study was conducted in rats, mice, or dogs rather than human surgical patients.","high","animal_study","yes","0","0","","no","unclear","unclear","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:45.427Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1281","13","81","3138","Investigation of the Effectiveness of Dry Cupping Therapy on Rotator Cuff Injuries","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:46.276Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1282","13","82","3140","Comparative Effectiveness of Non-pharmacological Treatment and Pharmacological Treatment for Non-acute Lumbar Disc Herniation: a Multi-centered, Pragmatic Randomized Controlled, Parallel-grouped Study","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:46.900Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1283","13","83","3141","Effect of acupuncture versus usual care on sleep quality in cancer survivors with chronic pain: Secondary analysis of a randomized clinical trial","Yang","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","Secondary analysis concerns acupuncture for chronic pain and sleep in cancer survivors, outside operative perioperative care.","Secondary analysis concerns acupuncture for chronic pain and sleep in cancer survivors, outside operative perioperative care.","high","secondary_report","yes","0","0","","no","unclear","acupuncture","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:47.531Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1284","13","84","3144","The Efficacy of Laser Acupuncture on the Diabetes-induced Peripheral Neuropathy: Basic and Clinical Research","Unknown","unclear","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","The record does not evaluate eligible TEAS or needle-based EA at recognized body acupoints in operative care.","high","primary_results","unclear","0","0","","no","unclear","wrong or non-acupoint intervention","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:18:48.156Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1285","13","85","3152","TRANSCUTANEOUS ELECTRIC NERVE STIMULATION ON ACUPOINTS (ACUTENS) FOR LOW ANTERIOR RESECTION SYNDROME","Futaba","2023","English","yes","NO","EXCLUDE_TIMING","Acu-TENS treats established low anterior resection syndrome after colorectal surgery, outside the acute perioperative period.","Acu-TENS treats established low anterior resection syndrome after colorectal surgery, outside the acute perioperative period.","high","primary_results","unclear","0","0","","no","unclear","TEAS","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:39.184Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"1286","13","86","3153","Phase I Study on the Safety of Locally Delivered Allogeneic Mesenchymal Stem Cells for Promoting Corneal Repair","Chang","2023","English","yes","NO","EXCLUDE_NON_SURGICAL","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","The record concerns a non-surgical condition, healthy volunteers, rehabilitation, or an ineligible non-electrical intervention outside acute operative care.","high","primary_results","unclear","0","0","","no","unclear","acupuncture/other","not_applicable","not_applicable","not_applicable","no","not_applicable","not_applicable","no","no","yes","2026-07-28T17:19:39.787Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
