lock_id,target,endpoint_stratum,study,comparison_id,intervention,comparator,outcome,time_window,data_type,n_i,n_c,mean_i,sd_i,median_i,q1_i,q3_i,events_i,mean_c,sd_c,median_c,q1_c,q3_c,events_c,unit,reported_p,derived_effect_measure,derived_effect,rob_overall,include_strict,include_sensitivity,narrative_only,author_priority,p1_disposition,analysis_action,overlap_family,hold_reason,shared_control_issue,source_qc,record_status,source_url,Sourceverifiedresult,rob_d1,rob_d2,rob_d3,rob_d4,rob_d5,result_rob,KeyQCnote
F-PCA-008,F-PCA,F_PCA_behavior,Lee 2011,LEE11_HIGH_vs_SHAM_PCADEMAND24,100-Hz SSP,Sham SSP,Total PCA demands,0-24 h,Mean/SD,12,12,52.17,21.87,,,,,74.18000000000001,39.33,,,,,PCA demands,Direct active-vs-sham pairwise P not reported,MD,-22.01000000000001,Some concerns,0,1,0,P2,,SENSITIVITY_MODEL,,,Yes,Four-arm study; preserve shared sham control. Two low-frequency participants excluded.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1kQDSBtx3OpFOsim5oUMwhpfHOqaMy8Q9/view?usp=drivesdk,Sham74.18±39.33; high52.17±21.87; low41.60±36.47,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Direct active-vs-sham pairwise P values not reported.
F-PCA-009,F-PCA,F_PCA_behavior,Lu 2022,LU22_TEAS_vs_CTRL_PCAATTEMPT72,TEAS + ERAS,No-current control + ERAS,PCA attempts,72 h,Median/IQR,47,47,,,13,5,24,,,,24.5,13,46,,attempts,0.002,,,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,24h attempts8.0 vs16.5; deliveries5.0 vs12.0,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.
F-PCA-009,F-PCA,F_PCA_behavior,Lu 2022,LU22_TEAS_vs_CTRL_PCAATTEMPT48,TEAS + ERAS,No-current control + ERAS,PCA attempts,48 h,Median/IQR,47,47,,,13,5,22,,,,26,11.5,45.5,,attempts,0.002,,,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,24h attempts8.0 vs16.5; deliveries5.0 vs12.0,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.
F-PCA-009,F-PCA,F_PCA_behavior,Lu 2022,LU22_TEAS_vs_CTRL_PCADELIV24,TEAS + ERAS,No-current control + ERAS,Successful PCA deliveries,24 h,Median/IQR,47,47,,,5,2,12,,,,12,6,22,,deliveries,0.001,,,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,Do not convert successful deliveries into opioid dose because the PCA prescription is absent,SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,24h attempts8.0 vs16.5; deliveries5.0 vs12.0,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.
F-PCA-009,F-PCA,F_PCA_behavior,Lu 2022,LU22_TEAS_vs_CTRL_PCADELIV48,TEAS + ERAS,No-current control + ERAS,Successful PCA deliveries,48 h,Median/IQR,47,47,,,7,3,14,,,,16.5,8,35,,deliveries,0.001,,,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,24h attempts8.0 vs16.5; deliveries5.0 vs12.0,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.
F-PCA-009,F-PCA,F_PCA_behavior,Lu 2022,LU22_TEAS_vs_CTRL_PCADELIV72,TEAS + ERAS,No-current control + ERAS,Successful PCA deliveries,72 h,Median/IQR,47,47,,,7,3,20,,,,16.5,10,36,,deliveries,0.003,,,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,"Patient blinding difficult; PCA drug/concentration/settings not reported, so do not convert to opioid dose.",SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,24h attempts8.0 vs16.5; deliveries5.0 vs12.0,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.
F-PCA-009,F-PCA,F_PCA_behavior,Lu 2022,LU22_TEAS_vs_CTRL_PCAATTEMPT24,TEAS + ERAS,No-current control + ERAS,PCA attempts,24 h,Median/IQR,47,47,,,8,3,18,,,,16.5,8,38,,attempts,0.001,,,High,0,1,0,P2,,SENSITIVITY_MODEL,,,No,"PCA drug, bolus dose, concentration, basal infusion and lockout are not reported",SOURCE-VERIFIED / DOSE NOT RECONSTRUCTABLE,https://drive.google.com/file/d/12Y86huNMuLC8cPH-L2vwlEd7r1X1Qela/view?usp=drivesdk,24h attempts8.0 vs16.5; deliveries5.0 vs12.0,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.
F-PCA-010,F-PCA,F_PCA_behavior,Yeh 2010,YEH10_AES_vs_SHAM_PCAPUSH24,True-acupoint AES,Electrical sham/nonmeridian AES,PCA button pushes,0-24 h,Mean/SD,33,30,25.3,28.5,,,,,47.4,39.7,,,,,button pushes,Direct AES-vs-sham pairwise P not reported,MD,-22.1,Some concerns,0,0,1,P1,HARD_HOLD_DEPENDENCY,HARD_HOLD,YEH_SPINE_AES_POSSIBLE_OVERLAP,HOLD overlap review,Yes,Potential overlapping publication family with Yeh2011; do not count both independently.,SOURCE-VERIFIED / AF-NORMALIZED / DUPLICATE-OVERLAP HOLD,https://drive.google.com/file/d/1a1s31PQPWGnaVkYUtNUxO22F3QFTcwmi/view?usp=drivesdk,True25.3±28.5 vs sham47.4±39.7,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Potential overlap with Yeh2011.
F-PCA-011,F-PCA,F_PCA_behavior,Lin 2002,LIN02_HIGH_vs_SHAM_PCADEMAND24,100-Hz EA,Sham EA,Total PCA demands,Postoperative hour1 through hour24,Mean/SD,25,25,7.9,5.9,,,,,16.1,7.4,,,,,PCA demands,Pairwise P not reported,MD,-8.200000000000001,High,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Active electrical stimulation vs no-current sham may unmask patient-generated PCA behavior.,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/1Q5dNOPkf4PB_ctbHu1_3v3UIMIJzKRw9/view?usp=drivesdk,Sham16.1±7.4; low11.7±7.1; high7.9±5.9,Some concerns,Some concerns,Low,High,Some concerns,High,Behavioral endpoint.
F-PCA-011,F-PCA,F_PCA_behavior,Lin 2002,LIN02_LOW_vs_SHAM_PCADEMAND24,2-Hz EA,Sham EA,Total PCA demands,Postoperative hour1 through hour24,Mean/SD,25,25,11.7,7.1,,,,,16.1,7.4,,,,,PCA demands,Pairwise P not reported,MD,-4.400000000000002,High,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Active electrical stimulation vs no-current sham may unmask patient-generated PCA behavior.,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/1Q5dNOPkf4PB_ctbHu1_3v3UIMIJzKRw9/view?usp=drivesdk,Sham16.1±7.4; low11.7±7.1; high7.9±5.9,Some concerns,Some concerns,Low,High,Some concerns,High,Behavioral endpoint.
F-PCA-012,F-PCA,F_PCA_behavior,Yeh 2011,YEH11_AES_vs_SHAM_PCAPUSH24,True-acupoint AES,Electrical sham/nonacupoint AES,PCA button pushes,0-24 h,Mean/SD,30,30,24.9,28.5,,,,,47.4,39.7,,,,,button pushes,Direct AES-vs-sham pairwise P not reported,MD,-22.5,Some concerns,0,0,1,P1,HARD_HOLD_DEPENDENCY,HARD_HOLD,YEH_SPINE_AES_POSSIBLE_OVERLAP,HOLD — potential overlap,Yes,Potential overlapping publication family with Yeh2010; do not count both independently.,SOURCE-VERIFIED / AF-NORMALIZED / DUPLICATE-OVERLAP HOLD,https://drive.google.com/file/d/1ZJ60ZvJ5Q7sRu1iptK_tLLfBXxZZ_Hwl/view?usp=drivesdk,AES24.9±28.5 vs sham47.4±39.7 vs control76.9±86.1,Some concerns,Low,Low,Some concerns,Some concerns,Some concerns,Do not count independently with Yeh2010.
F-exposure-001,F-exposure,F_intraop_fixed_or_unclear_exposure,Li 2022,LI22_EA_vs_SHAM_REMI_FIXED,Preoperative electroacupuncture,Sham electroacupuncture,Fixed-rate intraoperative remifentanil exposure,Intraoperative,Mean/SD,39,40,2009,143.2,,,,,1989,158.7,,,,,µg remifentanil,0.555,MD,20,—,0,0,1,,,EXCLUDE_OR_NARRATIVE,,DO NOT POOL with titrated,No,Remifentanil fixed at 0.3 µg/kg/min; difference reflects exposure duration/body size rather than titration.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1rQTrwnCvj72poJrGGvYjpxSZXvUhSD0u/view?usp=drivesdk,2009±143.2 vs1989±158.7 μg; P=0.555,—,—,—,—,—,—,Fixed 0.3 μg/kg/min.
F-exposure-002,F-exposure,F_intraop_fixed_or_unclear_exposure,Chen 2015 (Hyperalgesia),CHEN15H_TEAS_vs_SHAM_REMI_FIXED,Preoperative TEAS,Electrodes/no-current sham,Fixed-target intraoperative remifentanil exposure,Intraoperative,Mean/SD,29,30,1691,37,,,,,1718,43,,,,,µg remifentanil,0.461,MD,-27,Some concerns,0,0,1,,,EXCLUDE_OR_NARRATIVE,,DO NOT POOL with titrated,No,Remifentanil maintained at fixed target 5.0 ng/mL; one TEAS participant excluded.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/13YKAZZsc2VQEPqkw1Ye40BYDZSRpI6N3/view?usp=drivesdk,1691±37 vs1718±43 μg; P=0.461,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Fixed target 5.0 ng/mL.
F-exposure-003,F-exposure,F_intraop_fixed_or_unclear_exposure,Xie 2014,XIE14_EAS_vs_SHAM_REMI,Active EAS PC4/PC6,Sham needling PC4/PC6,Intraoperative remifentanil exposure,Intraoperative,Mean/SD,20,20,1.89,.63,,,,,1.9,.59,,,,,mg remifentanil,NR; stated non-significant,MD,-.01,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Three-arm trial; exact within-range titration algorithm and anesthesiologist masking not reported.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,1.89±0.63 vs1.90±0.59 mg,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,Postoperative opioid effect is the main signal.
F-exposure-004,F-exposure,F_intraop_fixed_or_unclear_exposure,Ntritsou 2014,NTRI14_EA_vs_SHAM_REMI,Perioperative EA + tramadol/ketamine,Sham + tramadol/ketamine,Remifentanil consumption,Intraoperative,Mean/SD,35,35,1003.6,522.7,,,,,1041.9,631.9,,,,,µg remifentanil,0.783,MD,-38.30000000000007,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,No significant intraoperative opioid-sparing effect,SOURCE-VERIFIED,https://drive.google.com/file/d/1u_kNuuXF8upB3gJA2aDq8NldYDfhnWy3/view?usp=drivesdk,1003.6±522.7 vs1041.9±631.9 μg; P=0.783,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,Intraoperative anesthetists knew allocation.
F-exposure-005,F-exposure,F_intraop_fixed_or_unclear_exposure,Sun 2017,SUN17_INTRAOP_MORPH_EQUIV,Pre/intraoperative TEAS timing arms,All-period sham TEAS,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,Study-defined converted metric,91,90,,,,,,,,,,,,,mg/kg morphine-equivalent,0.303,,,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,Yes,Values ~1.5-1.6 mg/kg across all four groups; study-specific conversion of sufentanil/remifentanil,SOURCE-VERIFIED / STUDY-DEFINED CONVERSION,https://drive.google.com/file/d/1lELlw0IpkhqoB8OuintAI22fxKfNEcEd/view?usp=drivesdk,1.5–1.6 mg/kg across arms; P=0.303,Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Author conversion not automatically IV-MME.
F-exposure-006,F-exposure,F_intraop_fixed_or_unclear_exposure,Jiang 2026,JIANG26_TEAS_vs_SHAM_INTRAOP_REMI,Perioperative TEAS,Sham/no current,Remifentanil consumption,Intraoperative,Median/IQR,294,293,,,841.4,593.85,1278,,,,795.2,584,1228.2,,µg remifentanil,0.284,,,Some concerns,0,1,0,P1,RESOLVED_BY_STRATIFICATION,SENSITIVITY_MODEL,,,No,Direct source result; not a postoperative endpoint,SOURCE-VERIFIED,https://drive.google.com/file/d/1nujlP9A_IMWUfd3HdCD2rOxTc9-I8v92/view?usp=drivesdk,Remi 841.4 [593.85–1278.0] vs795.2 [584.0–1228.2] μg; sufentanil 21.0 vs21.0 μg,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,Titration algorithm/anesthesiologist masking incompletely reported.
F-exposure-007,F-exposure,F_intraop_fixed_or_unclear_exposure,Wu 2025,WU25_TEAS_vs_SHAM_INTRAOPSUF,PACU TEAS,Sham/no current,Sufentanil consumption,Intraoperative,Mean/SD,50,50,24.2,9.5,,,,,24.3,10.9,,,,,µg sufentanil,0.953,MD,-.1000000000000014,Some concerns,0,0,1,,,EXCLUDE_OR_NARRATIVE,,EXCLUDE treatment effect,No,No intraoperative opioid-sparing effect,SOURCE-VERIFIED,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,Table 1 only,Some concerns,Low,Low,Some concerns,Some concerns,Some concerns,Randomization/TEAS occurred after surgery in PACU.
F-exposure-007,F-exposure,F_intraop_fixed_or_unclear_exposure,Wu 2025,WU25_TEAS_vs_SHAM_INTRAOPREMI,PACU TEAS,Sham/no current,Remifentanil consumption,Intraoperative,Mean/SD,50,50,489.4,226,,,,,533.8,263.6,,,,,µg remifentanil,0.368,MD,-44.39999999999998,Some concerns,0,0,1,,,EXCLUDE_OR_NARRATIVE,,EXCLUDE treatment effect,No,No significant intraoperative opioid-sparing effect,SOURCE-VERIFIED,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,Table 1 only,Some concerns,Low,Low,Some concerns,Some concerns,Some concerns,Randomization/TEAS occurred after surgery in PACU.
F-intra-001,F-intra,F_intraop_titrated_requirement,Liu 2026 (burn),LIU26BURN_TEAS_vs_SHAM_REMI,Pre-induction TEAS,Placebo/sham TEAS,Remifentanil consumption,Intraoperative,Median/IQR,43,43,,,.7,.5,1.1,,,,.9,.65,1.25,,mg remifentanil,0.039,,,Some concerns,0,0,1,P1,RESOLVED_BY_SOURCE_HIERARCHY,EXCLUDE_OR_NARRATIVE,,UNRESOLVED before pooling,No,Abstract gives TEAS 0.65 (0.45-1.00) and control 0.90 (0.67-1.23); master uses Results/Figure 4 values and retains source discrepancy,SOURCE-VERIFIED / ABSTRACT VALUE QC,https://drive.google.com/file/d/1mvekGtHD2JAKCRbIXrvLw1Nz7hbQ1dZ3/view?usp=drivesdk,0.70 (0.50–1.10) vs0.90 (0.65–1.25); P=0.039,Low,Some concerns,Low,Low,Some concerns,Some concerns,Abstract values differ from main text.
F-intra-002,F-intra,F_intraop_titrated_requirement,Hou 2023,HOU23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,Intraoperative remifentanil consumption,Intraoperative,Median/IQR,36,36,,,950,750,1238,,,,1000,881,1144,,µg remifentanil,0.572,,,Some concerns,1,0,0,,,STRICT_MODEL,,,No,TCI target 2.0-3.0 ng/mL; detailed within-range titration algorithm not reported.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/161WdTRehgwvDHvQ8OkRf8U9TbUmVQgaR/view?usp=drivesdk,950 (750–1238) vs1000 (881–1144) μg; P=0.572,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,TCI target range; within-range algorithm incomplete.
F-intra-003,F-intra,F_intraop_titrated_requirement,Zhang 2014,ZHANG14_TEAS_vs_SHAM_REMI,Preoperative TEAS,Sham/no current,Remifentanil consumption rate,Intraoperative,Mean/SD,33,32,.06,.02,,,,,.09,.03,,,,,µg/kg/min,0.01,MD,-.03,Some concerns,1,0,0,P3,,STRICT_MODEL,,,No,"Weight/time-normalized consumption, not absolute remifentanil dose",SOURCE-VERIFIED,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,0.06±0.02 vs0.09±0.03 μg/kg/min; P=0.01,Some concerns,Low,Low,Low,Some concerns,Some concerns,Blinded titrating anesthesiologist.
F-intra-004,F-intra,F_intraop_titrated_requirement,Huang 2017,HUANG17_2100_vs_CTRL_REMI,2/100-Hz TEAS,Placebo TEAS/no current,Total opioid as remifentanil-equivalent rate,Intraoperative,Mean/SD,20,20,.1128,.034,,,,,.1617,.037,,,,,µg/kg/min remifentanil-equivalent,2/100 vs control P≤0.001,MD,-.0489,Some concerns,0,1,0,P2,,SENSITIVITY_MODEL,,,Yes,Four-arm frequency trial; preserve each active frequency separately,SOURCE-VERIFIED,https://drive.google.com/file/d/1RJGi1PYvw75qVW9UK8CBtJPH4G035ASs/view?usp=drivesdk,0.1128±0.034 vs0.1617±0.037 μg/kg/min; P≤0.001,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,Titrating anesthesiologist masking not reported.
F-intra-005,F-intra,F_intraop_titrated_requirement,Sim 2002,SIM02_PREOP_vs_PLACEBO_ALFENT,Preoperative EA,Placebo EA,Alfentanil requirement rate,Intraoperative,Mean/SD,30,30,.44,.15,,,,,.51,.21,,,,,µg/kg/min,0.472,MD,-.07,Some concerns,1,0,0,,,STRICT_MODEL,,,Yes,No significant placebo-controlled intraoperative opioid-sparing effect,SOURCE-VERIFIED,https://drive.google.com/file/d/1YsNHL-J3Kgfu8mCanRrNu_bHk_roj0w6/view?usp=drivesdk,0.44±0.15 vs0.51±0.21 μg/kg/min; P=0.472,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,"Relevant comparison is preop EA vs placebo, not preop vs postop."
F-intra-006,F-intra,F_intraop_titrated_requirement,Wu 2022,WU22_PTEAS_vs_CTRL_REMI,Perioperative pTEAS,No-current control,Cumulative remifentanil,Intraoperative,Mean/SD,44,40,1383,494,,,,,1637,630,,,,,µg remifentanil,0.042,MD,-254,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,Complete-case analysis with asymmetric attrition,SOURCE-VERIFIED,https://drive.google.com/file/d/1XR_8qmeHR7ulwV7NaaI0CeYbpwKdc_ym/view?usp=drivesdk,1383±494 vs1637±630 μg; P=0.042,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,"6/90 excluded, imbalance 1 vs5."
F-intra-007,F-intra,F_intraop_titrated_requirement,Xing 2022,XING22_NTG_vs_NG_REMI,TEAS + active TAPB,Sham TEAS + active TAPB,Total remifentanil consumption,Intraoperative,Mean/SD,29,29,1182.61,253.61,,,,,1415.41,295.67,,,,,µg remifentanil,<0.05 pairwise,MD,-232.8000000000002,Some concerns,1,0,0,,,STRICT_MODEL,,,Yes,Direct TEAS contrast is NTG vs NG; do not attribute NTG-vs-G combined package entirely to TEAS,SOURCE-VERIFIED,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,1182.61±253.61 vs1415.41±295.67 μg; P<0.05,Low,Some concerns,Low,Low,Some concerns,Some concerns,NTG vs NG; anesthesiologist blinded.
F-intra-008,F-intra,F_intraop_titrated_requirement,Lu 2021,LU21_COMB_vs_SHAM_REMI,Combined PC6+CV17 TEAS,Sham/no current,Total remifentanil,Intraoperative,Mean/SD,190,188,1.2,.5,,,,,1.4,.7,,,,,mg remifentanil,P<0.001 combined vs sham,MD,-.2,Some concerns,1,0,0,,,STRICT_MODEL,,,Yes,Three-arm trial; sham is a shared comparator,SOURCE-VERIFIED,https://drive.google.com/file/d/1MgD_OucfiyNEDdDe3osh8W01U1yYZs08/view?usp=drivesdk,1.2±0.5 vs1.4±0.7 mg; MD −0.20 mg; P<0.001,Low,Low,Low,Low,Some concerns,Some concerns,One of the cleanest blinded titration results.
F-intra-009,F-intra,F_intraop_titrated_requirement,Zheng 2025,ZHENG25_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no current,Total intraoperative remifentanil consumption,Intraoperative,Mean/SD,42,43,233.1,29.6,,,,,289.5,37.9,,,,,µg remifentanil,0.031,MD,-56.40000000000001,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,Not a postoperative endpoint,SOURCE-VERIFIED,https://drive.google.com/file/d/1-JWKZgQXaQQQBZgMSDqyIP-vG9aAxBqb/view?usp=drivesdk,233.1±29.6 vs289.5±37.9 μg; P=0.031,Low,Some concerns,Low,Low,Some concerns,Some concerns,Anesthesiologist explicitly unblinded.
F-intra-010,F-intra,F_intraop_titrated_requirement,Guo 2023,GUO23_TEAS_vs_SHAM_REMI,Perioperative TEAS,Sham/no-current TEAS,Remifentanil consumption,Intraoperative,Mean/SD,55,55,.87,.3,,,,,1.01,.39,,,,,mg remifentanil,0.040,MD,-.14,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,Complete-case n=55/group,SOURCE-VERIFIED,https://drive.google.com/file/d/1Idfl7rfZhgAUJHDpsmgzp17ADiGvrU8C/view?usp=drivesdk,0.87±0.30 vs1.01±0.39 mg; P=0.040,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,18/128 randomized excluded.
F-intra-011,F-intra,F_intraop_titrated_requirement,Yang 2024,YANG24_EA_vs_UC_REMI,Perioperative EA + usual care,Usual care,Intraoperative remifentanil consumption,Intraoperative,Median/IQR,90,90,,,.5,.3,.6,,,,.5,.4,.7,,mg remifentanil,0.75,,,Some concerns,1,0,0,,,STRICT_MODEL,,,No,Preoperative EA occurred before surgery; anesthetist blinded.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,0.5 (0.3–0.6) vs0.5 (0.4–0.7) mg; P=0.75,Low,Low,Low,Low,Some concerns,Some concerns,Preoperative EA occurred before surgery; anesthetist blinded.
F-intra-012,F-intra,F_intraop_titrated_requirement,Liang 2021,LIANG21_TEAS_vs_CTRL_REMI,Preoperative TEAS,Control/no stimulation,Intraoperative remifentanil consumption,Intraoperative,Mean/SD,35,35,521.5,206.8,,,,,464.7,156,,,,,µg remifentanil,NR; stated non-significant,MD,56.8,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,Five randomized participants excluded; printed intraoperative sufentanil unit is likely erroneous and must not be silently corrected.,SOURCE-VERIFIED / AF-NORMALIZED,https://drive.google.com/file/d/1guriAcqNbJNXpfd_UjYwevULLVSeiHXS/view?usp=drivesdk,"521.5±206.8 vs464.7±156.0 μg; exact P NR, stated NS",Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,5/75 excluded; printed sufentanil unit anomaly.
F-intra-013,F-intra,F_intraop_titrated_requirement,Pan 2023,PAN23_TEAS_vs_CONTROL_REMI,TEAS,Control/usual care,Intraoperative remifentanil consumption,Intraoperative,Mean/SD,52,53,740.1,276.9,,,,,854,287.5,,,,,µg remifentanil,0.04,MD,-113.9,High,0,1,0,,,SENSITIVITY_MODEL,,,No,15/120 excluded; titrating anesthesiologist blinding not established.,SOURCE-VERIFIED / AF-NORMALIZED / HIGH ROB,https://drive.google.com/file/d/19IZpaoI-iTQOr_XOTw-a17WTw_haz8q6/view?usp=drivesdk,740.1±276.9 vs854.0±287.5 μg; P=0.04,Some concerns,High,High,Some concerns,Some concerns,High,15/120 excluded.
F-mixed/undefined-001,F-mixed/undefined,F_rescue_mixed_or_undefined,Wang 2023,WANG23_TEAS_vs_SHAM_RESCUEDOSE,Nighttime TEAS,Sham/no current,Cumulative number of additional rescue-analgesia doses,0-72 h,Mean/SD,40,43,.53,.55,,,,,.98,.96,,,,,rescue doses,0.011,MD,-.45,Some concerns,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,UNRESOLVED,No,"Rescue drug, dose, route and opioid/non-opioid identity are not specified in the main article",SOURCE-VERIFIED / DRUG IDENTITY MISSING,https://drive.google.com/file/d/177A4aH42GD90DhsvvtD-VOBSChBBpIWL/view?usp=drivesdk,0.53±0.55 vs0.98±0.96 doses; P=0.011,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,"Drug, dose and trigger unspecified."
F-mixed/undefined-002,F-mixed/undefined,F_rescue_mixed_or_undefined,Zhang 2025,ZHANG25_TEAS_vs_SHAM_RESCUE,Perioperative TEAS,Sub-sensory sham,Any rescue analgesia demand,POD1 / postoperative period reported in Table 4,Events/total,45,48,,,,,,14,,,,,,29,participants,0.005 in Table 4; 0.002 in prose,RR,.5149425287356322,Some concerns,0,0,1,P1,RESOLVED_BY_EXCLUSION,EXCLUDE_OR_NARRATIVE,,DO NOT POOL pending clarification,No,Published RR 0.70 (0.44-1.10) conflicts with raw counts (~0.52) and significant P-value; use raw event counts,SOURCE-VERIFIED / PUBLISHED EFFECT QC,https://drive.google.com/file/d/1eHx6Hk16vmIfMgoiZ5eNae4zmCR5ktwJ/view?usp=drivesdk,14/45 vs29/48,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,Mixed PACU sufentanil / ward indomethacin; printed RR/CI/P inconsistent.
F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_PARECOX24,PACU TEAS,Sham/no current,Parecoxib sodium rescue-use metric,Initial 24 h,Mean/SD,50,50,4.8,13.1,,,,,11.2,18.1,,,,,published rescue-use metric; unit not clearly specified,0.046,MD,-6.399999999999999,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,Medication-specific rows,Some concerns,Low,Low,Some concerns,Some concerns,Some concerns,Units and drug-choice algorithm unclear.
F-mixed/undefined-003,F-mixed/undefined,F_rescue_mixed_or_undefined,Wu 2025,WU25_TEAS_vs_SHAM_RESCUE_OXYAPAP24,PACU TEAS,Sham/no current,Oxycodone + acetaminophen rescue-use metric,Initial 24 h,Mean/SD,50,50,.3,.5,,,,,.3,.6,,,,,published rescue-use metric; unit not clearly specified,0.864,MD,0,Some concerns,0,1,0,,,SENSITIVITY_MODEL,,,No,VAS>4 triggered additional analgesia; rule for choosing among the three drugs and table units are unclear.,SOURCE-VERIFIED / AF-NORMALIZED / UNIT-QC,https://drive.google.com/file/d/1ZV6JFjevGSPqnISdX61KPdcC_yEtq3vf/view?usp=drivesdk,Medication-specific rows,Some concerns,Low,Low,Some concerns,Some concerns,Some concerns,Units and drug-choice algorithm unclear.
