"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"2352","24","52","2308","The effect of electroacupuncture compound anesthesia on postoperative delirium in patients undergoing heart valve replacement","ChiCTR-IOR-17011938","2017","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:13.810Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2353","24","53","2309","A multicenter randomized controlled study on the efficacy of electroacupuncture at ST36 on gastrointestinal dysfunction after pancreaticoduodenectomy","ChiCTR2600125794","2026","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:14.381Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2354","24","54","2310","Effect of transcutaneous electrical stimulation on the dose-effect relationship of sufentanil in suppressing the stress response in frail patients undergoing visual double-lumen endobronchial tubes","ChiCTR2400082443","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:15.104Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2355","24","55","2311","Long-term outcomes of total elbow arthroplasty for distal humeral fracture: results from a prior randomized clinical trial","Dehghan","2019","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Intervention is not therapeutic TEAS or needle electroacupuncture at recognized acupoints.","Wrong intervention for this review.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:15.824Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2356","24","56","2312","Electroacupuncture Anesthesia for Nasal Sinus Surgery and Mammaplasty","NCT01700855","2012","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:16.637Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2357","24","57","2313","Application of electroacupuncture combined with erector spinae plane block in anesthesia of non tracheal intubation thoracoscopic surgery","ChiCTR2000037222","2020","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:17.445Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2358","24","58","2314","The analgesic efficacy of electroacupuncture combined with general anesthesia during cardiac surgery: a randomized controlled trial","ChiCTR-TRC-10001086","2010","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:17.996Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2359","24","59","2316","Intraoperative acupuncture analgesia","ChiCTR2300075670","2023","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:18.556Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2360","24","60","2317","The Impact of ""Specimen Point Matching"" Electroacupuncture Therapy on ERAS in Endoscopic Rectal Cancer Surgery under General Anesthesia","ITMCTR2025000750","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:19.299Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2361","24","61","2318","Effects of different preconditioning measures on ventricular repolarization and ventricular arrhythmias in perioperative patients","ChiCTR2100050252","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:19.854Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2362","24","62","2319","The multi-center clinical study of perioperative electroacupuncture on intestinal barrier to enhance recovery after colorectal cancer surgery","ChiCTR1800018146","2018","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:20.376Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2363","24","63","2321","Analgesia by Single or Dual Acupoints Stimulation After Radical Mastectomy","NCT02741726","2016","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:21.021Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2364","24","64","2322","Clinical study on prevention of perioperative neurocognitive impairment by Baihui and Shenting electroacupuncture","ITMCTR2024000150","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:21.585Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2365","24","65","2323","Clinical efficacy evaluation of electroacupuncture in the prevention and treatment of perioperative neurocognitive impairment and exploration of inflammatory factor markers","ChiCTR2400088900","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:22.112Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2366","24","66","2326","The Effect of Acupuncture on the Immune Function of Perioperative Blood Transfusion in Patients with Pancreatic Surgery","ChiCTR1900021165","2019","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:22.660Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2367","24","67","2327","Acupuncture balanced anesthesia used in abdominal operation and its protective effects","ChiCTR-TRC-14004435","2014","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:23.195Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2368","24","68","2328","Effects of percutaneous electroacupuncture stimulation with different acupoints on arrhythmia in patients with neurosurgery","ChiCTR2100054967","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:23.902Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2369","24","69","2332","Efficacy of electroacupuncture on male patients undergoing ureteral stent removal under local anesthesia: a randomized single-blind placebo-controlled single-center clinical trial","ITMCTR2025000222","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:24.448Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2370","24","70","2333","The clinical effect and central mechanism of electroacupuncture on acute pain after total knee arthroplasty","ChiCTR2000033778","2020","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:25.018Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2371","24","71","2334","Study on application of electroacupuncture combined with anisodamine and EP mixture in colonoscopy","ChiCTR2100046700","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:25.550Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2372","24","72","2335","A randomized controlled study of percutaneous acupoint electrical stimulation combined with aromatherapy in the prevention and treatment of postoperative nausea and vomiting in patients with microvascular decompression","ChiCTR2400079518","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:26.273Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2373","24","73","2336","Evaluation of the Benefit Provided by Acupuncture During a Surgery of Deep Brain Stimulation","NCT02236260","2014","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:38.794Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2374","24","74","2339","Clinical and mechanistic study on the timeliness of giant needle electroacupuncture treatment for acute pain after total knee arthroplasty","ChiCTR2400082563","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:39.501Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2375","24","75","2342","randomized controlled clinical trial of electroacupuncture analgesia for acute pain after abdominal surgery at high altitude","ITMCTR2025000315","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:40.030Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2376","24","76","2346","Effects of Electroacupuncture to Relieve Itching Degree in Patients With Chronic Atopic Eczema","NCT05529836","2022","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:40.728Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2377","24","77","2347","Effect of electroacupuncture on regional cerebral oxygen saturation in patients undergoing diabetic foot surgery","ChiCTR2100048783","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:41.273Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2378","24","78","2348","The effect of electroacupuncture on the damage and repair of stress ulcer in critically ill patients-randomized, evaluator blinded, controlled clinical trial","ChiCTR2100046701","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:41.950Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2379","24","79","2349","The regulation and mechanism of electroacupuncture to the depth of anesthesia","ChiCTR1800014801","2018","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:42.478Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2380","24","80","2350","A randomized controlled study on acute pain after total knee arthroplasty by electroacupuncture at Xi acupoint","ChiCTR2100041928","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:43.024Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2381","24","81","2351","Clinical Application and Research of Acupuncture-Anesthetic Composite Anesthesia (AACA) in Perioperative Period of Pneumonectomy to Accelerate Rehabilitation","ChiCTR-IOR-16009674","2016","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:43.550Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2382","24","82","2352","Clinical efficacy of percutaneous acupoint electrical stimulation for the prevention of perioperative urinary retention with LIHR","ITMCTR2025000349","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:44.035Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2383","24","83","2353","Prevention of maternal side pain by percutaneous acupoint electrical stimulation pretreatment","ChiCTR2400080844","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:44.525Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2384","24","84","2354","PROSPECTIVE RANDOMIZED COMPARISON OF PERIOPERATIVE PAIN CONTROL TO ENHANCE RECOVERY WITH RADICAL CYSTECTOMY","Tachibana","2023","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Intervention is not therapeutic TEAS or needle electroacupuncture at recognized acupoints.","Wrong intervention for this review.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:45.022Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2385","24","85","2355","Assessment of the efficacy of a low-cost custom-built thoracic epidural anesthesia simulator","Jeganathan","2017","English","yes","No","EXCLUDE_WRONG_INTERVENTION","Intervention is not therapeutic TEAS or needle electroacupuncture at recognized acupoints.","Wrong intervention for this review.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:45.552Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2386","24","86","2356","TEAS for Variceal Bleeding Endoscopy in Cirrhosis","NCT07106658","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:46.073Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2387","24","87","2360","Error in Conflict of Interest","Unknown","unclear","English","yes","No","EXCLUDE_NON_SURGICAL","Population or treatment context is not perioperative surgery under general anesthesia.","Non-surgical or non-perioperative setting.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:46.531Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2388","24","88","2361","Electroacupuncture analgesia for endoscopic ultrasound: a prospective, randomized, double-blinded, sham-controlled study","Teoh","2014","English","yes","No","EXCLUDE_NON_SURGICAL","Population or treatment context is not perioperative surgery under general anesthesia.","Non-surgical or non-perioperative setting.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:47.078Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2389","24","89","2365","Electroacupuncture Analgesia for Colonoscopy","NCT03095898","2017","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:47.598Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2390","24","90","2367","Efficacy of electroacupuncture in the treatment of patients undergoing transperineal prostate biopsy under local anesthesia: a randomized single-blind sham-electroacupuncture parallel control multi-center clinical trial","ITMCTR2024000567","2024","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:48.067Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2391","24","91","2368","Electroacupuncture in Reducing the Dose of Analgesic in Patients Undergoing Off-pump Coronary Artery Bypass Grafting","NCT02443220","2014","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:48.711Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2392","24","92","2369","Compare the effect of electroacupuncture at sensitive point and nerve block after total knee replacement","ChiCTR2300068829","2023","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:49.150Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2393","24","93","2370","Effect of electroacupuncture on discomfort during DSA(Digital Subtraction Angiography): a randomized, controlled clinical trial","ChiCTR2300073911","2023","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:49.602Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2394","24","94","2372","Mechanism of electroacupuncture regulation of CCL2/CCR2 pathway in relieving neuropathic pain","ITMCTR2025000134","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:50.254Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2395","24","95","2373","An Evidence-Based Evaluation Study on the Substitution Effect of Acupuncture for Anesthetic Drugs Based on Colonoscopy","ITMCTR2025001270","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:50.907Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2396","24","96","2377","Protective Effect of Electroacupuncture on Lung in Patients Undergoing General Anesthesia","NCT05019079","2021","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:51.354Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2397","24","97","2380","Application of cerebral state index in electroacupuncture analgesia in patients undergoing laparoscopic cholecystectomy","ChiCTR2300076432","2023","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:52.414Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2398","24","98","2381","Application of electroacupuncture on muscle strength in patients after total knee arthroplasty","ChiCTR1900027806","2019","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:53.047Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2399","24","99","2383","Electroacupuncture on Postoperative Urinary Retention After Radical Surgery for Cervical Cancer","NCT07253194","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:53.486Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"2400","24","100","2384","Effect of acupoint electrical stimulation (TEAS) combined with lumbar quadratus muscle block (QLB) on postoperative rehabilitation in patients undergoing robot-assisted nephrectomy","ChiCTR2500109146","2025","English","yes","No","EXCLUDE_PROTOCOL","Trial registration or study protocol without primary participant results.","No primary study results available for eligibility assessment.","high","other","unclear","0","0","","unclear","unclear","unclear","not_applicable","not_applicable","not_applicable","unclear","not_applicable","not_applicable","no","no","yes","2026-07-28T17:56:53.909Z","chrome_extension_playwright","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
