trial_id,report_id,year,country,surgery,modality,comparator,randomized_n_report,randomized_n_counted,analyzed_n,age_i_c,sex_i_c,bmi_i_c,asa_i_c,anesthesia,rob2,language,source_pdf,source_sha256,source_text,n_source_page,n_source_excerpt,decision,notes
Liu_2025,Liu 2025,2025,China,Adults undergoing single-port thoracoscopic lung cancer surgery,EA,Sham-Controlled (Placebo Double-Blind),80,80,38 vs 39,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/pdf.pdf,8d22773bc606f1237bace50aa5e6e9e1179a33e4a1d7ebd5e45d10f53167706a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2025.txt,4,".org 3 Results Between December 2023 and July 2024, 132 patients were screened for eligibility. 52 (39%) were excluded according to the exclusion criteria, and 80 patients were enrolled in this study. In the EA group, one patient had an additional incision during thoracoscopic procedure, and another patient had the ECG leads detached during ECG monitoring. Therefore, these two patients were withdrawn from the study. In the control group, there was also a pat",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Liu_2026_ESD,Liu 2026 (ESD),2026,China,Adults undergoing elective gastric or esophageal endoscopic submucosal dissection (ESD),TEAS,Sham-Controlled (Placebo Double-Blind),129,129,58 vs 62,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/covidence_69_full_article.pdf,0ec8f5810960f2beec2574fbd8779b1cc4402a328d3c844cbd146357dab63623,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2026_ESD.txt,4,"ASA Physical Status Classiﬁ cation grades > Ċ, 125 had took part in earlier research, 2 with cardiac pacemakers, and 5 had opted out of the trial. As a result, 129 patients were enrolled and randomized assigned to the TEAS or the sham group. One patient from the TEAS group and 1 from the sham group were converted to laparotomy due to further pathological infiltration of lesions and were eliminated from the study. Two patients from the TEAS group and 1 from th",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Liu_2026_burn,Liu 2026 (burn),2026,China,Adult patients with moderate burn injury undergoing wound debridement under general anesthesia,TEAS,Sham-Controlled (Placebo Double-Blind),88,88,43 vs 43,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_48_verified.pdf,ad454ee8b62ea93e4001edd3f7e8329ea09a0caaa10204d00e93b2f28891200d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Liu_2026_burn.txt,5,"Visually verified CONSORT Figure 1: randomized88; allocated44/44; analyzed43/43. Abstract86 is analyzed, not randomized.",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Long_2025,Long 2025,2025,China,Surgical repair of hip fracture,UNCLEAR,Sham-Controlled (Placebo Double-Blind),60,60,27 active vs 26 control,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General endotracheal anesthesia,High,English full text,TEAS EA Verification/Source PDFs/1-s2.0-S0020138325005200.pdf,96e50ce97c0abd3a6258ae9935df22a79c14454aa3293252100fca9474b275da,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Long_2025.txt,3,"as assessed using the X2- test. P < 0.05 was considered statistically significant. Results Clinical characteristics of patients and surgical results A total of 60 patients who met the inclusion and exclusion criteria were initially enrolled. Two patients withdrew consent, one canceled surgery, and four were lost to follow-up. Ultimately, 53 patients were included in the trial. The patients were randomly assigned to Group C (n = 26) and Group A (n = 27) using",RESOLVED — SOURCE DETERMINATIVE,Needle OR patch wording prevents physical modality determination. Retain registry; HOLD modality-specific inference.
Lu_2021,Lu 2021,2021,China,Elective radical mastectomy,TEAS,Sham-Controlled (Placebo Double-Blind),576,576,ITT 190 vs 188,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,High,English full text,TEAS EA Verification/Source PDFs/covidence_414_full_article.pdf,7f03819dbf9b4b292cfed8ba78be7233349e036cc4f9cb144cfa1e0db17094a7,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2021.txt,3,"oups (40%), using two degrees of freedom chi-square test with a significance alpha level of 0.05. Considering a dropout rate of 5%, we defined a sample size of 576 participants. We performed all the analyses in an intention-to-treat population, which included all patients who had undergone randomization and in­ terventions. Descriptive statistics were applied to present the charac­ teristics of each group with mean ± standard deviation, median (interquartile)",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Lu_2022,Lu 2022,2022,China,Adults undergoing elective laparoscopic colon surgery under general anesthesia,TEAS,Sham-Controlled (Placebo Double-Blind),100,100,47 vs 47,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/getfile.php-3.pdf,83439ead7b747aa55a3be6aab468dc4350619651c2dfd0c516ffbf47d7b16f7c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Lu_2022.txt,3," P-value of 0.05 was considered as statistically significant with a 95% confidence interval (95% CI). Results From November 2016 through March 2018, a total of 100 patients were enrolled at 3 hospitals. We randomly assigned 50 patients to each group (Figure 1). After randomization, 5 patients were excluded due to procedure converting from laparoscopic to open surgery and 1 patient was excluded due to rejection to TEAS (Figure 1). There was no significant diff",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Luo_2026,Luo 2026,2026,China,Adults undergoing tympanoplasty under general anesthesia,TEAS,Sham-Controlled (Placebo Double-Blind),277,277,138 vs 139,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_35_verified.pdf,c0f7a5e88ad8a000c8179382c1d55220fe9e798b9a4f8f6480f348d112898f51,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Luo_2026.txt,3," 286 patients were assessed for eligibility. Of these, nine were excluded (four did not meet the inclusion criteria; five declined participation), resulting in 277 patients who under­ went randomization. Ultimately, all randomized partici­ pants (TEAS group, n = 138; Sham-TEAS group, n = 139) were included in the final analysis (Fig. 1). Baseline ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Ma_2026,Ma 2026,2026,China,Patients with histologically confirmed breast cancer undergoing elective surgery,TEAS,Sham-Controlled (Placebo Double-Blind),35,35,17 vs 16,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,Standardized general anesthesia,High,English full text,TEAS EA Verification/Source PDFs/117210.pdf,792cd9b25f49e9a14ef853c8c7e8240cee879bd9660bed9d2acc1184a832fbf3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ma_2026.txt,5,"or not meeting inclusion criteria. Sixty-one patients were enrolled: 26 patients with PSQI < 6 were assigned to the non-randomized control group (Group C), and 35 patients with PSQI ≥ 6 were randomly allocated (1:1) to the sleep disturbance group (Group S, n = 17) or the TEAS intervention group (Group T, n = 18). During the follow-up period, one patient in Group S and one patient in Group T were lost to follow-up due to incomplete postoperative data. Consequ",RESOLVED — SOURCE DETERMINATIVE,Only35 randomized18/17. Nonrandomized normal-sleep group26 excluded from randomized total.
Ng_2013,Ng 2013,2013,Hong Kong,Adults undergoing elective laparoscopic resection of colonic or upper rectal cancer,EA,Sham-Controlled (Placebo Double-Blind),165,165,55 vs 55,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_1970_ng_2013.pdf,18ce931a2b3a17e4ba1f7b4f0ddfac5274721367802ebdcdf92d027afa51c781,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ng_2013.txt,3,"tive laparoscopic resection of colonic and upper rectal cancer who were assessed for eligibility; of these, 43 patients were excluded after surgery. A total of 165 patients subse- quently were enrolled and randomized to receive either EA (55 patients), SA (55 patients), or NA (55 patients) (Sup- plementary Figure 1). There was no withdrawal or drop- out, and all recruited patients were available for analysis of primary and secondary outcomes. No adverse event",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Ntritsou_2014,Ntritsou 2014,2014,Greece,Men undergoing radical retropubic prostatectomy for prostate malignancy,EA,Sham-Controlled (Placebo Double-Blind),75,75,35 vs 35,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anesthesia,High,English full text,TEAS EA Verification/Source PDFs/covidence_729_full_article.pdf,f75d422117f1c9468f6bfaf215e0c43c38fd842380657e42e1508b6a9aa13242,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Ntritsou_2014.txt,3,"05 were considered statistically significant. IBM SPSS Statistics V.19.0.0 (SPSS, Chicago, Illinois, USA) was used for statistical analyses. RESULTS A total of 75 patients were included in the trial. Three patients from the control group and two patients from the EA group were excluded during the study, so a total of 70 patients completed the study with 35 in each group (figure 1). The study lasted from January to December 2012. The baseline demographic and ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Oztas_2019,Oztas 2019,2019,Turkey,"Elective abdominal surgery (three-arm: TAES, incision-periphery TENS, no-intervention control)",TEAS,Usual Care (Open-Label Control),48,48,TAES 15 / Control 16,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/covidence_505_full_article.pdf,04adf93c41df2ef075a05eb2692f4d5354e114c333dfceadbfd642050d04dcb8,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Oztas_2019.txt,1,Research sample consisted of 48 patients who underwent abdominal surgery with a midline incision; patients randomized into three groups.,RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Pan_2023,Pan 2023,2023,China,Women undergoing laparoscopic myomectomy / hysteromyomectomy,TEAS,Sham-Controlled (Placebo Double-Blind),120,120,52 / 53,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/getfile.php-4.pdf,7f51a98abb60112923a7996495bc8d143af74aa710175a70c29894b62a64479d,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Pan_2023.txt,2,"er: ChiCTR2100045173; Registry URL: YJLCYJ-2020-148). The study was conducted in accordance with the Declaration of Helsinki. Included in the study cohort were 120 women (ASA I and II) aged 18 to 60 years and who received laparoscopic myomectomy at the First Affiliated Hospital, WMU, Zhejiang, China, from May 2021 to December 2021. Patients were assigned to TEAS group (Group T) and control group (Group C) using random number tables. All participants provided ",RESOLVED — SOURCE DETERMINATIVE,120 randomized 60/60; outcome analysis52/53. Flow attrition arm labels conflict; trial total retained.
Seevaunnamtum_2016,Seevaunnamtum 2016,2016,Malaysia,Total abdominal hysterectomy,EA,Usual Care (Open-Label Control),64,64,32 / 32,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anaesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_596_verified.pdf,7c25e5c670ee6ebcd32888161b0b53f2ac88a1eb1061a51def0b529c6320d6a3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Seevaunnamtum_2016.txt,5," Praveena Seevaunnamtum S et al. Randomisation n = 64 Allocated to Receive EA (n = 32) Allocated to Control (n = 32) Followed up at 30 minutes, 2 hours and 4 hours (n = 32) No drop out NRS, incidence of nausea and need of rescue antiemetics measured Followed up at 30 minutes, 2 hours and 4 hours (n = 32) No drop out NRS, incidence of nausea and need o",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Sim_2002,Sim 2002,2002,Singapore,Women undergoing elective total abdominal hysterectomy with or without bilateral salpingo-oophorectomy,EA,Sham-Controlled (Placebo Double-Blind),90,90,30 vs 30,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_952_full_article.pdf,1cf418faabb4104db030b3f0b0196783cd6198d2ff5ed51c539c88ca51e6bd8a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sim_2002.txt,2,"thesia, whereas a value of more than 70 is frequently seen during awakening.3 Methods After obtaining Ethics Committee’s approval and written informed consent, 90 female patients were recruited, American Society of Anaesthesiologists physical status (ASA) I or II, who underwent the above-mentioned elective surgery under balanced general anaesthesia that lasted for more than one hour. Exclusion criteria included: previous history of acupuncture, ASA physical ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Song_2020,Song 2020,2020,China,Elective video-assisted thoracoscopic surgery (VATS),TEAS,Sham-Controlled (Placebo Double-Blind),85,85,ITT TEAS 42 / Control 43 (PP 38 / 40 reported separately),NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/getfile.php-6.pdf,0a262651d2a78a1454e1b07a661f3c6a77c06b6a6143de7adb70ca1abc9c844a,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Song_2020.txt,4,"partici­ pate in this study. Among them, 15 patients did not meet the inclusion criteria, and 9 patients refuse to participate (Figure 1). Finally, we included 85 patients in the ITT population and 78 in the PP population (three patients were allergic to TEAS, two patients were transferred to the intensive care unit after surgery, and two patients removal of the drainage tube was delayed). Demographic Characteristics of the Two Groups There were no statistic",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Sun_2017,Sun 2017,2017,China,Adults undergoing laparoscopic cholecystectomy or laparoscopic gynecological surgery,TEAS,Sham-Controlled (Placebo Double-Blind),380,380,89 vs 90,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/sun2017-2.pdf,08bff012301811eee2caa149fca626ae6787f61dcee2951fce77830ac7b5de44,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Sun_2017.txt,3," P < 0.05 was considered statistically signiﬁcant. RESULTS During the study period, 435 patients were assessed for eligibility. After exclusion of 55 patients, 380 patients were randomized into 4 groups with 95 patients per group. A total of 19 patients were withdrawn by the end of the trial due to follow-up lost (n= 8), change of surgery (n= 6), prolonged surgery time (n= 2), and intraoperative complications (n= 3), leaving 361 patients for analysis (Fig. 1)",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Szmit_2021,Szmit 2021,2021,Poland,"Elective inguinal hernia repair (source states both laparoscopic mesh repair and Lichtenstein tension-free technique; internally inconsistent, not adjudicated)",TEAS,Sham-Controlled (Placebo Double-Blind),71,71,24 / 24,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,General anaesthesia,Some concerns,English full text,TEAS EA Verification/Source PDFs/pdf-3.pdf,2a45730009de55f8953ed7f8d3e052d8e3a72e2ee51620b4ed800fcc67542b89,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Szmit_2021.txt,7,"ults 3.1. Participants and Baseline Characteristic The recruitment and follow-up of the trial participants are presented in Figure 1. Of 140 patients screened, 71 patients were randomly assigned to the TEAS, Sham, or control group. The study included 60 men (84.5%) and 11 women (15.5%) aged 23 to 89 years (mean 57.6; standard deviation SD = 14.6 years). The baseline characteristic of the randomized groups is presented in Table 1. All three patient groups wer",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Tu_2024,Tu 2024,2024,China,Adults undergoing craniotomy requiring opening of the cranium and dura,TEAS,Sham-Controlled (Placebo Double-Blind),120,120,57 vs 58,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/study_244_Tu_2023.pdf,1824c6c671f079873a5d612106952736a050d5201fa906089b59943bfb9dcd61,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Tu_2024.txt,1,"ation (TEAS) at P6 as an adjunct to antiemetic drugs to prevent PONV after craniotomy. Materials and methods: This randomized placebo-controlled trial enrolled 120 patients scheduled for craniotomy. The enrolled patients were randomly assigned to a TEAS or sham TEAS group. The incidence of PONV, pain score, and postoperative remedial treatment with antiemetics and analgesics at 0–2, 2–6, and 6–24 h after craniotomy were assessed. Results: The patient characte",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Wang_2023,Wang 2023,2023,China,Laparoscopic radical gastrectomy for gastric cancer or laparoscopic radical colorectal cancer resection,TEAS,Sham-Controlled (Placebo Double-Blind),88,88,40 vs 43,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/s40122-023-00493-2.pdf,9eae987a3d59d97843498faa079d7eac7ae430cae80d2971d356bb988714bd6c,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wang_2023.txt,5,"lity to partic- ipate in this study initially. Among them, seven patients did not meet the inclusion criteria, and three declined to participate. The remaining 88 patients were enrolled in the study. Later, three patients from the TEAS group and two from the Fig. 1 Location of Shenmen (HT7), Neiguan (PC6) and Zusanli (ST36) acupoints. a Lateral view, b front view Pain Ther (2023) 12:707–722 711 ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Wang_2024,Wang 2024,2024,China,Women undergoing unilateral breast cancer surgery,TEAS,Sham-Controlled (Placebo Double-Blind),140,140,33 vs 35,NOT VERIFIED,All female; two risk strata,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/covidence_212_full_article.pdf,0d6dfc8648e5411a59cb9c8c9af42519fedd58975fe97916b08b61fde82f946e,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wang_2024.txt,3,"n + Dex, OD) or Ondan + Dex + TEAS (ODT) treat- ment subgroups (SNVP-OD group vs. SNVP-ODT group, MNVP-OD group vs. MNVP-ODT group). Prior to study initiation, 140 sequentially numbered envelopes containing the allocations were prepared. A physician independent of the study randomly inserted 70 treatment strategies for each group into the envelope. A random allocation sequence was generated by using computer-generated random numbers. The researchers opened an",RESOLVED — SOURCE DETERMINATIVE,"140 randomized across two risk strata, each 35 OD/35 ODT. SNVP/MNVP totals are risk strata, not intervention arms."
Wong_2006,Wong 2006,2006,Hong Kong,Anatomic lung resection with curative intent through thoracotomy,EA,Sham-Controlled (Placebo Double-Blind),27,27,13 vs 12,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/covidence_912_wong_2006.pdf,898210345f2f104e6b98a21b11532d3b53872ab18a90e0b9e232052d2718b877,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wong_2006.txt,3,"an 0.05 were regarded as statistically signiﬁcant. Results Subjects were recruited from January 2002 to August 2004. A total of 153 patients were screened, and 27 (17.6%) were enrolled. Two patients were subsequently excluded from the study because of postoperative complications unrelated to acupuncture: one patient experienced respi- ratory failure requiring ventilatory support and the other Fig 1. Contrast between the needle used in electro-acupuncture (up",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Wu_2016,Wu 2016,2016,China,Surgical procedure not documented in the available characteristics record.,TEAS,Sham-Controlled (Placebo Double-Blind),90,90,27 / 27,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/wu2015.pdf,193321b7d3e57c0519cd87df66886a7015c5d816b43403e67b12ff198fd54999,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2016.txt,5," EXPERIMENTAL AND THERAPEUTIC MEDICINE 11: 495-502, 2016 499 Results Demographic and surgical information. Of the 90 patients, nine were excluded: Three due to serious postoperative complications (two in group 2, and one in group 3), and six due to incomplete data collection (three in group 1, one in group 2 and two in group 3). Thus, a total of 81 patients were included in the data analysis. There were no signif",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Wu_2022,Wu 2022,2022,China,Posterior lumbar decompression + bone-graft fusion + internal fixation,TEAS,Sham-Controlled (Placebo Double-Blind),90,90,44 vs 40,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/s12871-022-01875-3.pdf,bb3c8a4aedbf656c306082e2b889c37c04af8d614fb8e8f23b3d6da85e33d3aa,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2022.txt,2,"ical complications such as the patient falling into a coma. Randomization and blinding The sample size was determined by previous literature. All patients (n = 90) were randomized using a computer- generated number. Numbers 1 to 45 were assigned to the pTEAS group, while numbers 46–90 were assigned to the Control group. All researchers involved in this study were blinded to these groupings. Only the stimulator was aware of the groupings; however, the stimula",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Wu_2025,Wu 2025,2025,China,VATS pulmonary wedge resection,TEAS,Sham-Controlled (Placebo Double-Blind),100,100,ITT 50 vs 50; 3 unavailable at 24 h,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,TEAS EA Verification/Source PDFs/103940.pdf,2fc3db1859c4af6dc85f9a357a2468eb54b002d2c7f87658c9113c207a8beb53,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Wu_2025.txt,4,"levels. To account for the potential loss to follow-up (estimated at approximately 20%), 50 patients per treatment group were included, resulting in a total of 100 participants. Results Participant Flow Between January 5, 2023, and May 28, 2023, 132 patients admitted to the day ward of the Chest Hospital Affiliated to Shanghai Jiao Tong University School of Medicine for minimally invasive lung cancer surgery were screened. Among them, 32 refused to sign an in",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Xie_2014,Xie 2014,2014,China,Patients undergoing elective radical esophagectomy for cancer,EA,Sham-Controlled (Placebo Double-Blind),60,60,20 vs 20,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_701_full_article.pdf,266dbdedc8cd25d5a1062363b7ead083bd8d7f939052db59b24463cdf7f795a3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xie_2014.txt,1,Sixty patients (ASA III) scheduled for elective radical esophagectomy were randomized into three groups.,RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Xing_2022,Xing 2022,2022,China,Elderly adults undergoing elective laparoscopic gastric cancer surgery,TEAS,Sham-Controlled (Placebo Double-Blind),90,90,29 vs 29,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/s40122-022-00429-2.pdf,ef7826ca61ea657ea56689464a863c5340af1703488c259420346131727062c3,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xing_2022.txt,1,"Ninety patients undergoing laparoscopic gastric cancer surgery were randomly divided into general anesthesia, TAPB, and TEAS plus TAPB groups.",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Xiong_2021,Xiong 2021,2021,China,Laparoscopic sleeve gastrectomy,TEAS,Sham-Controlled (Placebo Double-Blind),62,62,31 vs 31,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_431_full_article.pdf,85f0cc1e5493db16e616ba5a77950207798546aa0ed9986773bbcefac9ca1d45,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Xiong_2021.txt,5,"ty (n= 67) Excluded (n= 5) Not meeting inclusion criteria (n= 4) Declined to participate (n=1) Control group (n= 31) TEAS group (n= 31) Randomized patients (n= 62) Analysed (n= 31) Analysed (n= 31) Fig. 1 CONSORT flow chart for the selection of patients included in the study. TEAS, transcutaneous electrical acupoint stimulation Table 2 PONV intensity in the first 48 h after surgery and the need for rescue antiemetics. Data are shown as the numbers of patient",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Yang_2020,Yang 2020,2020,China,Adults undergoing VATS segmentectomy or lobectomy,EA,Usual Care (Open-Label Control),59,59,EA 29 / UC 28,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_464_verified.pdf,74195fd297db01dd46bc70ce30960d6ada974359a832f17219120a2cb8491d14,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2020.txt,4,"EA group. Additionally, the frequency of use of rescue antiemetic medicine was comparable in both groups (P=0.473). Assessed for eligibility (n=60) Enrolled (n=59) Randomized UC group (n=29) EA group (n=30) Completed (n=29) Completed (n=28) Attition (n=1) Unknown causde Attition (n=1) No PVB Refusul of electroacupuncture (n=1) Figure 1. Flow chart of participants through the study period. EA – electroacupuncture; UC – usual care; PVB – paravertebral block. ",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Yang_2024,Yang 2024,2024,China,VATS lobectomy or segmentectomy,EA,Usual Care (Open-Label Control),180,180,90 vs 90,52.7 ±11.0 / 55.8 ±11.6 years,Female66/90 /56/90,NOT VERIFIED,NOT VERIFIED,General anaesthesia + paravertebral block,Some concerns,English full text,TEAS EA Verification/Source PDFs/covidence_1930_full_article.pdf,6c2160c1111226035fb3a46cd41746f84d6f420d24c10b329cffcf82e1c8580f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yang_2024.txt,1," gastrointestinal recovery in patients receiving thoracoscopic lung surgery. Methods: This study was a single-center, prospective, randomized open-label trial. 180 patients who underwent video-assisted thoracoscopic segmentectomy or lobectomy were randomized to EA group (three sessions, 24 h prior to surgery, postoperative 4 h and 24 h) or usual care group (UC group). The primary outcomes were time to first flatus and defecation. Secondary outcomes included i",RESOLVED — SOURCE DETERMINATIVE,Randomized trial total; analyzed populations remain outcome-specific.
Yao_2015,Yao 2015,2015,China,Ovarian cystectomy or myomectomy,TEAS,Sham-Controlled (Placebo Double-Blind),74,74,35 / 36,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED,NOT VERIFIED in registry; see source methods,High,English full text,retrieved_pdfs/039_yao_2015.pdf,769574c60b55724c5f5d1bb988ebb6cbd252be9b95734e3b11bf61bf5ae9272f,10_FINAL_ADJUDICATION/01_SOURCE_EVIDENCE/Yao_2015.txt,3,"or eligibility to participate in this study (Figure 2). Of these, 21 patients did not meet the inclusion criteria, 8 declined to participate, and the remaining 74 patients enrolled to the study. Two patients from the TEAS group and one patient from the Control group were later excluded because of protocol breach. A total of 71 patients randomized to treatment allocation completed the study and their data were included in the analysis. Patient demographic cha",RESOLVED — SOURCE DETERMINATIVE,74 randomized;71 completed35/36. Automated prior extraction71 was analyzed rather than randomized N.
