"screening_sequence","segment_number","segment_sequence","covidence_number","title","first_author","publication_year","publication_language","abstract_available","decision","primary_reason_code","evidence_supporting_decision","concise_rationale","confidence","record_type","actual_results_reported","core_criteria_supported_count","core_criteria_uncertain_count","uncertain_criteria","general_anaesthesia","randomized","intervention","comparator","background_care_balanced","intervention_effect_separable","timing_eligible","timing_description","clinical_outcome_present","translation_required","possible_companion_report","vote_registered","post_vote_timestamp","interface_issue","notes"
"149","2","49","791","Preventive effect of electrical acupoint stimulation on lower-limb thrombosis: a prospective study of elderly patients after malignant gastrointestinal tumor surgery.","Hou","2013","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Surrogate physiological or laboratory outcomes without an eligible clinical outcome.","Surrogate outcomes only.","high","primary_results","yes","0","0","","uncertain","yes","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:48:50.926Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"150","2","50","792","Effects of electroacupuncture at different points on colorectal distention-induced changes in blood pressure, electrogastrogram, gastric tension and gastric blood flow.","Chen","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:48:54.337Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"151","2","51","793","Cardioprotective effect of transcutaneous electric acupoint stimulation in the pediatric cardiac patients: a randomized controlled clinical trial.","Ni","2012","English","yes","NO","EXCLUDE_POPULATION","Randomized TEAS cardiac-surgery trial enrolled children aged 2–12 years.","Paediatric-only population.","high","primary_results","yes","0","0","","uncertain","yes","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:49:37.489Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"152","2","52","794","[Effects of transcutaneous electrical acupoint stimulation combined with general anesthesia on changes of gastric dynamics in controlled hypotension dogs].","Fang","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:40.903Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"153","2","53","795","[Effects of electroacupuncture at ""Futu"" (LI 18), etc. on expression of spinal 5-HT 1 AR mRNA, 5-HT 2 AR mRNA and protein in rats with neck incision pain].","Qiao","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:44.325Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"154","2","54","796","Electroacupuncture prevents ovariectomy-induced osteoporosis in rats: a randomised controlled trial.","Zhou","2012","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:47.736Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"155","2","55","797","Electro-acupuncture stimulation at acupoints reduced the severity of hypotension during anesthesia in patients undergoing liver transplantation.","Sahmeddini","2011","English","yes","NO","EXCLUDE_INELIGIBLE_ACTIVE_COMPARATOR","EA for intraoperative hypotension was compared only with norepinephrine treatment, without sham, usual-care, or no-stimulation comparison.","Ineligible active medication comparator.","high","primary_results","yes","0","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:49:48.512Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"156","2","56","798","[Protecting action of acupuncture-drug compound anesthesia with different frequency electroacupuncture on stress reaction in pneumonectomy].","Ma","2011","English","yes","YES","INCLUDE_ELIGIBLE","Randomized perioperative EA versus sham or general-anaesthesia control during pneumonectomy under general anaesthesia, with anaesthetic-use or clinical recovery outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham/usual care","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:49:49.488Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"157","2","57","799","[Observation on the anti-stress effect of acupuncture-assisted anesthesia for puhnlmonary lobectomy patients].","Fu","2011","English","yes","YES","INCLUDE_ELIGIBLE","Randomized perioperative EA versus sham or general-anaesthesia control during neurosurgery under general anaesthesia, with anaesthetic-use or clinical recovery outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham/usual care","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:49:50.282Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"158","2","58","800","[Effect of electroacupuncture on the levels of amino acid neurotransmitters in the spinal cord in rats with chronic constrictive injury].","Yan","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:51.034Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"159","2","59","801","[The application of electro-acupuncture combined with sevoflurane anesthesia in neurosurgery].","An","2011","English","yes","YES","INCLUDE_ELIGIBLE","Randomized perioperative EA versus sham or general-anaesthesia control during neurosurgery under general anaesthesia, with anaesthetic-use or clinical recovery outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham/usual care","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:49:51.800Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"160","2","60","802","[Effect of electroacupuncture and acupoint injection on expression of plasma proinflammatory cytokines and motilin for patients with early postoperative inflammatory intestinal obstruction].","Shen","2011","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, randomization, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","uncertain","uncertain","EA","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T09:49:52.556Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"161","2","61","803","Management of postoperative nausea and vomiting in women scheduled for breast cancer surgery.","Fujii","2011","English","yes","NO","EXCLUDE_PUBLICATION_TYPE","Narrative overview of PONV management options without original participant results.","Narrative review without primary results.","high","narrative_review","no","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:56.526Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"162","2","62","804","Electroacupuncture attenuates mechanical and warm allodynia through suppression of spinal glial activation in a rat model of neuropathic pain.","Gim","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:57.455Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"163","2","63","805","[Analgesic effect of acupuncture at Neimadian(Extra) in postoperation of abdominal surgery].","Ding","2011","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:49:58.388Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"164","2","64","806","[Experimental study on anti-inflammatory and analgesic effects of electroacupuncture combined with medium frequency therapy in model rats with lumbar nerve root compression].","Zhu","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:49:59.148Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"165","2","65","807","[Cardiac protective effects of transcutaneous electrical acupoint stimulation combined with general anesthesia for controlled hypotension].","Fang","2011","English","yes","NO","EXCLUDE_ANIMAL","Controlled hypotension experiment in male Beagles.","Animal study.","high","animal_study","no","7","0","","yes","yes","TEAS","usual care/no stimulation","yes","yes","uncertain","unclear","no","no","no","yes","2026-07-27T09:50:00.086Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"166","2","66","808","Clinical observation on the acupuncture treatment in patients with urinary retention after radical hysterectomy.","Yi","2011","English","yes","NO","EXCLUDE_TIMING","Treatment began later than 24 postoperative hours or during later rehabilitation.","Treatment timing is ineligible.","high","primary_results","yes","0","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","no","later than 24 hours","uncertain","no","no","yes","2026-07-27T09:50:03.471Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"167","2","67","809","The Role of Acu-TENS in Hemodynamic Recovery after Open-Heart Surgery.","Ng","2011","English","yes","MAYBE","UNCERTAIN_TIMING","Randomized Acu-TENS at P6 versus placebo after open-heart surgery measured PONV and recovery; treatment on postoperative day 1 does not establish initiation within 24 hours.","Otherwise eligible TEAS trial; timing within 24 hours is the sole uncertainty.","moderate","primary_results","yes","8","1","timing","yes","yes","TEAS","sham","yes","yes","uncertain","postoperative day 1","yes","no","no","yes","2026-07-27T09:50:04.385Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"168","2","68","810","[Randomized controlled study on electroacupuncture compound anesthesia in radiofrequency ablation for hypertrophic inferior turbinate].","Jia","2011","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","7","0","","uncertain","yes","EA","usual care/no stimulation","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T09:50:05.130Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"169","2","69","811","[Effect of ""Xiusanzhen"" on hippocampal muscarinic cholinergic receptor activity in Alzheimer disease rats].","Yang","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:50:05.859Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"170","2","70","812","Needle-free electroacupuncture for postoperative pain management.","Lee","2011","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing.","Multiple essential criteria unsupported.","high","primary_results","yes","7","0","","uncertain","yes","EA","sham","yes","yes","uncertain","unclear","yes","no","no","yes","2026-07-27T09:50:06.580Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"171","2","71","813","[Effects of laparoscopic cholecystectomy under different anesthetic methods on T-lymphocyte immune function and postoperative analgesia].","Ding","2011","English","yes","YES","INCLUDE_ELIGIBLE","Randomized perioperative electrical acupoint stimulation added to balanced general anaesthesia versus general anaesthesia or sham control, with clinical analgesic, PONV, or complication outcomes.","Eligible randomized perioperative TEAS/EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham/usual care","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:50:10.537Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"172","2","72","814","[Effect of electroacupuncture at Chengshan (BL 57) on postoperative pain of mixed hemorrhoids].","Sun","2011","English","yes","NO","EXCLUDE_INELIGIBLE_ACTIVE_COMPARATOR","Randomized early postoperative EA was compared only with naproxen medication, with no eligible sham or usual-care comparison.","Ineligible active medication comparator.","high","primary_results","yes","5","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:50:11.240Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"173","2","73","815","[Effect of different anesthesia methods on immune function in patients of laparoscopic cholecystectomy in peri-operational period].","Gu","2011","English","yes","YES","INCLUDE_ELIGIBLE","Randomized perioperative electrical acupoint stimulation added to balanced general anaesthesia versus general anaesthesia or sham control, with clinical analgesic, PONV, or complication outcomes.","Eligible randomized perioperative TEAS/EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham/usual care","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:50:11.980Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"174","2","74","816","[Influence of electroacupuncture on efficacy of estrogen in regulating hypothalamic reproductive endocrine activity in rats].","Wang","2011","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:50:12.693Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"175","2","75","817","[Effect of acupuncture-assisted anesthesia on stress response during laparoscopic cholecystectomy in aged patients].","Wu","2011","English","yes","YES","INCLUDE_ELIGIBLE","Randomized perioperative electrical acupoint stimulation added to balanced general anaesthesia versus general anaesthesia or sham control, with clinical analgesic, PONV, or complication outcomes.","Eligible randomized perioperative TEAS/EA trial.","high","primary_results","yes","9","0","","yes","yes","TEAS","sham/usual care","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:50:13.590Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"176","2","76","818","Auricular acupuncture for postoperative pain after gynecological surgery: a randomized controlled trail.","Holzer","2011","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","No eligible therapeutic TEAS or needle-based electroacupuncture is described.","Ineligible intervention.","high","primary_results","yes","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:07.654Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"177","2","77","819","Randomised, controlled study of preoperative electroacupuncture for postoperative pain control after cardiac surgery.","Coura","2011","English","yes","YES","INCLUDE_ELIGIBLE","Prospective randomized preoperative EA versus sham stimulation before conventional cardiac surgery, with postoperative fentanyl consumption and pain outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","sham","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:51:08.353Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"178","2","78","820","[Observation on therapeutic effect of routine acupoints plus mental activity-adjusting acupoints in the treatment of post-surgical gastroparesis syndrome].","Zhang","2010","English","yes","NO","EXCLUDE_NON_ACUPOINT_TENS","Ordinary TENS without acupuncture-point placement.","Non-acupoint TENS.","high","primary_results","yes","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:09.252Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"179","2","79","821","[Observation on therapeutic effect of peripheral facial paralysis treated by string puncture combined with electroacupuncture].","Wang","2011","English","yes","NO","EXCLUDE_NON_SURGICAL","Non-operative procedure or remote rehabilitation setting.","Non-surgical or remote postoperative population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:09.957Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"180","2","80","822","Electroacupuncture in reduction of discomfort associated with barostat-induced rectal distension--a randomized controlled study.","Leung","2011","English","yes","NO","EXCLUDE_NON_SURGICAL","Non-operative procedure or remote rehabilitation setting.","Non-surgical or remote postoperative population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:13.306Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"181","2","81","823","Acupoint electrical stimulation reduces acute postoperative pain in surgical patients with patient-controlled analgesia: a randomized controlled study.","Yeh","2010","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Electrical acupoint stimulation after spinal surgery is described, but general anaesthesia and initiation within 24 hours are both unreported.","General anaesthesia and early treatment timing are both unsupported.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:16.655Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"182","2","82","824","[Effects of electroacupuncture on the expression of nestin in endogenous neural stem cell in hippocampus in rats with focal cerebral ischemia-reperfusion].","Yu","2010","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:20.004Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"183","2","83","825","[Effects of electroacupuncture of different acupoint groups on sevoflurane anesthesia in patients undergoing resection of supratentorial tumors].","An","2010","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Two or more essential criteria are unsupported: randomization, timing, comparator.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","yes","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","yes","no","no","yes","2026-07-27T09:51:23.352Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"184","2","84","826","[Effects of electroacupuncture of ""source-"" plus ""collateral-"" acupoints on the cardiac function and myocardial enzymes in acute myocardial ischemia rabbits].","Hu","2010","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:26.685Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"185","2","85","827","[Effects of electroacupuncture of different acupoints on changes of blood pressure and autonomic nerve system after colorectal distension in rats].","Chen","2010","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:30.034Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"186","2","86","828","Pain reduction of acupoint electrical stimulation for patients with spinal surgery: a placebo-controlled study.","Yeh","2010","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Electrical acupoint stimulation after spinal surgery is described, but general anaesthesia and initiation within 24 hours are both unreported.","General anaesthesia and early treatment timing are both unsupported.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:40.333Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"187","2","87","829","[The study of electrical acupuncture stimulation therapy combined with pelvic floor muscle therapy for postprostatectomy incontinence].","Yang","2010","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, randomization, timing, outcome.","Multiple essential criteria unsupported.","high","primary_results","yes","5","0","","uncertain","uncertain","EA","usual care/no stimulation","yes","yes","uncertain","unclear","no","no","no","yes","2026-07-27T09:51:41.200Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"188","2","88","830","Acupuncture in critically ill patients improves delayed gastric emptying: a randomized controlled trial.","Pfab","2010","English","yes","NO","EXCLUDE_PROTOCOL_NO_RESULTS","Protocol publication without participant results.","Protocol without participant results.","high","protocol","no","0","0","","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","not_applicable","no","no","yes","2026-07-27T09:51:42.057Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"189","2","89","831","[Effects of electroacupuncture anesthesia of different frequencies on stress reaction in thyroid surgery].","Ma","2010","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Two or more essential criteria are unsupported: general_anaesthesia, timing, outcome.","Multiple essential criteria unsupported.","high","primary_results","yes","6","0","","uncertain","yes","EA","sham","yes","yes","uncertain","unclear","no","no","no","yes","2026-07-27T09:51:42.904Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"190","2","90","832","Transcutaneous electrical nerve stimulation on ST36 and SP6 acupoints prevents hyperglycaemic response during anaesthesia: a randomised controlled trial.","Man","2011","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Randomized preoperative TENS at ST36 and SP6 during general anaesthesia measured glucose and insulin responses only.","Surrogate metabolic outcomes only.","high","primary_results","yes","0","0","","yes","yes","TEAS","uncertain","uncertain","uncertain","yes","unclear","uncertain","no","no","yes","2026-07-27T09:51:46.222Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"191","2","91","833","[Effect of electroacupuncture on Sevoflurane anesthesia in patients undergoing resection of supratentorial tumor].","An","2010","English","yes","YES","INCLUDE_ELIGIBLE","Randomized intraoperative EA versus no stimulation during sevoflurane general anaesthesia for supratentorial tumor resection, with anaesthetic use and recovery outcomes.","Eligible randomized perioperative EA trial.","high","primary_results","yes","9","0","","yes","yes","EA","usual care/no stimulation","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:51:46.877Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"192","2","92","834","[Protective effect of ""neiguan"" (PC 6)-electroacupuncture preconditioning on the myocardium in myocardial ischemia/reperfusion rats].","Zhang","2010","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:47.726Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"193","2","93","835","[Effects of electroacupuncture on the expression of corticotropin-releasing factor (CRF) family and CRF receptor 1 in traumatic injury rats].","Zhang","2010","English","yes","NO","EXCLUDE_ANIMAL","Title or abstract describes an animal experiment.","Animal study.","high","animal_study","no","0","0","","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:48.605Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"194","2","94","837","Transcutaneous electrical nerve stimulation on acupoints relieves labor pain: a non-randomized controlled study.","Peng","2010","English","yes","NO","EXCLUDE_NON_SURGICAL","Non-randomized TENS at acupoints was used for labor analgesia rather than operative surgery under general anaesthesia.","Non-operative labor population.","high","primary_results","yes","0","0","","uncertain","uncertain","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:51.916Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"195","2","95","838","Effect of electroacupuncture preconditioning on serum S100beta and NSE in patients undergoing craniocerebral tumor resection.","Lu","2010","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Randomized EA preconditioning before craniocerebral tumor resection under general anaesthesia measured serum S100β and NSE biomarkers only.","Surrogate neurologic biomarkers only.","moderate","primary_results","yes","8","1","timing","yes","yes","EA","usual care/no stimulation","yes","yes","yes","unclear","yes","no","no","yes","2026-07-27T09:51:52.557Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"196","2","96","839","Postoperative pain and respiratory function in patients treated with electroacupuncture following coronary surgery.","Colak","2010","English","yes","NO","EXCLUDE_NON_RANDOMIZED","Abstract identifies a non-randomized design.","Non-randomized study.","high","primary_results","yes","0","0","","uncertain","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:51:58.028Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"197","2","97","840","Effects of electroacupuncture on local anaesthesia for inguinal hernia repair: a randomised placebo-controlled trial.","Dias","2010","English","yes","MAYBE","UNCERTAIN_GENERAL_ANAESTHESIA","All other essential criteria are supported, but general anaesthesia is not established.","Otherwise eligible; general anaesthesia is the sole uncertainty.","moderate","primary_results","yes","8","1","general_anaesthesia","uncertain","yes","EA","sham","yes","yes","yes","preoperative/intraoperative or within 24 hours","yes","no","no","yes","2026-07-27T09:51:58.646Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"198","2","98","841","[Effect of transcutaneous electrical acupoint stimulation on BIS and VAS in artificial abortion operation].","Cheng","2010","English","yes","NO","EXCLUDE_NO_GENERAL_ANAESTHESIA","Artificial-abortion procedure used TEAS and paracervical block without general anaesthesia.","No general anaesthesia.","high","primary_results","yes","5","0","","no","yes","TEAS","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:51:59.606Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"199","2","99","842","Plasma adrenaline increases in anesthetized patients given electro-acupuncture before surgery.","Kvorning","2010","English","yes","NO","EXCLUDE_NO_ELIGIBLE_OUTCOME","Surrogate physiological or laboratory outcomes without an eligible clinical outcome.","Surrogate outcomes only.","high","primary_results","yes","0","0","","yes","yes","EA","uncertain","uncertain","uncertain","uncertain","unclear","no","no","no","yes","2026-07-27T09:52:03.115Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"200","2","100","843","Electroacupuncture for cervical ripening prior to labor induction: a randomized clinical trial.","Gribel","2010","English","yes","NO","EXCLUDE_NON_SURGICAL","Non-operative procedure or remote rehabilitation setting.","Non-surgical or remote postoperative population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T09:52:06.635Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"201","3","1","844","[Current overseas researches on prevention and treatment of postoperative nausea and vomiting with acupuncture].","Ma","2010","English","yes","NO","EXCLUDE_WRONG_INTERVENTION","No eligible TEAS or needle-based EA.","Ineligible intervention.","high","primary_results","yes","0","0","","uncertain","uncertain","ineligible","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:18:35.208Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
"202","3","2","845","[Comparative observation on acupoint catgut embedding and electroacupuncture in treatment of hyperplasia of mammary glands].","Lu","2010","English","yes","NO","EXCLUDE_NON_SURGICAL","Non-operative or remote rehabilitation setting.","Non-surgical population.","high","primary_results","yes","0","0","","uncertain","uncertain","EA","uncertain","uncertain","uncertain","uncertain","unclear","uncertain","no","no","yes","2026-07-27T10:18:36.173Z","none","Vote registered after one click; citation left the active queue. No history, conflict, comment, or tag interface was opened."
